"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",248941,92735993,92984934,4103728.1573209995,4815641.418835,8919369.576156,7659955,25289.9
"BANKNIFTY",53879,8194295,8248174,960045.0068460001,583962.579546,1544007.586392,1382630,59200.1
"HDFCBANK",237640,448039,685679,1206983.67163,16682.010015,1223665.681645,854448,921
"ETERNAL",146695,484186,630881,1014651.5892625,46192.8125625,1060844.401825,268430,276.5
"RELIANCE",131577,473830,605407,927434.3784,28732.4187,956166.7971,605609,1404.1
"ICICIBANK",92267,198673,290940,872291.12936,10770.93738,883062.06674,342338,1347
"BHARTIARTL",82669,94078,176747,788880.108585,6077.2038175,794957.3124025,206686,2007.9
"INFY",114550,249956,364506,763780.7364,5709.50096,769490.23736,339588,1662.8
"AXISBANK",81169,108665,189834,656997.13925,5976.8081875,662973.9474375,260529,1291.4
"BAJFINANCE",87063,71067,158130,615920.15835,5511.93315,621432.0915,235035,945
"SBIN",75246,330044,405290,591672.28485,15532.47405,607204.7589,247306,1050.2
"M&M",82316,64003,146319,589173.83284,3208.10682,592381.93966,167841,3578
"MCX",34192,116410,150602,495033.232875,28928.5548125,523961.7876875,79316,2321
"MIDCPNIFTY",26275,1315890,1342165,419598.625692,95277.76945200001,514876.395144,261281,13325.45
"SAIL",66400,36989,103389,473528.41878,4814.47367,478342.89245,78765,151.89
"KOTAKBANK",51693,27779,79472,440327.6048,2788.6602,443116.265,160551,427.1
"VEDL",52057,237235,289292,406810.036815,22055.264995,428865.30181,178546,677.8
"HINDZINC",44630,384942,429572,366506.381185,51605.1020275,418111.4832125,118303,664.4
"HINDALCO",59564,75310,134874,393205.53307,4529.51415,397735.04722,134280,945
"TATASTEEL",36469,96021,132490,378578.0416,11222.6224,389800.664,110908,189.4
"MARUTI",48471,171750,220221,383578.37634,6122.770725,389701.147065,159458,15735
"TCS",67737,165194,232931,373659.9610975,6764.9881075,380424.949205,272202,3152.2
