"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",118330,80218924,80337254,2006593.965935,3006348.2924215,5012942.2583565,8404313,25876.85
"BANKNIFTY",28900,2692772,2721672,520218.019407,301819.093155,822037.1125619999,966012,59686.5
"ICICIBANK",41016,152569,193585,413252.53592,23381.44361,436633.97953,256009,1434.9
"MIDCPNIFTY",14788,461048,475836,246944.268456,63959.19828,310903.466736,151106,13759.6
"RELIANCE",36021,375455,411476,268277.58175,32858.0119,301135.59365,477999,1470.7
"BHEL",34409,157957,192366,254745.578325,30179.02545,284924.603775,64893,276.9
"TCS",47002,276926,323928,263464.4209925,18386.3779225,281850.798915,237752,3196
"HDFCBANK",49637,191447,241084,259962.17467,14939.55683,274901.7315,606179,948
"HINDZINC",23433,200229,223662,172510.22271,32870.5120975,205380.7348075,84133,590
"VEDL",24256,157124,181380,168300.12824,17969.906555,186270.034795,134677,602.1
"LT",24599,137076,161675,175617.13939,9991.118375,185608.257765,128124,4044.7
"BEL",23337,187118,210455,139935.96273,18053.9005575,157989.8632875,147904,415.65
"DIXON",22491,164958,187449,134341.99813,23543.49669,157885.49482,156049,11988
"NATIONALUM",10947,56546,67493,138822.753375,15544.225125,154366.9785,37118,332.95
"CGPOWER",22099,135865,157964,119180.39006,16929.248805,136109.638865,44958,613.5
"MCX",8136,58007,66143,116312.804125,16496.2945,132809.098625,51218,2231
"BHARTIARTL",12681,68782,81463,125358.387435,6026.66263,131385.050065,145804,2066.6
"INFY",18911,85412,104323,122959.95584,8288.31024,131248.26608,276807,1612.6
"IDFCFIRSTB",15397,55711,71108,122719.244585,7455.6224925,130174.8670775,55258,85.88
"ITC",21279,244346,265625,116736.9128,12458.78112,129195.69392,469003,340.5
"SBIN",15299,149908,165207,115257.867075,11807.4612,127065.328275,186078,997.6
"IDEA",13697,46912,60609,113064.6371325,11573.4964575,124638.13359,160506,11.47
"HINDALCO",17591,118495,136086,112544.509,11563.9937,124108.5027,126857,903
"TATASTEEL",11076,62351,73427,111101.5081,9514.9725,120616.4806,89603,179.9
"BSE",9543,68905,78448,98013.593925,15615.1048125,113628.6987375,63327,2691.3
"RECLTD",19697,71915,91612,104262.52732,7309.10474,111571.63206,117695,370.8
"ETERNAL",14534,73905,88439,100365.8464075,10223.6814175,110589.527825,157509,283.15
"JIOFIN",13796,46145,59941,96607.94211,5235.600485,101843.542595,115691,292.65
"BAJFINANCE",12775,64373,77148,93396.255525,6357.95775,99754.213275,203586,970.1
"INDUSINDBK",14981,36504,51485,93148.39422,4863.36263,98011.75685,96905,881.45
"INDUSTOWER",12543,38910,51453,92386.76758,5604.38031,97991.14789,82309,432
"HAL",12412,92584,104996,84591.67107,10265.70798,94857.37905,118479,4469.9
"INDIGO",10483,81900,92383,78040.706355,8989.108695,87029.81505,120858,4905
"HCLTECH",13866,63932,77798,79756.08326,6162.250605,85918.333865,90588,1643
"ABB",11854,64518,76372,76327.7162875,6206.0423,82533.7585875,36738,5036
"AXISBANK",9463,49990,59453,76598.2840625,5191.104,81789.3880625,190507,1286
"NMDC",13008,57591,70599,73231.1442,6175.632375,79406.776575,81284,81.45
"BANKBARODA",7692,39067,46759,68297.7107475,5126.8665825,73424.57733,59056,299.5
"BAJAJ-AUTO",8497,102675,111172,62544.4249725,9983.603445,72528.0284175,86326,9738
"JSWSTEEL",8425,38967,47392,66475.7203725,4308.1281,70783.8484725,100068,1158
"SHRIRAMFIN",8056,30182,38238,66165.39897,4379.805045,70545.204015,87858,992
"ADANIENT",9396,47049,56445,64913.0790555,5534.7607539,70447.8398094,114171,2209.3
"DRREDDY",8766,29424,38190,66871.8653125,3372.904125,70244.7694375,39816,1206.5
"MARUTI",7378,106805,114183,61821.912595,8130.40014,69952.312735,113836,16645
"JINDALSTEL",9681,56800,66481,62572.8246875,6585.2434375,69158.068125,35949,1010
"HINDPETRO",6809,29915,36724,63416.781225,4569.8978925,67986.6791175,34072,450.7
"TECHM",6748,16943,23691,64927.05342,2629.5378,67556.59122,47182,1575.9
"BRITANNIA",8398,40771,49169,63364.4566375,4159.044675,67523.5013125,38206,6022
"POLYCAB",6440,21787,28227,63324.0606125,4013.1138,67337.1744125,38261,7766
"TATAELXSI",8760,131984,140744,50580.89484,16487.97181,67068.86665,38449,5700
"KAYNES",13662,129744,143406,52007.76697,14657.47884,66665.24581,96427,3715
"PNB",6289,22777,29066,62473.1352,3591.2984,66064.4336,47860,122.62
"KOTAKBANK",7251,31340,38591,61953.61332,3684.1592,65637.77252,133754,2130
"MUTHOOTFIN",5681,31211,36892,60647.316785,4972.9746275,65620.2914125,26274,3853.9
"CANBK",5964,21002,26966,60896.404125,3989.15145,64885.555575,47891,150.41
"YESBANK",8346,32273,40619,59751.27308,3919.67295,63670.94603,56838,22.7
"HINDUNILVR",8340,38382,46722,60217.593,3094.66032,63312.25332,79753,2389.7
"COFORGE",9116,37768,46884,57164.2272375,4674.1074,61838.3346375,88179,1647.9
"CUMMINSIND",6673,34937,41610,55669.49748,4901.73368,60571.23116,33734,4126
"UPL",5311,16340,21651,57526.2945145,2796.8721665,60323.166681,44856,792.9
