"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",81665,67753501,67835166,1571109.46599,3505279.8904365003,5076389.3564265,6834803,25898.55
"BANKNIFTY",30651,2790254,2820905,629779.40682,380339.1294905,1010118.5363105,1036338,59209.85
"INDIGO",34497,351979,386476,248962.99599,43195.596975,292158.592965,270331,4821.5
"DIXON",33139,389387,422526,211087.51894,40720.20324,251807.72218,159409,12964
"KOTAKBANK",19586,190325,209911,171364.46652,16953.40788,188317.8744,145942,2173.3
"IDEA",19145,57312,76457,152183.5907925,15145.795515,167329.3863075,141289,11.26
"INFY",24580,98422,123002,157429.706,7250.59492,164680.30092,284172,1596.2
"BSE",13564,108945,122509,135938.838,25276.726125,161215.564125,79978,2697.9
"KAYNES",27326,334740,362066,110178.2936,46897.1918,157075.4854,154313,4027.5
"RELIANCE",18060,149079,167139,139482.1219,11523.4303,151005.5522,367069,1543
"HDFCBANK",25197,137307,162504,138900.04997,8285.900865,147185.950835,508492,999.9
"MIDCPNIFTY",4826,298630,303456,91317.403804,45910.041556000004,137227.44536,150508,13728.05
"ICICIBANK",13213,68591,81804,126587.68325,6097.92813,132685.61138,251083,1361
"MCX",9337,70499,79836,116588.66035,14959.31265,131547.973,60527,9940
"BHARTIARTL",12049,82825,94874,118067.766905,6501.016345,124568.78325,164436,2054
"ADANIENT",15494,84794,100288,108411.7387281,11452.553149200001,119864.2918773,144176,2270.2
"HINDZINC",15779,133901,149680,101692.8478825,17931.78667,119624.6345525,61438,523
"ADANIGREEN",17667,54579,72246,106675.74306,6772.23666,113447.97972,76646,1024
"SBIN",14282,100404,114686,103500.608625,7370.664,110871.272625,217054,962.6
"TCS",17349,125523,142872,96861.2408925,7395.3810175,104256.62191,250729,3193.9
"MARUTI",10865,144019,154884,88313.45606,11095.451175,99408.907235,113620,16220
