"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",149862,46293181,46443043,2477295.30633,3646591.8646495,6123887.1709795,6116452,25418.9
"BANKNIFTY",31807,1703638,1735445,573034.794195,315025.04931900004,888059.843514,681102,59957.85
"HINDZINC",40517,117650,158167,354636.671655,44362.5766675,398999.2483225,90814,716
"CANBK",33483,109849,143332,347225.65515,31936.49775,379162.1529,57539,150.69
"VEDL",28895,203339,232234,251417.926255,53502.84357,304920.769825,122897,767.55
"ICICIBANK",28766,78885,107651,278197.16218,10437.10234,288634.26452,233412,1385
"HDFCBANK",51479,143755,195234,265535.64675,11958.054075,277493.700825,591533,935
"BEL",35274,212470,247744,224576.653245,36607.0200825,261183.6733275,163886,445.25
"LT",32406,188697,221103,223057.1394975,23813.5555175,246870.695015,132580,3938
"RELIANCE",31537,136476,168013,220927.64085,15954.9239,236882.56475,391479,1386.9
"NATIONALUM",12244,48314,60558,192355.98975,31115.740125,223471.729875,29361,428.4
"AXISBANK",22966,128537,151503,193813.580875,17592.2679375,211405.8488125,173573,1364.9
"MCX",10203,61422,71625,171057.380375,36037.954,207095.334375,44734,2704
"ABB",26314,128377,154691,178690.97345,22302.0755125,200993.0489625,36970,5465
"TATASTEEL",16301,69937,86238,179231.96775,21195.559,200427.52675,73550,202.55
"HINDALCO",25708,73658,99366,183783.85732,16148.3721,199932.22942,87759,1027
"MARUTI",24437,235052,259489,177893.623305,21515.408055,199409.03136,145729,14484
"M&M",27330,62896,90226,185020.62314,9549.8016,194570.42474,125421,3388.1
"ETERNAL",26418,86313,112731,174416.376575,14209.75892,188626.135495,181593,274.3
"SBIN",19352,90466,109818,155663.8962,14255.35185,169919.24805,149799,1067.25
"RVNL",25982,79998,105980,125001.6485025,15715.56359,140717.2120925,74093,340
"BSE",9232,33284,42516,98806.7739375,13876.4642625,112683.2382,47518,2871.2
"BHARTIARTL",11600,30016,41616,108304.21591,4002.644215,112306.860125,142836,1969
"SBICARD",16873,55665,72538,103645.1532,7191.11408,110836.26728,36540,766
"BANKBARODA",11591,17374,28965,103683.7271925,4489.9490025,108173.676195,47537,301.95
"MIDCPNIFTY",4285,190122,194407,68884.129608,37721.813592,106605.9432,102766,13424.35
"ONGC",15386,72869,88255,94420.92915,12175.01415,106595.9433,70014,274.84
"HAL",12606,64166,76772,87292.36077,12230.896755,99523.257525,102346,4613.5
"RECLTD",16487,72270,88757,86945.30236,11789.22458,98734.52694,95044,375.55
"IDEA",12974,23103,36077,92318.93976,5424.2734875,97743.2132475,129671,10
"MUTHOOTFIN",7485,30470,37955,84491.0749925,12908.4877625,97399.562755,24077,4095
"INFY",13690,57513,71203,90901.2852,5593.32572,96494.61092,202361,1661
"COALINDIA",13848,89108,102956,84023.42922,12143.40498,96166.8342,57962,455
"ASIANPAINT",13647,96951,110598,83515.93155,8932.942575,92448.874125,100366,2415
"TCS",15371,72922,88293,84973.0868,5633.4898375,90606.5766375,170925,3139
"KOTAKBANK",10520,18156,28676,87001.4794,2379.3688,89380.8482,120312,412.2
"DIXON",14883,68945,83828,76561.138035,11493.18423,88054.322265,107062,10280
"JSWSTEEL",9466,33890,43356,78976.878795,6408.086175,85384.96497,88321,1242.2
"ADANIPORTS",11876,29780,41656,79548.5777025,4536.437055,84085.0147575,76345,1417.1
"INDIGO",10912,55967,66879,76083.72198,7765.012605,83848.734585,90281,4620.5
"SBILIFE",9816,58100,67916,73893.8182125,7024.4610375,80918.27925,39415,1998
"DLF",14584,30546,45130,76560.98043,4182.95064,80743.93107,95463,638
"PNB",7639,15744,23383,76839.3024,3762.284,80601.5864,45491,125.1
"INDUSTOWER",10069,20544,30613,74963.32512,4675.75225,79639.07737,67271,441.4
"TVSMOTOR",11369,48842,60211,73150.054985,6137.2236625,79287.2786475,63759,3660
"TMPV",25989,82497,108486,72090.04736,6014.50568,78104.55304,157517,352
"JINDALSTEL",9435,32158,41593,68370.9793125,7700.9443125,76071.923625,27271,1168
"SUNPHARMA",13227,21815,35042,73691.98368,2120.78762,75812.7713,82089,1590.5
"ITC",13404,81760,95164,68718.82192,6677.9232,75396.74512,224096,318.8
"NMDC",11942,37450,49392,68109.14835,7008.6492,75117.79755,66723,84.61
"UNIONBANK",8712,16690,25402,69547.5918075,3828.100245,73375.6920525,29940,179
"NTPC",11264,100978,112242,59992.9524,11777.35725,71770.30965,87691,358.5
"SAMMAANCAP",10633,17082,27715,67241.75224,3050.03687,70291.78911,36533,148.4
"AUBANK",6744,14559,21303,66291.0043,3293.8275,69584.8318,30594,990
"SHRIRAMFIN",7562,23305,30867,63935.2374375,5358.408825,69293.6462625,68941,1022.25
"SAIL",8490,16700,25190,63352.28747,4888.0893,68240.37677,51745,157.6
"BAJFINANCE",9010,21934,30944,63244.9203,3344.272725,66589.193025,155693,937.25
"ADANIGREEN",11087,50902,61989,56471.94732,9357.98658,65829.9339,60362,854.5
"PFC",11715,35049,46764,58656.41457,5129.98044,63786.39501,75924,386.8
"ABCAPITAL",5551,14218,19769,59134.20779,4101.8332,63236.04099,30046,344.25
"TITAN",8425,33162,41587,57833.3559125,4609.9885475,62443.34446,70611,3945
"FEDERALBNK",4014,14892,18906,57844.639,3936.595,61781.234,20544,287.5
"OIL",7027,37819,44846,50058.93158,10600.57292,60659.5045,19194,514.6
"BHEL",8106,25685,33791,55413.019725,4880.0259375,60293.0456625,54319,260
"KPITTECH",11924,46240,58164,54139.44542,5358.8384725,59498.2838925,19848,1049.3
"GAIL",10635,21559,32194,56505.184155,2566.262475,59071.44663,51405,167.01
"ADANIENT",8063,43609,51672,50079.9209544,8677.2107538,58757.131708199995,102666,2016
"PAYTM",6100,19420,25520,52053.48417,5107.108945,57160.593115,40762,1171.8
"BAJAJ-AUTO",7330,28182,35512,52088.4379875,3863.4795225,55951.91751,60594,9512.5
"LODHA",11998,33589,45587,51013.54242,4597.621065,55611.163485,36552,950
"TECHM",4841,21058,25899,51219.05628,3777.96246,54997.01874,42343,1765.1
"PERSISTENT",8299,27422,35721,50431.76962,3878.91268,54310.6823,31472,6060
"ULTRACEMCO",7870,20280,28150,49933.28825,1744.203535,51677.491785,68066,12671
"CHOLAFIN",4883,4525,9408,50025.5,1194.0080625,51219.5080625,30160,1651.6
"HINDUNILVR",6907,19116,26023,48610.9068,2363.23296,50974.13976,63746,2345.5
"HEROMOTOCO",5660,23434,29094,46969.72755,3689.791485,50659.519035,35882,5577
"BDL",8459,22189,30648,45817.58391,4796.164975,50613.748885,28631,1534.2
"POWERGRID",9125,27379,36504,44890.59358,2236.33382,47126.9274,78628,260.95
"VOLTAS",8334,25778,34112,42329.8141875,3795.3850875,46125.199275,44240,1349.9
"MANAPPURAM",4638,15856,20494,41143.7094,4772.955,45916.6644,21999,295.1
"JIOFIN",7040,29924,36964,42329.34774,3451.08733,45780.43507,116428,254.5
"YESBANK",6611,11152,17763,43874.99054,1324.7356,45199.72614,52665,21.27
"TATAPOWER",7683,38864,46547,40633.412495,4489.68488,45123.097375,67552,366.1
"TATACONSUM",6980,19219,26199,42840.49891,1843.654285,44684.153195,37393,1103.1
"BPCL",5658,16215,21873,40867.749515,2790.816015,43658.56553,27781,367.4
"SIEMENS",7232,37029,44261,38880.72237,4497.6509025,43378.3732725,21859,3096
"GODREJPROP",9314,19846,29160,40111.1419775,3046.9286375,43158.070615,73398,1563.7
"GLENMARK",5464,9092,14556,41074.021275,1930.365525,43004.3868,37728,1980
"EICHERMOT",5696,18889,24585,40262.20649,2433.13476,42695.34125,47535,7071.5
"LAURUSLABS",4809,13223,18032,40358.850935,2201.57616,42560.427095,37503,970.2
"IDFCFIRSTB",5255,9741,14996,40714.82737,1632.112475,42346.939845,50006,83.13
"ASHOKLEY",4097,8832,12929,39365.072,2167.536,41532.608,44615,193.95
"HCLTECH",6577,22735,29312,39520.792955,1920.691605,41441.48456,64874,1719.9
"CGPOWER",7570,27491,35061,37588.75746,3592.939545,41181.697005,34440,590.2
"SOLARINDS",5500,17515,23015,37161.38765,3535.551955,40696.939605,26090,13322
"WIPRO",5308,20180,25488,37979.3283,2145.8526,40125.1809,62350,240
"PPLPHARMA",8856,32973,41829,36379.905975,3646.294575,40026.20055,15096,153.16
"INDUSINDBK",5956,12238,18194,37540.23567,1837.93708,39378.17275,68695,897
"NESTLEIND",5930,7683,13613,37919.974,960.5695,38880.5435,43112,1286.1
"HDFCAMC",4840,11372,16212,36829.91016,1755.29571,38585.20587,30166,2544
"INDIANB",3926,10529,14455,35768.3957,2785.5878,38553.9835,14961,911
"CDSL",5613,15422,21035,35546.7468375,2974.502345,38521.2491825,42903,1324
"BANKINDIA",4201,5469,9670,36558.74248,1450.7714,38009.51388,15510,164.6
"POLYCAB",4130,9743,13873,36058.072925,1742.9035375,37800.9764625,37737,7020.5
"HDFCLIFE",4396,13147,17543,35316.9157,1399.48193,36716.39763,39881,725.5
"APLAPOLLO",4686,7196,11882,34016.9242,1129.58832,35146.51252,32312,2043
"DELHIVERY",3912,6043,9955,33257.7918625,1728.125985,34985.9178475,17013,411
"POWERINDIA",3402,11341,14743,31164.950605,3485.15413,34650.104735,8475,18317
"TRENT",8219,28901,37120,31350.78272,3014.28474,34365.06746,114239,3825
"MOTHERSON",4324,8512,12836,30083.789565,1617.17079,31700.960355,36175,114.12
"LTF",4554,10451,15005,29667.990375,1409.00085,31076.991225,35186,289
"SWIGGY",6920,9915,16835,29421.18231,1578.32779,30999.5101,25723,323.85
"UPL",3003,7373,10376,29062.7875535,1821.6748725,30884.462426,34553,717.1
"ADANIENSOL",4668,12259,16927,28284.3355275,2562.8912325,30847.22676,39933,902.1
"VBL",5613,10560,16173,29225.279925,1296.0957375,30521.3756625,53295,469.9
"MAZDOCK",5339,18860,24199,26808.708,3543.48782,30352.19582,37988,2515
"KAYNES",7973,25142,33115,27199.69441,3083.49251,30283.18692,51953,3401
"DRREDDY",3623,16471,20094,27383.7173125,2073.3275625,29457.044875,33131,1209
"COFORGE",4248,15208,19456,26595.8958,2316.6742125,28912.5700125,46406,1677.6
"INDHOTEL",4122,6717,10839,27265.5368,998.7385,28264.2753,39529,665.5
"CUMMINSIND",3287,9216,12503,26452.90304,1327.43252,27780.33556,22094,4065.9
"APOLLOHOSP",3010,13311,16321,25674.42865,2031.0207875,27705.4494375,42090,6810
"IOC",3267,8001,11268,26180.6390625,1434.155775,27614.7948375,28274,163.11
"GRASIM",3761,7266,11027,26718.048375,655.853975,27373.90235,71819,2841.8
"PIDILITIND",3703,5596,9299,26514.7458,777.46055,27292.20635,21300,1425
"KEI",3776,5893,9669,25929.68322,1022.839405,26952.522625,9935,3995
