"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",70371,135590516,135660887,1378939.999379,4855746.6807875,6234686.680166501,8382403,26175.75
"BANKNIFTY",29819,2168797,2198616,619970.204909,378185.4462425,998155.6511515,840452,59681.35
"RELIANCE",20208,108076,128284,159792.60215,10646.04385,170438.646,337847,1566.5
"ICICIBANK",14739,68939,83678,144360.31197,8642.24879,153002.56076,210534,1390.2
"HDFCBANK",24596,113043,137639,136640.79781,8077.08418,144717.88199,450329,1002.9
"EICHERMOT",9803,105974,115777,120125.047585,19068.7922675,139193.8398525,44058,7135
"KOTAKBANK",14288,82484,96772,123587.8868,9011.77504,132599.66184,125882,2148.8
"SBIN",15704,108295,123999,116140.184925,11000.679675,127140.8646,177125,972.6
"MARUTI",13582,136632,150214,109489.505715,13839.14502,123328.650735,98297,16125
"PAYTM",10825,67006,77831,106938.260525,16371.854445,123310.11497,48626,1368.1
"BANKBARODA",13171,46000,59171,114318.189765,7923.4046775,122241.5944425,53246,296.3
"M&M",12454,79970,92424,94041.67308,10923.26886,104964.94194,134951,3733
"BHARTIARTL",9638,53862,63500,96711.01688,6518.4887925,103229.5056725,142445,2090.5
"ITC",15043,84578,99621,97220.03312,5452.84576,102672.87888,163935,404.05
"HINDUNILVR",12443,154803,167246,92667.52359,5413.79859,98081.32218,97408,2458.9
"BSE",7479,40224,47703,82267.323075,12608.7913125,94876.1143875,53713,2892
"IDEA",11960,33863,45823,86404.58364,6371.238615,92775.822255,131610,9.99
"TVSMOTOR",12068,109305,121373,77035.8472625,13455.9266625,90491.773925,66922,3664
"HINDZINC",12794,71984,84778,78571.28342,10719.7404125,89291.0238325,54664,498.55
"MIDCPNIFTY",3269,118755,122024,64240.955658,24521.892474,88762.84813200001,76116,14042.65
"ADANIPORTS",10827,70346,81173,79383.85858,9296.639865,88680.498445,76286,1531.5
"MCX",5550,54826,60376,71267.065875,14516.0826375,85783.1485125,49703,10214
"VEDL",12078,59155,71233,74467.0632,8574.33629,83041.39949,141779,532.8
"HEROMOTOCO",7367,71789,79156,69872.872635,11593.46004,81466.332675,70251,6297
"ADANIGREEN",11418,30265,41683,71664.55062,5256.83598,76921.3866,58547,1042.3
"CANBK",6854,24404,31258,70184.47095,5659.172325,75843.643275,43043,150.6
"JSWSTEEL",8697,41054,49751,69140.33424,6327.7569225,75468.0911625,97473,1165
"BAJFINANCE",8858,35665,44523,68529.4563,4266.45015,72795.90645,165531,1019.8
"AXISBANK",8173,30573,38746,65579.1080625,3338.555875,68917.6639375,146294,1276
"PNB",6343,20415,26758,64132.0608,4570.032,68702.0928,46458,125.3
"TMPV",21736,99135,120871,63332.34416,5298.6912,68631.03536,208726,363.5
"LAURUSLABS",7033,32907,39940,61681.49457,6628.76325,68310.25782,32738,1028.2
"ADANIENT",8745,38463,47208,61927.597656599995,6086.1470901,68013.7447467,119708,2259.9
"INFY",9858,55091,64949,61816.3212,5714.29996,67530.62116,245421,1563.5
"INDUSINDBK",10543,26805,37348,62957.53114,3262.294,66219.82514,94989,845.45
"BAJAJ-AUTO",8308,72197,80505,57156.737985,7361.12775,64517.865735,82788,9090
"IEX",9381,74987,84368,51634.931625,10413.903375,62048.835,36977,147
"SHRIRAMFIN",8106,20183,28289,57585.357225,3325.6791975,60911.0364225,90437,851.95
"ASHOKLEY",6721,40180,46901,53382.459,5962.7515,59345.2105,46938,160.4
"LT",7847,32479,40326,56193.3947575,2957.0876825,59150.48244,110973,4067
"HAL",7713,47489,55202,52801.48572,6109.76232,58911.24804,117430,4525
"BEL",9098,38924,48022,54211.9890675,4507.02876,58719.0178275,125857,417
"KAYNES",8766,84670,93436,47576.51624,8802.40184,56378.91808,68929,5360
"NATIONALUM",4946,17916,22862,49426.3275,4634.752125,54061.079625,30696,264.2
"INDIGO",5398,22874,28272,47351.85792,2989.39218,50341.2501,68683,5772.5
"TCS",7877,50625,58502,43505.9070425,3548.3096775,47054.21672,248267,3138
"ETERNAL",5784,23068,28852,42734.3522525,3082.2041,45816.5563525,156233,302.2
"BHEL",5251,23292,28543,40508.4673875,4206.3937125,44714.8611,46192,290.65
