"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",115372,77175424,77290796,1904834.8022470002,6097730.9204175,8002565.7226645,6877522,25320.65
"BANKNIFTY",28651,1977240,2005891,515582.719041,353892.895329,869475.61437,685927,59610.45
"VEDL",56435,307730,364165,460179.64334,73706.451015,533886.094355,143451,680
"HINDZINC",47712,262934,310646,385437.8858225,78376.42708,463814.3129025,109437,626
"MCX",18177,80999,99176,294033.6755625,42851.353125,336885.0286875,44304,2515
"ICICIBANK",30203,105720,135923,289981.86147,13718.67819,303700.53966,243267,1357
"DIXON",45770,347765,393535,240801.7224,57199.92515,298001.64755,118287,10435
"NATIONALUM",17949,61996,79945,261720.120375,32430.349125,294150.4695,33116,383
"IDEA",28940,92968,121908,226660.00473,26151.9663075,252811.9710375,132927,11.13
"HINDALCO",28077,79564,107641,190194.19811,14859.98773,205054.18584,91449,962.8
"BEL",24705,160781,185486,157963.055475,29603.39631,187566.451785,164344,449.25
"AXISBANK",19437,122189,141626,166841.544875,16866.575375,183708.12025,160655,1366.9
"SBIN",20082,110626,130708,162388.181025,17515.96845,179904.149475,153376,1077
"TATASTEEL",15223,67228,82451,162895.0037,16945.55885,179840.56255,73229,192.58
"BSE",14453,46705,61158,154276.5910125,16978.5757875,171255.1668,49683,2775.8
"MIDCPNIFTY",7202,249031,256233,115903.920912,51268.279764,167172.200676,120340,13400.05
"ITC",28799,200729,229528,149053.06576,16966.78208,166019.84784,242840,322.3
"HDFCBANK",30004,122427,152431,154512.107035,9690.790835,164202.89787,595207,929
"INFY",23280,87602,110882,152211.65792,8364.29836,160575.95628,202027,1642.7
"NESTLEIND",21426,119138,140564,141257.49685,17857.9482,159115.44505,49589,1332.5
"RELIANCE",19837,115060,134897,138517.87335,12439.82055,150957.6939,392599,1397
"MARUTI",17528,198873,216401,127705.75277,19070.57418,146776.32695,150315,14580
"CANBK",13123,43067,56190,131527.773675,10188.260325,141716.034,59289,147.25
"AUROPHARMA",18897,54250,73147,124764.429625,10423.223635,135187.65326,47100,1198.9
"M&M",18511,47306,65817,126139.10026,6623.74804,132762.8483,129201,3444.3
"PAYTM",12996,57014,70010,107096.3590275,12111.0113925,119207.37042,43395,1130
"BHARTIARTL",11524,27273,38797,107776.81334,3807.4983975,111584.3117375,142996,1968.8
"MUTHOOTFIN",9472,30590,40062,101779.511185,9302.60771,111082.118895,26695,3818
"RECLTD",20231,68532,88763,102428.55,8499.87264,110928.42264,97874,364.45
"ETERNAL",15109,47311,62420,100480.4053475,7864.0002475,108344.405595,166618,273.5
"HAL",12690,92897,105587,87725.59653,19135.111725,106860.708255,108872,4623
"INDUSTOWER",12226,32762,44988,92821.93732,7342.57302,100164.51034,66603,442.6
"BANKBARODA",10613,24767,35380,93560.8263525,5471.5076325,99032.333985,50251,300
"AMBUJACEM",15907,72004,87911,86957.505915,8951.49213,95908.998045,69949,509.5
"PFC",16449,33161,49610,80473.86373,4244.34361,84718.20734,74129,378.5
"JINDALSTEL",10843,27348,38191,76379.791125,5366.2411875,81746.0323125,28306,1125.2
"MANAPPURAM",8667,24287,32954,74747.4525,6785.4759,81532.9284,24739,284.5
"JSWSTEEL",9126,31660,40786,74998.59309,5287.56984,80286.16293,90541,1214.2
"TCS",13166,109796,122962,72158.430995,7547.5324575,79705.9634525,197546,3129
"DELHIVERY",8312,18866,27178,72702.818725,5960.33956,78663.158285,20049,426.35
"COALINDIA",11920,59007,70927,70613.42616,7248.62412,77862.05028,61513,440
"NTPC",13164,73205,86369,69636.16725,6699.1809,76335.34815,94117,354.1
"BAJFINANCE",9802,24457,34259,68725.2759,4047.691875,72772.967775,157188,930.85
"LT",9682,50622,60304,66640.3445925,5299.9299325,71940.274525,130858,3935
"SAIL",9507,17226,26733,67759.32613,3920.06085,71679.38698,53964,150.98
"NMDC",12196,29869,42065,66790.956375,4694.0472,71485.003575,66250,81
"CHOLAFIN",6561,14034,20595,67468.9396875,3732.8599375,71201.799625,31567,1628.8
"KOTAKBANK",8086,20041,28127,66332.56,2623.3464,68955.9064,124182,407.5
"VOLTAS",12431,44258,56689,61882.38675,5870.503425,67752.890175,42594,1323
"INDIGO",8932,36860,45792,62029.45596,5710.835475,67740.291435,93715,4605
"ONGC",10051,42049,52100,61072.029225,5633.587575,66705.6168,72109,268.06
"HCLTECH",10008,34646,44654,59526.23229,2883.5604,62409.79269,66486,1691.4
"RVNL",11224,41323,52547,52996.15035,7672.6005875,60668.7509375,82528,344
"BHEL",7591,46178,53769,52149.2097,7643.6385375,59792.8482375,58935,263
"DLF",10741,22408,33149,56418.5805975,3094.9638225,59513.54442,92318,635
"BAJAJ-AUTO",7360,50860,58220,52765.6671075,6593.6451975,59359.312305,66108,9584
"PNB",5597,12737,18334,56223.4376,3017.6272,59241.0648,44362,125.1
"IDFCFIRSTB",7065,16223,23288,55042.4606025,3139.3788125,58181.839415,50455,83.5
"SHRIRAMFIN",6186,24749,30935,52173.8650125,5674.786095,57848.6511075,66438,1020
"ASIANPAINT",8538,59660,68198,52097.200475,5705.7104,57802.910875,100266,2431
"HINDUNILVR",7419,28135,35554,52761.70812,3712.57761,56474.28573,65312,2365
"ABB",6597,57106,63703,45663.4398625,10024.8802875,55688.32015,35037,5551
"SAMMAANCAP",7915,19980,27895,51263.38955,4284.15278,55547.54233,40200,150.5
"ASHOKLEY",5309,15046,20355,51481.1075,3938.0625,55419.17,44952,197.5
"SWIGGY",12145,51553,63698,48660.48902,6727.09544,55387.58446,29206,314.9
"MAZDOCK",8530,53214,61744,43714.6116,11494.12626,55208.73786,41888,2573.9
"COLPAL",10714,34623,45337,50534.35497,3270.71142,53805.06639,36917,2108
"BDL",8782,29497,38279,47120.500385,6379.141125,53499.64151,30639,1537.5
"ULTRACEMCO",8006,20849,28855,50818.6653,1787.50387,52606.16917,67135,12710
"ADANIENT",7144,32567,39711,44776.75829609999,6447.7761246,51224.534420699994,103466,2020
"TITAN",6625,21436,28061,46082.22157,3143.495215,49225.716785,70382,3982.1
"KAYNES",12460,39665,52125,43388.18752,5763.02537,49151.21289,54298,3473
"UNIONBANK",5472,17914,23386,43886.865915,4243.02807,48129.893985,28071,180.02
"INDUSINDBK",7261,12508,19769,45600.50572,1925.79352,47526.29924,66685,892.5
"JIOFIN",6959,29086,36045,41749.17081,3665.98355,45415.15436,118765,254
"SOLARINDS",6240,13131,19371,41784.11439,2898.161995,44682.276385,25950,13443
"TRENT",10822,33971,44793,41143.52947,3456.87359,44600.40306,114190,3766
"WIPRO",6008,15555,21563,42723.9789,1702.5048,44426.4837,64078,236.45
"HUDCO",7447,27754,35201,39727.7594175,4616.176425,44343.9358425,27445,191.47
"PGEL",7364,23576,30940,38548.00826,5200.34256,43748.35082,20190,549
"SUNPHARMA",7362,28205,35567,41025.854065,2677.67024,43703.524305,84821,1595
"OIL",5723,14993,20716,40187.77028,3439.21578,43626.98606,19348,511
"GLENMARK",5349,14720,20069,40252.8898125,2957.877525,43210.7673375,37948,2026.1
"POWERGRID",8229,33521,41750,39922.39169,2991.39895,42913.79064,87589,255.95
"SBILIFE",5234,26379,31613,39274.3432875,2909.4868125,42183.8301,39158,2009.9
"POLYCAB",4621,10833,15454,40448.72705,1717.6786875,42166.4057375,36336,7006
"BRITANNIA",5235,29322,34557,38321.8283125,3819.9929375,42141.82125,34327,5851
"APOLLOHOSP",4185,33271,37456,36312.5300625,5683.0226875,41995.55275,44692,6950
"BLUESTARCO",6447,22801,29248,37438.0426875,4056.390975,41494.4336625,10890,1822
"HINDPETRO",4445,11616,16061,38748.176145,2400.447555,41148.6237,28107,425.95
"TATAPOWER",7235,22429,29664,38305.857995,2569.66477,40875.522765,69988,366.5
"ADANIPORTS",5669,16392,22061,38310.1005675,2509.541185,40819.6417525,71500,1417
"HEROMOTOCO",4512,17236,21748,37418.98236,2770.402245,40189.384605,37021,5530
"ABCAPITAL",3614,5193,8807,38242.50179,1373.28605,39615.78784,30019,340.6
"LAURUSLABS",4577,9996,14573,37798.319775,1638.020125,39436.3399,38724,966.1
"INDHOTEL",5522,11246,16768,37242.3474,1924.9277,39167.2751,39907,673.1
"TATACONSUM",5849,24351,30200,36463.25144,2698.373975,39161.625415,35301,1132
"CONCOR",5588,28227,33815,34849.3905,4093.753375,38943.143875,40460,502.85
"DABUR",5413,32380,37793,34673.60525,3625.1445,38298.74975,32053,506.55
"TVSMOTOR",5245,30218,35463,33866.10199,4255.7040925,38121.8060825,64994,3680
"GRASIM",5218,6164,11382,37006.539325,698.642875,37705.1822,73080,2816.1
"CUMMINSIND",4311,11181,15492,35174.21468,1946.26278,37120.47746,22135,4090
"UPL",3663,6540,10203,35217.0989095,1614.6712515000002,36831.770161,35987,702.1
"AMBER",5301,30144,35445,30614.08014,6144.77149,36758.85163,17936,5731
"AUBANK",3388,9572,12960,33423.114,1946.1693,35369.2833,29424,980
"INDIANB",3394,16449,19843,31013.0307,4227.7865,35240.8172,15110,912
"LUPIN",3513,14679,18192,32104.800645,2973.7338825,35078.5345275,21244,2147
"GODREJPROP",7380,16131,23511,31978.9327275,2538.135655,34517.0683825,70943,1576.1
"CDSL",4897,19070,23967,30966.6759975,3257.6066675,34224.282665,41783,1319.6
"TMPV",10726,57991,68717,30206.40384,3714.06408,33920.46792,162140,349.25
"FEDERALBNK",2188,9469,11657,31475.982,2223.072,33699.054,20237,287.6
"TECHM",2921,13192,16113,30635.508,2470.9713,33106.4793,40697,1735.2
"ANGELONE",4737,12622,17359,30333.113775,2109.345675,32442.45945,20553,2520
"RBLBANK",3223,8061,11284,30708.8016125,1404.3914,32113.1930125,34633,297.3
"VBL",5847,7488,13335,31002.8234625,1017.149175,32019.9726375,52915,466.9
"EICHERMOT",4169,22969,27138,29621.60434,2332.04549,31953.64983,47358,7129.5
"ADANIGREEN",5539,18737,24276,28527.94758,3351.8172,31879.76478,59664,851.3
"BPCL",4038,14032,18070,29114.7648725,2349.25697,31464.0218425,27526,364.5
"LTF",4602,10648,15250,29857.301325,1444.66425,31301.965575,35349,286
"EXIDEIND",4862,17967,22829,28338.71652,2474.05122,30812.76774,30440,322.1
"POWERINDIA",3091,6830,9921,28808.989895,1619.01565,30428.005545,8560,18852
"GAIL",5421,14204,19625,28518.609105,1503.91836,30022.527465,52404,167.05
"PERSISTENT",4566,13849,18415,27607.01437,1820.77281,29427.78718,31481,6030
"SBICARD",4452,13463,17915,26952.64056,1495.67904,28448.3196,37003,755.5
"POLICYBZR",4760,5762,10522,27208.26493,1114.00751,28322.27244,23218,1648.6
"BANKINDIA",3096,5219,8315,26707.9124,1400.62416,28108.53656,16211,164
"COFORGE",4117,8947,13064,25596.511575,1534.321725,27130.8333,46127,1653.3
"MOTHERSON",3659,6568,10227,25386.19755,1225.46376,26611.66131,35510,112.5
"MAXHEALTH",4923,11459,16382,24801.48972,1525.5458925,26327.0356125,44359,957.2
"BAJAJFINSV",5085,15779,20864,24805.1438,1094.1041,25899.2479,79529,1953.7
"HDFCLIFE",3039,12601,15640,24474.76515,1163.63621,25638.40136,40750,729.5
"KPITTECH",5351,18573,23924,23553.126255,2042.3846325,25595.5108875,21056,1047
"UNITDSPR",4320,15240,19560,23505.68272,1785.56776,25291.25048,37017,1363
"IRFC",4300,17859,22159,21916.47565,2917.003225,24833.478875,36403,120.14
"YESBANK",3532,9552,13084,23521.96874,1149.23519,24671.20393,50165,21.4
"NAUKRI",4948,5492,10440,23296.3161375,672.1315125,23968.44765,30033,1250
"HAVELLS",3639,4888,8527,23420.2308,481.57335,23901.80415,28208,1282
"SIEMENS",4022,13701,17723,21796.0322475,1941.5115125,23737.54376,23013,3088
"HDFCAMC",3005,5495,8500,22873.41345,765.09399,23638.50744,28996,2509
"LODHA",4869,13050,17919,21218.997735,1831.62366,23050.621395,31243,971.1
"BHARATFORG",3000,6277,9277,21574.241,1214.7095,22788.9505,19153,1445
"DRREDDY",2742,12521,15263,20954.45825,1498.0608125,22452.5190625,33778,1213.2
"PATANJALI",4816,3508,8324,21730.00104,529.78617,22259.78721,43808,500
"MARICO",2409,4366,6775,21135.69756,633.522,21769.21956,30136,730
"IOC",2617,6333,8950,20783.1336375,953.4871125,21736.62075,28806,162.8
"LICHSGFIN",3565,20395,23960,18797.5031,2760.733,21558.2361,42450,527
"LTIM",2221,8588,10809,19871.84418,1483.00536,21354.84954,21932,5970
"PIDILITIND",2871,2465,5336,20627.6012,332.04535,20959.64655,20870,1426.1
"SUZLON",4556,9272,13828,19570.0148675,1172.2834225,20742.29829,49663,47.68
"ADANIENSOL",3172,5864,9036,19353.2922675,1085.224365,20438.5166325,39475,894.1
"KEI",2819,3990,6809,19572.6712825,756.631505,20329.3027875,10912,3990.1
"TORNTPHARM",1964,2213,4177,19334.64815,366.50505,19701.1532,11748,3952.5
"DMART",3293,13090,16383,18239.02659,1303.4331,19542.45969,48488,3697.4
"PRESTIGE",2783,7286,10069,18093.16656,1289.43576,19382.60232,11665,1460
"GODREJCP",3100,5044,8144,18013.686,544.05915,18557.74515,21551,1155
"BANDHANBNK",3025,10551,13576,16875.7308,1681.64064,18557.37144,38853,154.45
"MPHASIS",2296,3809,6105,17436.90388,554.2235325,17991.1274125,20878,2755
"PNBHOUSING",3155,5096,8251,17030.14313,570.69545,17600.83858,29461,822.55
"CGPOWER",3245,10803,14048,16136.9882,1378.180395,17515.168595,33843,585.7
"JUBLFOOD",2699,4071,6770,16700.511375,598.39175,17298.903125,26045,498.25
"OBEROIRLTY",3207,3966,7173,16708.551475,581.876365,17290.42784,22088,1490
"IRCTC",2704,18388,21092,14589.4658,2694.1621875,17283.6279875,46025,623.1
"WAAREEENER",3234,7998,11232,15772.1576425,1228.3225675,17000.48021,19298,2792
"GMRAIRPORT",2419,4525,6944,15894.00504,736.7553,16630.76034,37518,93.99
"DIVISLAB",2607,8380,10987,15758.06464,760.24712,16518.31176,44244,6025.5
"SRF",2782,4546,7328,15684.57228,548.32286,16232.89514,23639,2806.1
"ASTRAL",2463,3869,6332,15418.0776225,524.766795,15942.8444175,21415,1468
"PAGEIND",3156,6004,9160,15256.561441500002,557.215647,15813.777088499999,23581,32805
"TORNTPOWER",2654,2639,5293,15373.2790525,373.8039475,15747.083,9742,1388
"BIOCON",1608,4267,5875,14737.01175,825.57975,15562.5915,23184,367.05
"CIPLA",2843,14060,16903,14168.6296875,1029.665775,15198.2954625,59960,1325
"NBCC",2186,4845,7031,14073.52375,1041.46705,15114.9908,20576,99.04
"PIIND",2593,4037,6630,14313.195155,580.094725,14893.28988,21751,3171
"APLAPOLLO",1976,3615,5591,14237.18856,546.23065,14783.41921,31752,2045
"SONACOMS",2288,4075,6363,13849.6203125,711.9992775,14561.61959,13878,493
"SUPREMEIND",2340,1503,3843,14342.94897,196.1490475,14539.0980175,13194,3495.8
"JSWENERGY",2858,7645,10503,13100.7268,863.9195,13964.6463,48113,458
"MFSL",2008,2695,4703,12958.89412,370.88864,13329.78276,25283,1609.3
"ICICIPRULI",2187,2952,5139,12845.57786,328.1510575,13173.7289175,18055,633.5
"NYKAA",1610,3137,4747,11966.14125,676.1615625,12642.3028125,16887,236.75
"FINNIFTY",473,24023,24496,7800.557376000001,4683.607554,12484.16493,7731,27330.85
"IREDA",2622,5734,8356,11762.02221,720.521115,12482.543325,29866,132.27
"BOSCHLTD",1279,2943,4222,11611.29079,451.8264825,12063.1172725,11080,36500
"KALYANKJIL",2412,10633,13045,10311.182185,1647.5174375,11958.6996225,48941,360.5
"TIINDIA",2444,3918,6362,11405.32096,545.61698,11950.93794,22806,2330
"ALKEM",1638,3006,4644,11606.231225,246.1421375,11852.3733625,11199,5689
"FORTIS",1689,2871,4560,11183.7857575,439.8350525,11623.62081,17552,851.05
"PREMIERENE",2646,2707,5353,11027.9064275,408.7151175,11436.621545,13664,720.05
"OFSS",1815,6318,8133,10577.1611925,811.739865,11388.9010575,22306,7741
"UNOMINDA",1613,4552,6165,10402.565965,842.7089,11245.274865,10890,1183
"IEX",2027,11052,13079,9562.986,1303.27425,10866.26025,42617,126.7
"DALBHARAT",1534,5449,6983,10284.6584425,560.91178,10845.5702225,15524,2069.9
"SYNGENE",2083,6254,8337,9913.8871,607.6641,10521.5512,19266,474
"SHREECEM",1520,1735,3255,10266.5439925,240.6842525,10507.228245,13318,26955
"TATAELXSI",1846,6583,8429,9806.69173,633.3944,10440.08613,22125,5325
"LICI",1715,3460,5175,9888.45571,376.00619,10264.4619,23344,826.05
"CROMPTON",2398,4310,6708,9582.08976,471.10914,10053.1989,39657,221.75
"MANKIND",2005,3768,5773,9537.827265,435.0147525,9972.8420175,12456,2125
"PPLPHARMA",2292,5937,8229,9261.8106,515.5954125,9777.4060125,13837,154.69
"INOXWIND",2424,3264,5688,9346.43996,411.590465,9758.030425,33338,108.02
"NHPC",1664,5024,6688,8278.24576,669.808,8948.05376,17876,78.21
"KFINTECH",1734,1171,2905,8563.3717,178.28125,8741.65295,13520,1012.9
"ZYDUSLIFE",1034,2411,3445,8295.43878,354.6621,8650.10088,13788,884
"CAMS",1479,2882,4361,7773.0723,362.012475,8135.084775,14783,695
"PETRONET",1381,3542,4923,7657.1216,415.99607,8073.11767,32171,289.4
"PHOENIXLTD",1291,2495,3786,7622.25863,360.103765,7982.362395,14671,1665
"360ONE",1342,1131,2473,7666.6217,168.6396,7835.2613,6386,1129.1
"TATATECH",1416,1989,3405,7355.224,175.808,7531.032,18234,646.95
"ICICIGI",1238,1456,2694,7330.864905,179.40377,7510.268675,19448,1809.1
"NUVAMA",941,4013,4954,6323.5428,410.78525,6734.32805,8156,1345
"NIFTYNXT50",385,318,703,6540.6799,75.7492675,6616.4291675,1101,67839.85
"BAJAJHLDNG",689,3418,4107,3729.82123,378.53577,4108.357,5732,10789
