"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",80592,59090342,59170934,1375411.5247079998,2597866.655124,3973278.1798320003,6025496,26129.6
"BANKNIFTY",31133,1986377,2017510,559135.776111,253702.61624099998,812838.392352,710511,59581.85
"IDEA",75728,175084,250812,627776.53254,61054.11654,688830.64908,146804,10.67
"INDUSTOWER",32817,123533,156350,237099.48467,20631.87048,257731.35515,72817,421
"RELIANCE",22737,167275,190012,178627.1184,16416.63145,195043.74985,278940,1569
"JSWSTEEL",21261,106395,127656,167403.572235,17181.619425,184585.19166,97860,1165.9
"SAIL",23348,83903,107251,161956.65469,17348.28844,179304.94313,62962,147.1
"MIDCPNIFTY",7740,224666,232406,128437.8696,36123.377496,164561.247096,79840,13777.25
"TATASTEEL",14557,90044,104601,144937.9624,16640.30335,161578.26575,78990,179.93
"DIXON",22388,170075,192463,135271.916945,25389.32636,160661.243305,128569,12061
"ICICIBANK",13870,59185,73055,131216.92234,6949.64781,138166.57015,231115,1343
"AXISBANK",15339,66190,81529,121632.7549375,7535.6574375,129168.412375,153521,1268.7
"INFY",18857,56826,75683,122632.78588,5482.04292,128114.8288,224866,1617.9
"KOTAKBANK",13918,44204,58122,122027.0524,5258.18176,127285.23416,114478,2203
"MCX",7160,66184,73344,100176.3796375,20639.3222,120815.7018375,45596,11125
"HDFCBANK",20720,97942,118662,113693.73202,6599.644865,120293.376885,465104,992.9
"SHRIRAMFIN",13085,53800,66885,107459.055165,10712.460495,118171.51566,85022,996.8
"BAJFINANCE",14427,56960,71387,107230.970625,7946.342925,115177.31355,166841,986.5
"CANBK",9890,37091,46981,104047.73055,9089.311725,113137.042275,37715,154.8
"HINDZINC",12329,62677,75006,93412.5226125,14741.989325,108154.5119375,75369,612.3
"VEDL",13328,47120,60448,93079.33825,8043.990905,101123.329155,129403,602.4
"SBIN",12456,83070,95526,92106.6867,7249.801725,99356.488425,143019,982.4
"BHARTIARTL",8743,57352,66095,87962.65479,5850.0974825,93812.7522725,121990,2107
"INDUSINDBK",14157,48915,63072,85412.8765,6159.38533,91572.26183,86715,865.5
"TCS",14731,95183,109914,83320.651365,7467.8138675,90788.4652325,189589,3210
"TITAN",10968,78143,89111,77943.74504,9332.840055,87276.585095,84679,4048
"JINDALSTEL",11195,50777,61972,74278.5685625,7734.239375,82012.8079375,32345,1050
"BHEL",9565,34575,44140,72588.8176125,6615.53235,79204.3499625,41784,288
"HINDPETRO",6917,41009,47926,68966.6470875,9396.4736475,78363.120735,27014,499.5
"PNB",7327,23898,31225,73172.2408,4534.0536,77706.2944,42970,123.7
"M&M",9362,51314,60676,69393.66212,6033.24662,75426.90874,109535,3716
"NATIONALUM",5512,31613,37125,65494.029,8959.26075,74453.28975,29105,314.65
"BANKBARODA",7993,27926,35919,69721.5861225,4172.7397725,73894.325895,42022,295.9
"LTF",9364,37848,47212,66007.332675,6997.65165,73004.984325,32387,316
"SAMMAANCAP",10491,28695,39186,66418.30052,5037.54933,71455.84985,31843,145.67
"BSE",5910,39877,45787,58773.781275,10369.3110375,69143.0923125,59497,2637.2
"UPL",5720,29011,34731,61922.9600325,6339.5803705,68262.540403,41358,793.05
"TMPV",20177,83198,103375,59339.11168,5478.06656,64817.17824,177905,367.4
"ABCAPITAL",5160,17245,22405,57314.03504,3809.2335,61123.26854,32178,355.6
"ETERNAL",8429,27969,36398,57172.313615,3914.3804375,61086.6940525,143128,278.05
"BAJAJ-AUTO",7572,63839,71411,53424.1306125,7303.3431375,60727.47375,61494,9350
"HINDALCO",8610,49051,57661,53607.64514,6056.40077,59664.04591,120803,886
"MARUTI",6335,59220,65555,53194.19277,6064.326785,59258.519555,84238,16688
"IOC",6736,25226,31962,54744.3151125,3346.653375,58090.9684875,31447,166.34
"BEL",9153,52379,61532,52380.8700525,5438.2618425,57819.131895,134320,399.2
"HEROMOTOCO",5720,40182,45902,49454.72883,5837.770605,55292.499435,54883,5762
"NMDC",9003,23398,32401,50985.24345,2793.6657,53778.90915,74825,83
"LT",7057,32106,39163,50581.5783725,3024.0464975,53605.62487,99756,4083
"BPCL",6401,30933,37334,48268.8726125,4980.53604,53249.4086525,21586,383.45
"RECLTD",9647,44182,53829,48682.76574,4126.04864,52808.81438,99263,357.5
"COFORGE",7649,31323,38972,47866.9360875,4583.8346625,52450.77075,84334,1664.9
"INDIGO",6187,45203,51390,46935.36774,5130.44856,52065.8163,100644,5060
"ADANIENT",6371,26034,32405,44195.2110879,3672.4881441,47867.699232,104308,2239
"EICHERMOT",6055,35164,41219,44160.00292,3698.4319,47858.43482,46496,7314
"RBLBANK",4568,11824,16392,45691.4107125,2006.124385,47697.5350975,29924,316.15
"COALINDIA",8108,40024,48132,44042.0841,3366.40995,47408.49405,78720,399.45
"LAURUSLABS",4584,17217,21801,43181.10296,3744.528885,46925.631845,27700,1109.9
"BHARATFORG",5628,31631,37259,41547.6344,4944.1454,46491.7798,24568,1470
"IDFCFIRSTB",5389,14264,19653,42972.408745,2007.1554475,44979.5641925,48057,85.5
"TRENT",9434,51029,60463,40395.04062,4421.86976,44816.91038,124368,4276
"HINDUNILVR",5968,29687,35655,41597.11623,2770.9398,44368.05603,63677,2317
"HAL",5917,34216,40133,39157.298145,3936.216765,43093.51491,102936,4386
"WIPRO",5131,21377,26508,40166.8095,2314.6773,42481.4868,48494,264
"ONGC",7409,32755,40164,40037.8851,2381.563125,42419.448225,68800,240.46
"DABUR",6191,29961,36152,39285.6395,3047.865375,42333.504875,28063,502.35
"FEDERALBNK",2981,9927,12908,39901.484,2212.207,42113.691,17442,267
"ASHOKLEY",4357,17966,22323,38433.04,3104.456,41537.496,46509,179
"MUTHOOTFIN",3556,20980,24536,37447.32838,3936.2192925,41383.5476725,22952,3809.6
"ITC",5924,39548,45472,38356.05552,2489.01216,40845.06768,150365,402.7
"INDIANB",4424,20158,24582,36816.1592,3891.6991,40707.8583,15640,836.8
"JIOFIN",5508,17425,22933,38455.94567,1863.624965,40319.570635,96793,295
"RVNL",6191,41443,47634,33447.11679,6200.4000525,39647.5168425,64460,357.2
"PFC",7526,33224,40750,35011.91681,2886.53274,37898.44955,95886,355.05
"UNIONBANK",5162,12205,17367,35381.534475,1791.1749525,37172.7094275,24934,153.8
"VBL",6363,13680,20043,35112.2461875,1680.2107875,36792.456975,57958,490
"AUBANK",3486,8791,12277,34947.7597,1831.9525,36779.7122,26942,996.4
"SBICARD",4979,12919,17898,34313.61576,1384.5268,35698.14256,27630,862
"ASIANPAINT",4758,28170,32928,33118.255775,2273.84905,35392.104825,73054,2770.2
"DLF",5643,18570,24213,32171.4611625,2065.4756925,34236.936855,79149,689
"GMRAIRPORT",4345,13677,18022,31721.305365,2150.5536225,33871.8589875,40758,104.2
"TVSMOTOR",4736,20601,25337,30719.72575,2691.235925,33410.961675,54504,3720
"GRASIM",4247,9850,14097,30283.9696,886.621925,31170.591525,69753,2833
"NTPC",5657,37062,42719,28071.7191,2330.6367,30402.3558,81599,329.9
"TECHM",2981,11625,14606,28706.62218,1647.69078,30354.31296,40002,1591
"POLICYBZR",4237,14189,18426,27267.18771,2035.41044,29302.59815,21640,1830
"YESBANK",4155,9605,13760,28103.83222,1118.36222,29222.19444,48938,21.62
"PATANJALI",5747,9364,15111,28105.28028,956.41857,29061.69885,47519,545.25
"CHOLAFIN",2597,7919,10516,27747.13775,1301.968125,29049.105875,29839,1700.1
"BAJAJFINSV",5347,23478,28825,27221.48985,1821.400175,29042.890025,91172,2038
"DMART",4819,13547,18366,27439.002495,1332.857595,28771.86009,46193,3776
"AUROPHARMA",4192,8967,13159,27486.388545,1063.861975,28550.25052,47317,1187.4
"ANGELONE",4387,19643,24030,25764.7937,2731.9425,28496.7362,28669,2335.1
"UNITDSPR",4668,14776,19444,26879.12248,1455.3382,28334.46068,40171,1444.8
"POLYCAB",2749,11324,14073,26324.1528375,1614.16,27938.3128375,25286,7596
"PETRONET",4918,17693,22611,26560.3451,1204.41266,27764.75776,39170,284
"IRFC",4573,21533,26106,24480.433925,3098.599775,27579.0337,38851,124.75
"HUDCO",4083,9252,13335,25962.3480525,1534.120455,27496.4685075,23021,227.5
"KAYNES",5815,36359,42174,23425.61288,4050.35077,27475.96365,55461,4009
"PAYTM",2679,8701,11380,25447.8828,1732.4239675,27180.3067675,30726,1297
"INDHOTEL",3491,8291,11782,25879.3421,844.3416,26723.6837,33887,737.45
"PERSISTENT",3999,11367,15366,25088.65088,1617.1346,26705.78548,29974,6257
"JUBLFOOD",3567,8622,12189,24885.11475,1214.31725,26099.432,29395,558.25
"MANAPPURAM",2643,5925,8568,24573.1794,1240.7028,25813.8822,18804,308.95
"ADANIPORTS",3392,19285,22677,23819.6124375,1896.5562975,25716.168735,70266,1469.7
"TATAPOWER",4281,18364,22645,23682.745745,1494.908675,25177.65442,66894,379.4
"MAZDOCK",4138,29344,33482,20773.49304,3632.29214,24405.78518,52550,2490
"CDSL",3180,12968,16148,21960.579335,1744.116495,23704.69583,40223,1445.7
"CONCOR",3262,13366,16628,21526.41375,2072.016625,23598.430375,44055,525.15
"CUMMINSIND",2482,9040,11522,22106.30628,1476.39048,23582.69676,20666,4427.2
"DIVISLAB",3435,13384,16819,22128.45528,1341.32923,23469.78451,40454,6398
"SOLARINDS",3440,20080,23520,21207.11834,2208.65197,23415.77031,35759,12264
"ASTRAL",3786,9813,13599,22306.1311625,979.05924,23285.1904025,26261,1391.5
"HCLTECH",3742,15860,19602,21205.280915,1397.524625,22602.80554,59456,1620.1
"IIFL",2060,6279,8339,20685.9741,1689.36075,22375.33485,11671,610.05
"POWERGRID",4243,14653,18896,21354.99585,969.31901,22324.31486,65716,264.2
"SBILIFE",2715,12684,15399,20716.7506875,1416.3204,22133.0710875,27608,2031.5
"ULTRACEMCO",3549,12601,16150,20983.156795,899.1153,21882.272095,71654,11792
"SUZLON",4270,12292,16562,20453.0984825,1221.7999875,21674.89847,49714,52.7
"NESTLEIND",3235,8742,11977,20886.8496,760.1088,21646.9584,38088,1287
"GODREJPROP",3707,9098,12805,20551.0752425,1056.12639,21607.2016325,42975,2006
"INOXWIND",4735,6142,10877,20950.3748025,646.8015125,21597.176315,33885,123.46
"BANKINDIA",2755,4568,7323,20702.04916,751.75412,21453.80328,13681,144.4
"GLENMARK",2642,7861,10503,20255.836425,1152.2116125,21408.0480375,41270,2036.4
"LUPIN",2296,5583,7879,20597.8528425,721.000855,21318.8536975,20936,2108
"APOLLOHOSP",2162,16576,18738,19078.9267,1793.42065,20872.34735,36178,7039
"MFSL",2985,3189,6174,20001.2264,421.16504,20422.39144,23116,1676.2
"PGEL",3443,9931,13374,18875.44493,1337.05508,20212.50001,16362,576.55
"NYKAA",2304,6017,8321,19029.673125,1132.840625,20162.51375,19579,265.2
"MOTHERSON",2579,6401,8980,19133.64384,952.69527,20086.33911,33043,119.99
"APLAPOLLO",2846,4932,7778,19154.22677,654.476375,19808.703145,28407,1913
"HDFCAMC",2303,8261,10564,18533.86878,1206.06894,19739.93772,25595,2675
"TATACONSUM",2886,7901,10787,18923.880415,717.859615,19641.74003,27129,1190.1
"PIDILITIND",2548,5395,7943,18879.3066,585.1164,19464.423,17736,1482.1
"HDFCLIFE",2186,9952,12138,18128.41404,1295.43931,19423.85335,40251,749.05
"MAXHEALTH",3360,7545,10905,18541.955355,752.29476,19294.250115,49205,1045.1
"JSWENERGY",3796,8493,12289,18326.4474,895.6523,19222.0997,52899,482.8
"LICHSGFIN",3379,9123,12502,18249.2238,753.9527,19003.1765,45733,538.15
"SUNPHARMA",2865,18924,21789,17356.32101,1278.673375,18634.994385,66945,1720
"SUPREMEIND",2781,15109,17890,16359.0793625,1980.4731625,18339.552525,14722,3366.7
"CROMPTON",3787,11480,15267,17176.76064,941.47308,18118.23372,42390,252
"SRF",2740,10011,12751,16968.82332,1049.87992,18018.70324,24542,3067.7
"AMBUJACEM",2910,9276,12186,17056.693605,842.13108,17898.824685,66793,556.5
"CIPLA",3006,12115,15121,17005.633875,873.5355,17879.169375,45095,1508.1
"SWIGGY",3394,3186,6580,17319.80068,400.68067,17720.48135,3342,386.2
"LTIM",1838,5265,7103,16749.97485,843.990915,17593.965765,18947,6060
"OIL",2629,15730,18359,15688.68602,1793.55176,17482.23778,12664,425
"GAIL",2995,10188,13183,16322.979645,928.568025,17251.54767,41965,172
"ICICIPRULI",2622,6120,8742,16175.372325,863.8080125,17039.1803375,21784,667.25
"IRCTC",2507,18813,21320,15134.189875,1882.07285,17016.262725,50552,685.15
"COLPAL",3424,7178,10602,16052.0398425,530.561835,16582.6016775,40185,2077.1
"BIOCON",1558,6914,8472,15336.9745,1148.674,16485.6485,25281,393.4
"AMBER",2395,9565,11960,15183.76428,1276.87673,16460.64101,14715,6379.5
"GODREJCP",2543,4940,7483,15646.76835,640.6544,16287.42275,22112,1225
"MARICO",1740,3829,5569,15686.9754,525.96648,16212.94188,30680,750.7
"WAAREEENER",2905,8546,11451,15225.3272325,954.211685,16179.5389175,3413,2962
"BANDHANBNK",2852,6152,9004,15089.99184,738.7758,15828.76764,45280,145.79
"CGPOWER",2703,6764,9467,14927.431995,736.98264,15664.414635,23003,647.35
"KEI",1843,6450,8293,14399.54831,1264.5918775,15664.1401875,7636,4451.7
"IREDA",2919,9029,11948,14162.97036,1165.42449,15328.39485,24761,139.71
"ADANIGREEN",2313,7544,9857,14178.6,972.62178,15151.22178,53439,1015
"ADANIENSOL",1990,4959,6949,13800.19896,739.34559,14539.54455,30165,1027
"BDL",2476,11901,14377,12817.766465,1375.70846,14193.474925,29319,1465
"DRREDDY",1685,6791,8476,13384.51675,673.2905625,14057.8073125,25644,1273
"PNBHOUSING",2173,3411,5584,13478.376795,521.91698,14000.293775,29621,951
"BRITANNIA",1741,5043,6784,13232.081625,456.615325,13688.69695,26268,6027
"IEX",2330,8562,10892,11804.76,1174.957125,12979.717125,30388,134.16
"NBCC",1448,3770,5218,11564.7298,659.2807,12224.0105,23509,121.7
"VOLTAS",2265,9001,11266,11474.9283,679.5217125,12154.4500125,36156,1361.5
"PREMIERENE",2241,3887,6128,10990.0021975,424.5379675,11414.540165,2306,842
"TORNTPHARM",1170,1283,2453,11217.892225,156.499175,11374.3914,9634,3846.6
"SIEMENS",1833,13287,15120,9874.76154,1346.1579775,11220.9195175,21168,3074.8
"MPHASIS",1395,3050,4445,10764.3592375,434.769005,11199.1282425,23888,2788.9
"HAVELLS",1442,3589,5031,10307.61615,560.8101,10868.42625,20579,1421.4
"ZYDUSLIFE",1265,3375,4640,10422.64161,405.33354,10827.97515,16436,914
"TATAELXSI",1882,8562,10444,9904.4336,832.03037,10736.46397,23124,5210
"NHPC",1994,7390,9384,10144.2784,576.62848,10720.90688,16738,79.2
"BOSCHLTD",1092,5277,6369,9880.9371175,707.8872725,10588.82439,9743,36095
"MANKIND",2079,3160,5239,10284.49215,298.866915,10583.359065,11957,2190.9
"EXIDEIND",1516,5086,6602,9910.16694,514.19214,10424.35908,25627,362.3
"DALBHARAT",1436,1453,2889,10033.20539,172.3733375,10205.5787275,11559,2138.4
"KALYANKJIL",1667,4291,5958,9579.8735825,573.0140125,10152.887595,34899,484.7
"FINNIFTY",455,15607,16062,7561.495607999999,2442.72471,10004.220318,4744,27613.3
"LICI",1577,7082,8659,9492.05908,448.87031,9940.92939,23839,855.1
"BAJAJHLDNG",1626,3405,5031,9283.01743,524.15707,9807.1745,1721,11305
"SHREECEM",1448,1545,2993,9620.37583,134.07468,9754.45051,12859,26635
"ABB",1393,4319,5712,9053.5181125,532.7245625,9586.242675,24163,5167.5
"NAUKRI",1814,5331,7145,9142.1956875,371.2815,9513.4771875,27429,1334
"TIINDIA",1733,3817,5550,9072.17776,427.30746,9499.48522,20979,2612.8
"CAMS",1612,3234,4846,9006.17805,363.697125,9369.875175,15831,741
"TORNTPOWER",1628,2885,4513,9037.185805,317.82129,9355.007095,8231,1305.5
"PRESTIGE",1251,1837,3088,8988.92037,241.55469,9230.47506,11028,1597.5
"BLUESTARCO",1601,2294,3895,8963.14601,261.3212875,9224.4672975,8106,1729.5
"OFSS",1472,6595,8067,8516.15319,667.74327,9183.89646,24900,7698
"PIIND",1568,2201,3769,8896.1852525,208.46798,9104.6532325,15837,3235
"FORTIS",1289,1580,2869,8875.76159,190.5200325,9066.2816225,18169,884.75
