"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",241615,192469218,192710833,3947773.4815675,10543679.9034125,14491453.38498,9721999,24825.45
"BANKNIFTY",67930,3684452,3752382,1208904.6919739998,571437.273198,1780341.9651720002,788656,58417.2
"MCX",34472,178912,213384,476265.823625,96761.4215625,573027.2451875,56572,2226
"BEL",70990,506333,577323,443353.8792525,88654.5249225,532008.404175,189362,421.95
"BSE",47432,140129,187561,461326.9407,47936.6883,509263.629,61085,2570
"VEDL",43298,286407,329705,322971.154875,75428.929295,398400.08417,150003,654
"HINDZINC",40508,254737,295245,282368.160235,70439.9008775,352808.0611125,124860,567.75
"SBIN",40239,228590,268829,315759.866625,33251.68215,349011.548775,163413,1020
"HAL",36849,294469,331318,248333.10078,55746.27708,304079.37786,122804,4370
"RELIANCE",39384,314669,354053,271762.5819,29740.50795,301503.08985,422274,1342.8
"MIDCPNIFTY",11857,361711,373568,187137.779412,70803.257088,257941.0365,128217,13020.25
"HDFCBANK",47408,172915,220323,243350.80968,12564.4563,255915.26598,608535,918.05
"DIXON",37377,269689,307066,196870.53336,40081.98475,236952.51811,129051,10158
"NATIONALUM",14410,79343,93753,188637.66825,39257.083875,227894.752125,38380,353.3
"ICICIBANK",22577,78804,101381,214063.37428,9325.81503,223389.18931,252274,1334
"PAYTM",22933,109423,132356,193851.4743275,24297.9328225,218149.40715,42384,1165.2
"TCS",35136,253193,288329,196608.627425,20710.0922175,217318.7196425,208643,3178.2
"INFY",25944,156860,182804,170677.137,14910.43536,185587.57236,208346,1642
"LT",21855,170039,191894,150210.2382375,17529.9134675,167740.151705,140922,3800
"HINDALCO",22221,98997,121218,142437.12427,18747.46734,161184.59161,96204,907
"PFC",28329,109434,137763,142259.83824,16792.68656,159052.5248,81742,380.6
"AXISBANK",16854,108177,125031,143032.0993125,11901.6615625,154933.760875,168984,1344.2
"ITC",27460,201801,229261,139018.83696,14341.55584,153360.3928,259154,308.15
"BANKBARODA",16493,52187,68680,138932.3400075,9029.52414,147961.8641475,57691,278.75
