"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",141751,62154169,62295920,2617172.1950815,2376249.8414505,4993422.036532,7023935,26042.3
"BANKNIFTY",32397,7665479,7697876,630946.4788765,353301.8200825,984248.2989589999,1451849,59011.35
"HDFCBANK",152345,185648,337993,834028.819855,5431.430455,839460.25031,520926,992
"ICICIBANK",63477,81115,144592,603832.25259,4255.53555,608087.78814,262100,1351
"RELIANCE",72066,166853,238919,563422.6361,6533.092,569955.7281,345338,1560
"VEDL",72457,161137,233594,502614.98006,11352.311365,513967.291425,197715,601
"INFY",76153,160081,236234,506007.65608,5329.43776,511337.09384,354557,1657
"KOTAKBANK",54489,50221,104710,472950.79128,2127.51896,475078.31024,140643,2161.7
"BHARTIARTL",46671,80979,127650,469232.27165,2899.014965,472131.286615,154795,2106
"BAJFINANCE",56262,92639,148901,424225.857975,5840.1873,430066.045275,181880,998.5
"ETERNAL",59633,61084,120717,410181.46045,4355.6368325,414537.0972825,177656,281.85
"MIDCPNIFTY",16810,1468945,1485755,301286.694012,85199.127968,386485.82198,235455,13722.85
"IDEA",44125,27795,71920,378981.0276525,6731.74422,385712.7718725,155169,11.94
"RVNL",57381,416257,473638,315690.0278075,46919.6618525,362609.68966,77399,387.25
"SHRIRAMFIN",44243,123756,167999,351960.470235,8878.524435,360838.99467,128378,960.4
"INDIGO",45637,204356,249993,347533.99644,10109.230095,357643.226535,220028,5066
"TCS",59945,179438,239383,345158.22845,5702.00106,350860.22951,242996,3276.8
"SBIN",47042,146733,193775,342563.0976,5075.722125,347638.819725,197623,966.5
"JSWSTEEL",45286,43239,88525,334434.17214,1704.7384875,336138.9106275,114217,1094.3
"MCX",21264,348302,369566,292456.6825125,32557.971975,325014.6544875,77354,11050
"MARUTI",36608,159876,196484,304961.74301,4386.870615,309348.613625,127799,16590
"DIXON",41897,529000,570897,261835.909565,32301.560485,294137.47005,200237,12280
"AXISBANK",36206,51691,87897,278182.1746875,2116.1991875,280298.373875,187557,1229
"GRASIM",39227,15461,54688,278285.330475,631.87215,278917.202625,81755,2821
"M&M",37680,36036,73716,273734.10524,1433.27642,275167.38166,132401,3627
"COFORGE",38163,222861,261024,242719.554375,20655.917025,263375.4714,107631,1674
"HINDALCO",42064,83853,125917,256430.65672,4771.37255,261202.02927,152417,873
"TITAN",34732,348547,383279,242213.660955,14590.283645,256803.9446,106198,3994
"HINDZINC",28988,248066,277054,227103.15033,26484.7505125,253587.9008425,115384,637.1
"ASIANPAINT",36313,65720,102033,251199.92795,2268.457675,253468.385625,104147,2746.6
"BEL",41328,200349,241677,238007.44725,9259.456485,247266.903735,172627,398.3
"LT",34186,56593,90779,242462.794595,2049.807515,244512.60211,129842,4051
"ABCAPITAL",21873,15654,37527,236110.57248,1834.43337,237945.00585,41414,347.65
"ITC",35237,43937,79174,229028.06048,1814.02768,230842.08816,171823,404.9
"BAJAJFINSV",44621,48123,92744,225865.78845,1844.724525,227710.512975,110752,2020
"INDUSINDBK",35992,62050,98042,215362.08043,3382.00548,218744.08591,99326,848
"JIOFIN",29877,49080,78957,210103.278675,3935.37909,214038.657765,121588,297.2
"HEROMOTOCO",24695,75541,100236,210405.16974,2947.83861,213353.00835,81005,5645
"BAJAJ-AUTO",30301,59622,89923,207468.993015,2186.1462375,209655.1392525,78686,9067
"TRENT",45820,290463,336283,197428.2411,8103.28664,205531.52774,163635,4280
"TATASTEEL",21643,46378,68021,201672.26475,3771.03815,205443.3029,91648,169.05
"WIPRO",25151,27197,52348,200913.8127,1447.9515,202361.7642,69462,266.25
"INDUSTOWER",27682,28173,55855,199197.45138,1727.02813,200924.47951,76289,420.5
"IRCTC",29428,229091,258519,181431.2765125,17996.8763625,199428.152875,57842,706.5
"HINDUNILVR",28295,37588,65883,194367.83919,1574.50362,195942.34281,77631,2288
"ADANIENT",27060,76337,103397,187289.948133,5045.4417645,192335.3898975,152202,2231
"AUBANK",19126,13266,32392,187405.3174,1081.492,188486.8094,37278,974.05
"TMPV",64467,166561,231028,184461.99408,3347.02872,187809.0228,244949,360.05
"UPL",17436,11532,28968,183964.642449,1153.0642145,185117.7066635,43146,772.15
"IRFC",27975,286888,314863,155904.101925,27686.056775,183590.1587,46362,133.6
"ULTRACEMCO",30464,70700,101164,180484.294545,2420.432125,182904.72667,92038,11778
"HAL",25781,144095,169876,172351.15449,7603.641165,179954.795655,146073,4412.9
"TVSMOTOR",27515,24363,51878,176130.422545,982.532985,177112.95553,66702,3630.1
"ADANIPORTS",24660,36643,61303,175266.78117,1596.8388975,176863.6200675,81857,1487.1
"BSE",16349,122935,139284,163716.33375,11621.0989875,175337.4327375,92822,2651
"HDFCLIFE",21035,14616,35651,174362.86131,710.78898,175073.65029,48837,748.1
"ASHOKLEY",19716,30440,50156,170734.776,2335.6165,173070.3925,60434,174.5
"IDFCFIRSTB",21228,17798,39026,167905.2016425,1330.02387,169235.2255125,61332,85.1
"NATIONALUM",13646,86025,99671,155929.41675,11489.022,167418.43875,39913,305.6
"GLENMARK",21995,23545,45540,166276.193175,802.3023,167078.495475,55089,2017.6
"CHOLAFIN",15260,65089,80349,163042.486125,3747.41375,166789.899875,68268,1699.9
"FEDERALBNK",12182,16451,28633,160211.866,1652.68,161864.546,30855,261.3
"RECLTD",32829,87982,120811,157302.0243,4188.31465,161490.33895,125081,357.2
"EICHERMOT",16438,55449,71887,156996.36934,3897.974305,160894.343645,56426,7330
"DLF",27119,27278,54397,155828.6402475,1780.2392025,157608.87945,102309,695.1
"CANBK",15226,26690,41916,154475.76015,2631.05415,157106.8143,49998,149.97
"AMBUJACEM",26009,25796,51805,151632.593385,1858.2942,153490.887585,76904,554.45
"TECHM",15604,18246,33850,151899.3108,1057.03128,152956.34208,57404,1612.5
"HCLTECH",26061,31154,57215,151337.417245,1284.00125,152621.418495,82854,1661.2
"NTPC",30434,36991,67425,148456.6206,2784.01155,151240.63215,101592,324.25
"JSWENERGY",30938,14129,45067,149627.8499,1048.9324,150676.7823,67817,478.35
"NMDC",26038,53557,79595,145584.959175,4262.554125,149847.5133,86099,82.54
"VBL",28517,54428,82945,147713.7438125,2081.8645675,149795.60838,75274,483.4
"RBLBANK",14943,6565,21508,144675.2885,597.2298825,145272.5183825,36572,303
"CONCOR",21590,55388,76978,140185.989,4737.707,144923.696,53905,519.55
"MARICO",16163,13856,30019,143859.786,796.44528,144656.23128,35071,743.5
"SBICARD",20552,16804,37356,141588.89744,970.01792,142558.91536,37934,865
"PAYTM",14619,22604,37223,141014.0828925,1346.012525,142360.0954175,41968,1317.9
"SAIL",22649,12332,34981,140970.6391,878.90611,141849.54521,57871,132.34
"BHEL",18049,60601,78650,134915.0966625,4623.2899125,139538.386575,53973,280.55
"SUNPHARMA",22376,62454,84830,134977.487225,2320.679935,137298.16716,81805,1720
"PNB",13907,24721,38628,134272.5568,1945.8992,136218.456,59263,120.25
"BANKBARODA",15787,19515,35302,134029.6392825,1632.97719,135662.6164725,57846,287.55
"MAZDOCK",23970,397845,421815,116064.6109,18100.1107975,134164.7216975,64368,2549.8
"LTF",14462,18338,32800,132186.1602366,1926.2371640000001,134112.3974006,33518,301.3
"POLYCAB",13914,29964,43878,132536.7034,1449.23355,133985.93695,32265,7538
"MOTHERSON",17899,25051,42950,132046.565745,1792.944555,133839.5103,48850,119
"NBCC",16041,59232,75273,126277.6528,7355.01975,133632.67255,27692,122.3
"PRESTIGE",16961,52892,69853,124472.687715,5186.89089,129659.578605,17381,1602.2
"COALINDIA",22779,81256,104035,124793.005995,4702.33296,129495.338955,99600,402.3
"NESTLEIND",19753,25899,45652,125519.3738,857.04865,126376.42245,48809,1270
"MAXHEALTH",22246,10988,33234,125861.3253975,341.21682,126202.5422175,55725,1073
"KALYANKJIL",21409,18473,39882,124439.712855,924.791505,125364.50436,42371,490.5
"DRREDDY",15502,17600,33102,123115.563625,630.28575,123745.849375,38136,1267.3
"ONGC",23099,20929,44028,122215.50045,845.036325,123060.536775,85532,234.64
"ADANIGREEN",19191,26653,45844,118130.7528,1260.31512,119391.06792,70296,1016
"PATANJALI",23930,5625,29555,118339.97346,278.49627,118618.46973,57461,546.75
"DMART",20540,20781,41321,117364.35156,829.2384,118193.58996,60231,3790
"HINDPETRO",12263,11292,23555,116398.1066625,902.193795,117300.3004575,28698,467
"CUMMINSIND",13203,16065,29268,115703.00628,795.49076,116498.49704,25199,4350
"ADANIENSOL",16729,19869,36598,114697.053,974.7980775,115671.8510775,36062,1014.7
"PFC",23864,67389,91253,110634.57145,3695.40925,114329.9807,116286,354.95
"JUBLFOOD",16024,14116,30140,112154.8975,1333.304,113488.2015,37030,560
"POWERGRID",22003,15199,37202,112254.39476,786.21943,113040.61419,74098,265.45
"SBILIFE",14828,13445,28273,112539.5386125,369.272325,112908.8109375,37611,2017.4
"APOLLOHOSP",12261,34327,46588,110347.0086625,1623.80635,111970.8150125,50706,7159.5
"CDSL",15434,31689,47123,109562.921545,2005.73272,111568.654265,52030,1479.4
"YESBANK",16263,8950,25213,109610.44476,1096.23457,110706.67933,59215,21.53
"PNBHOUSING",17505,34870,52375,108606.53687,1380.710565,109987.247435,41575,942
"PERSISTENT",17094,32591,49685,108742.26224,1213.17473,109955.43697,41916,6300
"INDHOTEL",14579,9866,24445,108321.6829,620.6565,108942.3394,40568,743
"DIVISLAB",16558,20743,37301,107659.89677,729.9325,108389.82927,50762,6430
"MFSL",16124,4050,20174,108123.41584,124.11296,108247.5288,26719,1670
"MANAPPURAM",11065,34555,45620,104718.6537,3435.6186,108154.2723,29203,313.5
"VOLTAS",20515,23129,43644,107088.6713625,1022.8413375,108111.5127,43340,1384.5
"GODREJPROP",19011,17439,36450,105341.7897125,1013.1609675,106354.95068,53993,2000
"CIPLA",18197,31758,49955,102972.3087375,1053.66915,104025.9778875,61725,1504
"ANGELONE",16365,35231,51596,101510.45595,1813.68975,103324.1457,37407,2493.7
"KAYNES",23580,169551,193131,96869.94482,5872.41733,102742.36215,120636,4070
"COLPAL",21464,15707,37171,101617.4800125,707.57856,102325.0585725,53110,2084
"ASTRAL",16763,11747,28510,99149.057245,888.3024025,100037.3596475,35010,1388.4
"MPHASIS",12441,18598,31039,98359.2552525,760.43231,99119.6875625,31226,2847
"LTIM",10570,25579,36149,96730.86111,1266.6606,97997.52171,27012,6020.5
"HDFCAMC",12073,16350,28423,96499.7742,813.50955,97313.28375,39711,2647.4
"AUROPHARMA",14408,13154,27562,96258.11283,461.29776,96719.41059,57391,1208.3
"MUTHOOTFIN",8832,38665,47497,92908.60051,2601.1185475,95509.7190575,37239,3803.2
"POLICYBZR",13988,15154,29142,94139.97901,503.05437,94643.03338,30858,1910
"LAURUSLABS",9829,24352,34181,90954.206055,1721.339165,92675.54522,38341,1085.5
"IREDA",18010,61852,79862,87751.16538,4269.537495,92020.702875,33904,140.86
"BIOCON",9060,17864,26924,90461.0265,1299.3045,91760.331,36951,395.5
"BRITANNIA",11997,12037,24034,90938.6805,418.4814625,91357.1619625,35722,6020.5
"UNITDSPR",15787,14346,30133,90449.09396,676.84324,91125.9372,50619,1428.6
"PETRONET",16757,10083,26840,87412.8054,718.38016,88131.18556,44080,281.5
"LICHSGFIN",16072,10570,26642,86974.7579,692.4641,87667.222,54973,540.3
"TATACONSUM",13401,5934,19335,86927.73936,202.861065,87130.600425,35840,1174
"IOC",10855,16458,27313,85149.7983375,1020.3531,86170.1514375,37835,160.24
"LUPIN",9499,12010,21509,85125.5554975,563.5394175,85689.094915,31490,2100.6
"ICICIGI",13371,3232,16603,84795.49975,77.536095,84873.035845,26243,1953
"TATAPOWER",14941,30092,45033,82770.87258,1903.859425,84674.732005,83059,379.4
"SOLARINDS",10494,72225,82719,78456.52515,4694.714605,83151.239755,38453,12480
"AMBER",12516,16182,28698,82245.7273,766.85856,83012.58586,25633,6629
"GMRAIRPORT",11168,25382,36550,80736.60708,1737.9949275,82474.6020075,58975,102.4
"HAVELLS",11353,7583,18936,81251.9298,419.47635,81671.40615,25497,1417.5
"LODHA",16451,9927,26378,80069.752395,304.559955,80374.31235,43229,1074.8
"IEX",15144,46689,61833,77230.072875,3067.57575,80297.648625,40245,135.49
"BPCL",10906,16740,27646,78829.599765,1010.9398925,79840.5396575,31476,366
"HUDCO",12546,36980,49526,77156.4277275,2499.25047,79655.6781975,34242,221.75
"FORTIS",10971,12766,23737,77120.7756825,749.847065,77870.6227475,28938,901
"PAGEIND",14166,17735,31901,77269.4374965,325.510608,77594.9481045,30628,36515
"NYKAA",9280,19282,28562,75617.1840625,1965.5940625,77582.778125,30726,259.55
"SONACOMS",14172,5139,19311,77360.29413,188.2860875,77548.5802175,21592,482.9
"BDL",13680,186727,200407,69429.7658925,7553.93241,76983.6983025,48811,1482
"OFSS",13016,13928,26944,75949.83819,589.3304775,76539.1686675,37403,7758.5
"SUZLON",16290,28251,44541,74707.6056225,1390.6421775,76098.2478,70668,53.35
"ICICIPRULI",12515,4912,17427,75456.5359875,204.86937,75661.4053575,26230,650.75
"JINDALSTEL",11963,18720,30683,74352.043875,858.455375,75210.49925,37797,985.9
"GODREJCP",12267,10278,22545,73902.838,496.67805,74399.51605,27525,1200
"ABB",11267,16987,28254,73494.458175,637.5102875,74131.9684625,33000,5192.5
"BANDHANBNK",13617,13420,27037,71351.46648,1194.00084,72545.46732,55120,145
"UNIONBANK",10533,9139,19672,70354.6587075,630.681975,70985.3406825,33969,150.15
"GAIL",12957,13489,26446,70116.32124,866.46231,70982.78355,60823,171.16
"IIFL",6894,18030,24924,68359.113405,1833.4866,70192.600005,16449,595.6
"INDIANB",8869,8200,17069,69225.7721,404.4248,69630.1969,26439,775.25
"NAUKRI",13496,6776,20272,69277.07115,249.5871375,69526.6582875,34492,1365.4
"SRF",10797,37325,48122,67685.83852,1801.5567,69487.39522,33921,3099.4
"CROMPTON",14566,11558,26124,67798.5732,622.2078,68420.781,52461,257
"OBEROIRLTY",11390,9630,21020,67019.19693,544.124875,67563.321805,21201,1685.6
"APLAPOLLO",10077,13061,23138,66481.50957,583.84627,67065.35584,31307,1888
"BHARATFORG",9114,10698,19812,66285.1772,591.39945,66876.57665,28546,1438
"SIEMENS",14266,34368,48634,64625.584765,709.0909425,65334.6757075,43098,3105
"PIDILITIND",8748,3838,12586,64020.7188,146.127,64166.8458,19720,1457.1
"TATAELXSI",11609,44915,56524,62670.40526,1256.9134,63927.31866,42620,5340
"LICI",10653,10348,21001,63444.95402,454.14243,63899.09645,34110,850.1
"PIIND",11084,10637,21721,62743.3981475,450.712115,63194.1102625,23648,3232
"BOSCHLTD",6890,14610,21500,62303.784395,379.293785,62683.07818,14843,35825
"TIINDIA",11450,13349,24799,60115.68588,718.3793,60834.06518,28594,2597
"EXIDEIND",9082,6200,15282,60073.10334,424.10574,60497.20908,30136,365.35
"SHREECEM",9007,17330,26337,59368.371415,508.1235125,59876.4949275,19292,26465
"TORNTPHARM",5760,5205,10965,55112.866425,182.13375,55295.000175,12377,3835
"TATATECH",10378,5869,16247,54741.58416,364.16056,55105.74472,28720,653.75
"SUPREMEIND",9430,9122,18552,54689.4030025,312.37311,55001.7761125,25740,3272.5
"DALBHARAT",7521,40544,48065,52639.3066875,2324.54118,54963.8478675,18128,2162
"UNOMINDA",7639,11234,18873,53627.08681,305.217,53932.30381,16170,1270.2
"ZYDUSLIFE",6285,6364,12649,51709.9383,352.78587,52062.72417,22025,911.65
"KEI",6615,16459,23074,50976.924215,653.00081,51629.925025,16408,4356
"DABUR",8176,11752,19928,50316.802,511.763375,50828.565375,34217,488.4
"INOXWIND",11381,9838,21219,49717.266215,825.2915589,50542.5577739,45299,126.3
"TITAGARH",6095,132939,139034,39524.6274375,9781.313285,49305.9407225,14522,899
"PGEL",10000,21351,31351,48271.48949,1000.78886,49272.27835,26424,581.05
"CGPOWER",8508,12978,21486,47908.29653,594.63824,48502.93477,32372,655.15
"ALKEM",6852,5238,12090,47532.1172375,154.5456,47686.6628375,16281,5537
"PHOENIXLTD",6740,4303,11043,43882.448505,137.1468,44019.595305,15461,1851
"CAMS",7568,7509,15077,42936.67575,509.281875,43445.957625,23314,748.7
"DELHIVERY",4996,6948,11944,42366.636615,467.110305,42833.74692,17755,408
"NHPC",8142,9903,18045,41176.51776,599.50592,41776.02368,20629,78.2
"KPITTECH",7911,9454,17365,39892.037275,311.48607,40203.523345,17300,1209.3
"BANKINDIA",5396,5513,10909,39355.06484,413.73644,39768.80128,20457,139.78
"PPLPHARMA",7323,12001,19324,32923.5159,378.5888,33302.1047,22353,174.44
"NUVAMA",4510,37617,42127,29355.385775,2240.5841,31595.969875,17911,1488
"OIL",5507,5099,10606,31305.1382,184.51342,31489.65162,16499,402.5
"POWERINDIA",3214,26542,29756,29653.68677,811.983635,30465.670405,20861,18410
"MANKIND",5957,10953,16910,29353.7739375,195.6510225,29549.42496,18219,2192.9
"KFINTECH",5586,18274,23860,28871.61607,626.27826,29497.89433,17536,1099
"BLUESTARCO",4930,5061,9991,28580.38885,209.7314375,28790.1202875,12561,1764.2
"SYNGENE",4107,2618,6725,26920.5881,86.2984,27006.8865,13870,655
"360ONE",3931,8479,12410,23266.5392,333.9036,23600.4428,10907,1180
"TORNTPOWER",4448,10152,14600,23060.1467775,323.3353175,23383.482095,11640,1299
"NIFTYNXT50",1338,4644,5982,23146.18964,214.65519,23360.84483,4121,68961.05
"HFCL",5344,16276,21620,21787.72848,1014.94233,22802.67081,23203,62.04
"FINNIFTY",522,334242,334764,9122.114469,11042.818581500002,20164.9330505,38417,27430.75
"SAMMAANCAP",2653,2225,4878,16035.91131,161.67785,16197.58916,47265,139.93
