"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",73378,286305449,286378827,1429731.168097,5570439.01171,7000170.179807,9161619,26032.2
"BANKNIFTY",25566,1732380,1757946,529755.980717,302533.60090150003,832289.5816185001,864321,59273.8
"MIDCPNIFTY",8377,176332,184709,164202.855896,39055.874452,203258.73034799998,91357,13990.3
"HDFCBANK",34422,132476,166898,188678.15164,9551.47105,198229.62269,457737,991.4
"RELIANCE",23115,128339,151454,180629.7747,12309.21935,192938.99405,338967,1548.3
"ICICIBANK",19143,64832,83975,185180.47247,7224.54264,192405.01511,215901,1373.8
"SBIN",20899,100958,121857,153393.822825,9816.243075,163210.0659,186256,969.9
"BANKBARODA",12471,63149,75620,109904.095665,11034.9447975,120939.0404625,53610,297.05
"ASIANPAINT",12635,157253,169888,92843.589625,17680.810575,110524.4002,86039,2958
"CANBK",9641,32300,41941,99851.689575,7731.326475,107583.01605,42247,152.18
"IDEA",13346,27557,40903,97906.497885,5959.3210425,103865.8189275,134343,10.17
"AXISBANK",12342,36866,49208,98160.2055,3939.7499375,102099.9554375,151730,1262.3
"UNIONBANK",12415,42473,54888,87055.105635,7604.9266875,94660.0323225,33654,155.59
"PNB",7989,31339,39328,81232.7432,6963.0512,88195.7944,47929,125
"BHARTIARTL",8152,45579,53731,81989.182565,5782.5637875,87771.7463525,142936,2107.8
"HINDUNILVR",11285,83371,94656,83893.88748,2643.90705,86537.79453,93166,2475
"INFY",12622,60329,72951,79310.20348,6216.60412,85526.8076,246035,1563
"ASHOKLEY",9309,55743,65052,74823.2555,9218.709,84041.9645,50474,160.3
"PAYTM",7531,34135,41666,75092.068575,8249.2636575,83341.3322325,46339,1365
"GLENMARK",9021,36783,45804,66896.04945,6237.2161125,73133.2655625,56044,1980
"VEDL",10702,43992,54694,66267.66003,6271.586295,72539.246325,143037,538.3
"BAJFINANCE",8707,31304,40011,67225.69785,4059.3345,71285.03235,165574,1025.3
"HEROMOTOCO",6748,43894,50642,63866.01888,6643.952025,70509.970905,71157,6275
"MARUTI",7184,112326,119510,58551.36361,10855.29802,69406.66163,102333,16245
"INDIGO",7528,33277,40805,64822.700295,4164.13044,68986.830735,71527,5700
"KOTAKBANK",7475,36892,44367,64567.5514,3977.78432,68545.33572,123711,2143.6
"MCX",4426,37107,41533,57089.456475,11078.2232375,68167.6797125,50267,10218
"BSE",5406,28566,33972,58249.483425,8178.765075,66428.2485,56773,2843.4
"BEL",10294,36139,46433,60894.6952875,3661.953885,64556.6491725,130556,413.1
"TCS",11145,41435,52580,61513.3762775,2928.529275,64441.9055525,251165,3137.5
"LT",8491,26514,35005,60465.2988625,2491.67345,62956.9723125,114774,4034.9
"ETERNAL",7997,25552,33549,58472.1744825,3483.51638,61955.6908625,161380,300.6
"MOTHERSON",7464,23796,31260,54599.69016,4688.38731,59288.07747,43342,118.91
"M&M",7205,24891,32096,53949.54282,2982.526,56932.06882,137720,3720.9
"IDFCFIRSTB",6852,23555,30407,52354.8364325,3662.5370425,56017.373475,57129,81.98
"ITC",8155,34415,42570,52658.14784,2376.33248,55034.48032,167063,401.7
"ADANIENT",7237,30275,37512,50526.5845641,3979.7954112,54506.3799753,124666,2239
"INDIANB",5731,16918,22649,50047.2132,3154.409,53201.6222,19923,859.4
"GMRAIRPORT",6181,19506,25687,46946.9394,3299.212665,50246.152065,44632,106.68
"TVSMOTOR",6933,33309,40242,44668.4714,3581.95649,48250.42789,65829,3665
"JSWSTEEL",5677,13077,18754,44859.0285,1858.45293,46717.48143,98398,1159.9
"FEDERALBNK",3218,18296,21514,41799.713,3914.301,45714.014,25427,259.3
"NMDC",7848,17598,25446,40571.8065,1877.1534,42448.9599,71703,76.02
"NAUKRI",6987,50186,57173,36529.2415875,5818.2289875,42347.470575,33758,1386
"ANGELONE",5324,24802,30126,36763.923975,4449.324425,41213.2484,26622,2806
"INDUSINDBK",6607,11171,17778,39538.14179,1274.55496,40812.69675,95037,850.95
"HAL",5324,35353,40677,36204.10251,4129.760565,40333.863075,120919,4517
"EICHERMOT",2945,28375,31320,35305.18094,4859.52001,40164.70095,44110,7105
"HINDPETRO",4159,8800,12959,38249.2074375,1560.3659775,39809.573415,30506,448.4
"POWERGRID",7564,15278,22842,38724.25207,897.86932,39622.12139,62388,267.5
"YESBANK",5271,14101,19372,37450.15039,1649.92964,39100.08003,52847,22.76
"HINDALCO",6571,16847,23418,37335.89979,1723.07814,39058.97793,147193,807.5
"TATASTEEL",3941,16929,20870,36604.76545,2299.0979,38903.86335,93208,167.89
"BAJAJ-AUTO",5132,38593,43725,35000.292405,3519.12633,38519.418735,83401,9072
"BHEL",4716,16238,20954,35820.7164,2412.2175,38232.9339,47806,286.5
"SHRIRAMFIN",5106,12876,17982,35910.839745,1959.52152,37870.361265,91451,844.2
"AUBANK",3719,10812,14531,35684.0266,1963.5356,37647.5622,25284,951.4
"ADANIGREEN",5294,23737,29031,32759.87514,3803.35272,36563.22786,61615,1024.2
"SBICARD",4784,13133,17917,34065.41792,1561.75832,35627.17624,29156,884.4
"JIOFIN",4707,12307,17014,34050.75552,1350.21553,35400.97105,102263,305.25
"RECLTD",7131,16775,23906,33022.04294,1419.47129,34441.51423,116092,357.75
"BDL",6007,33458,39465,30194.689095,4168.4023875,34363.0914825,30103,1520.7
"SUNPHARMA",5191,15804,20995,32875.60024,1281.39753,34156.99777,58765,1804.9
"TECHM",3433,11601,15034,31677.98622,1821.50808,33499.4943,53122,1533
"IEX",5019,41730,46749,28018.786125,5350.21275,33368.998875,37232,148.35
"POWERINDIA",2592,15406,17998,29280.820725,3646.252195,32927.07292,7880,22730
"KAYNES",5164,43768,48932,28062.1967,4661.59044,32723.78714,70012,5419
"INDUSTOWER",4488,11343,15831,30857.35246,1554.85502,32412.20748,65559,402
"DIXON",3913,26979,30892,28570.32979,3143.470495,31713.800285,82861,14490
"TMPV",10148,48685,58833,29496.34048,2196.38088,31692.72136,211926,361.65
"SIEMENS",5980,60339,66319,25767.20908,5673.11867,31440.32775,35134,3359.3
"BIOCON",2927,9920,12847,29263.22325,1944.46775,31207.691,28612,401
"NATIONALUM",2914,7244,10158,29161.2315,1645.0095,30806.241,30224,265
"HINDZINC",4557,19693,24250,27905.24226,2727.4689925,30632.7112525,55714,495.85
"TITAN",4184,13987,18171,28630.4837875,1275.757245,29906.2410325,79491,3886.5
"POLICYBZR",4252,9429,13681,27870.17471,1530.89895,29401.07366,28780,1861
"HDFCAMC",3553,10687,14240,27973.13604,1308.74907,29281.88511,24127,2596.8
"ADANIPORTS",3674,21090,24764,26652.032925,2324.9932825,28977.0262075,75949,1519
"LTF",1990,6114,8104,26643.14775,1556.7813740000001,28199.929124000002,20033,306
