"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",303280,414452553,414755833,5105821.42083,11349413.925693998,16455235.346523998,10620019,25727.55
"BANKNIFTY",79198,2931351,3010549,1432565.9898420002,458833.930227,1891399.920069,806290,60041.3
"ICICIBANK",48791,148299,197090,476296.14249,16694.46632,492990.60881,243441,1388
"RELIANCE",62452,414089,476541,452253.68385,40658.30005,492911.9839,395013,1438
"HDFCBANK",83220,266086,349306,437282.84424,18706.359265,455989.203505,594699,947.65
"MIDCPNIFTY",19640,393897,413537,325659.46152,63771.028356,389430.489876,122566,13655.65
"MCX",19647,79686,99333,302499.165625,40740.8356875,343240.0013125,56496,2441
"ADANIENT",36966,221347,258313,252272.9293848,50073.9537318,302346.8831166,115519,2206.5
"SBIN",33103,152767,185870,263278.860825,20438.94375,283717.804575,168122,1062.1
"AXISBANK",30701,133260,163961,260837.922375,13355.5965,274193.518875,175250,1354.4
"ADANIPORTS",31846,190150,221996,229936.98692,32188.6102675,262125.5971875,82875,1532
"VBL",45106,177251,222357,237477.82545,22995.5808375,260473.4062875,71064,452.5
"BAJFINANCE",32402,148448,180850,233434.729875,20580.047025,254014.7769,167303,964
"BSE",20242,78388,98630,216563.9577375,25561.9053,242125.8630375,54935,2852
"INFY",32532,142671,175203,218895.69348,12206.39304,231102.08652,212486,1654.7
"VEDL",25983,99663,125646,200945.442165,22931.64745,223877.089615,157029,676
"ETERNAL",28688,98328,127016,198915.60983,14155.51749,213071.12732,155577,278.5
"M&M",27705,101642,129347,197763.3849,13022.61362,210785.99852,131866,3530
"DIXON",33516,172849,206365,184681.006625,24021.983535,208702.99016,117600,11033
"MARUTI",24475,250525,275000,181121.513015,19332.82884,200454.341855,150533,14768
"BHARTIARTL",20265,50442,70707,192696.12109,6747.23687,199443.35796,144534,1995
"HINDZINC",20364,125593,145957,155535.0651225,32754.625995,188289.6911175,114391,627
"TCS",30969,161852,192821,175420.32998,11726.463455,187146.793435,205340,3220
"LT",23615,141706,165321,168315.657825,13477.1484225,181792.8062475,144540,4038
"BEL",24201,159219,183420,152784.716625,22563.2988075,175348.0154325,181340,438.4
"KOTAKBANK",20440,32795,53235,171238.9498,3866.8192,175105.769,128021,415.8
"INDIGO",21901,79456,101357,162051.38802,9941.86623,171993.25425,93968,4948
"IDEA",18698,43568,62266,151087.7503875,11203.19163,162290.9420175,135261,11.42
"JIOFIN",23221,135319,158540,143553.37229,14868.38467,158421.75696,124997,264
"NATIONALUM",10317,35789,46106,142143.21225,14584.612875,156727.825125,40241,371.5
"ITC",27628,198631,226259,140226.84912,12713.56448,152940.4136,279564,316.95
"HAL",18964,103248,122212,127313.0835,16199.52708,143512.61058,120813,4467
"INDUSINDBK",20724,36261,56985,135244.90574,5211.08245,140455.98819,64950,923
"HINDALCO",18623,59314,77937,125093.31268,10062.90502,135156.2177,91669,954.4
"POWERGRID",23084,149334,172418,121865.69239,12461.04056,134326.73295,89867,283.05
"UPL",11755,49135,60890,118074.8107035,9736.4249925,127811.235696,38915,739.9
"ADANIGREEN",19534,92798,112332,109272.04686,18432.81654,127704.8634,65948,932
"WIPRO",15977,57241,73218,118409.9346,6617.928,125027.8626,72980,242.56
"CANBK",11383,31825,43208,115292.7324,6467.576625,121760.309025,61859,147.4
"SUNPHARMA",18920,126804,145724,111693.419775,9346.865325,121040.2851,107752,1702.1
"WAAREEENER",18112,110635,128747,98899.1639825,21686.803915,120585.9678975,29496,3110
"PGEL",20086,63301,83387,109398.569645,11112.911045,120511.48069,25386,561.85
"BHARATFORG",14313,36675,50988,111705.05115,8229.5114,119934.56255,22609,1539.5
"INDUSTOWER",14779,52346,67125,110374.0861,8873.88389,119247.96999,68305,439.95
"POLYCAB",11619,37689,49308,109284.474525,6654.79895,115939.273475,37851,7504
"SHRIRAMFIN",12681,42536,55217,106076.637645,7368.70266,113445.340305,70974,1000
"GODREJPROP",21421,70331,91752,99423.046745,10121.6348475,109544.6815925,67926,1697.9
"TMPV",32947,150352,183299,98527.78776,10586.61104,109114.3988,175262,372.5
"TATASTEEL",9079,33953,43032,96953.76185,7284.90235,104238.6642,76899,193.22
"POLICYBZR",17349,64789,82138,91580.88996,10065.94995,101646.83991,38902,1457
"BANKBARODA",11143,35585,46728,93366.752895,5565.4761825,98932.2290775,59469,286
"CDSL",14094,60297,74391,89622.96713,9088.68173,98711.64886,47329,1342.1
