symbol,vol_cum,vol_val_cum,price
NIFTY,68324,1077719.83,24104.75
BANKNIFTY,28136,468291.22,54924.05
BHEL,37563,376951.89,383.45
KOTAKBANK,36073,268998.57,371.55
RELIANCE,27775,202118.77,1460.9
ADANIENT,24201,184803.94,2494.5
IDEA,19210,146182.31,10.49
ADANIPORTS,16325,133800.82,1728
MCX,6465,117856.60,2916.4
HDFCBANK,27925,120532.06,776.55
MARUTI,14853,102685.03,13549
ICICIBANK,12329,110708.70,1271.5
BHARTIARTL,11960,106197.15,1829.9
SBIN,12906,103751.26,1071.1
BSE,6427,89129.42,3710.4
HINDUNILVR,12957,91065.17,2314.8
LAURUSLABS,9632,94659.69,1162.8
HAL,12648,86283.65,4567
INDUSTOWER,13039,89091.64,403.95
BANDHANBNK,10501,79124.47,206.5
ADANIPOWER,10424,84796.03,228.68
M&M,13762,86383.08,3108
VEDL,23549,78719.63,292.1
ADANIGREEN,10086,77677.98,1296
CHOLAFIN,8064,82143.26,1635.8
AMBUJACEM,17533,82950.04,450.55
LT,10908,78863.94,4106.7
BAJAJ-AUTO,9252,71493.15,10145
AXISBANK,10115,81314.64,1271.7
DMART,10553,69905.87,4373.3
NATIONALUM,9460,71527.87,405.1
ADANIENSOL,7025,65934.77,1397.7
BAJFINANCE,9352,67149.96,950
MAZDOCK,12454,65787.50,2617.8
ETERNAL,10427,63370.73,250.47
MIDCPNIFTY,3125,52417.43,13939.35
EXIDEIND,8868,58888.01,362.95
CDSL,9349,55158.17,1230.5
INFY,11776,55663.94,1169.7
ITC,10666,53905.13,311.75
GODREJPROP,9520,50118.87,1877.6
MANAPPURAM,5684,52109.92,304.6
SONACOMS,7340,52488.89,575.15
SHRIRAMFIN,6260,49827.98,957
JINDALSTEL,6123,48565.65,1264.8
TCS,11098,47869.46,2431.8
DRREDDY,6000,48405.56,1290.8
JIOFIN,7304,43273.85,252.05
BEL,6826,42549.76,433.8
HEROMOTOCO,5402,41604.73,5071.5
ABCAPITAL,3813,41739.55,351.95
INDIGO,6116,39769.79,4279.7
ULTRACEMCO,7089,41664.27,11684
