symbol,vol_cum,vol_val_cum,price
NIFTY,74458,1174245.27,24084.4
BANKNIFTY,30562,508467.26,54764.45
BHEL,39887,400156.45,374.9
KOTAKBANK,37929,282831.90,370.95
RELIANCE,31366,228418.69,1460.6
ADANIENT,25508,194890.88,2491.3
ADANIPORTS,17443,143045.72,1736
IDEA,20051,152447.46,10.5
AMBUJACEM,29300,138559.36,449.05
HDFCBANK,29857,128845.06,773.6
MCX,6723,122484.43,2916
MARUTI,16194,111832.17,13571
BHARTIARTL,13802,122296.36,1824.9
ICICIBANK,13753,123463.04,1269.4
SBIN,14262,114553.83,1068.9
ABCAPITAL,9796,107031.15,344.3
BSE,6733,93380.74,3711.1
HINDUNILVR,13881,97490.33,2301.2
LAURUSLABS,10280,101121.18,1165.4
HAL,13456,91849.83,4555.5
INDUSTOWER,13865,94786.61,400.6
VEDL,25158,84170.70,294
M&M,14494,90947.96,3104
BANDHANBNK,10836,81625.55,205.98
ADANIPOWER,10797,87838.43,227.84
CHOLAFIN,8713,88812.83,1641.3
ADANIGREEN,10775,83057.16,1291
LT,11696,84542.32,4098
BAJAJ-AUTO,10100,77958.03,10134.5
AXISBANK,10767,86537.65,1272.4
ADANIENSOL,7926,74482.46,1395.6
DMART,11515,76192.66,4363.6
NATIONALUM,10264,77672.87,407.15
BAJFINANCE,10170,72996.33,949.35
EXIDEIND,10791,71285.84,356.65
MIDCPNIFTY,3390,56859.78,13912.35
ETERNAL,11437,69564.37,251.78
MAZDOCK,13151,69438.77,2618
INFY,13211,62409.36,1168.8
GODREJPROP,10639,55945.10,1887.4
CDSL,10051,59268.97,1234
ITC,11428,57720.80,310.85
MANAPPURAM,6496,59548.03,303.8
SONACOMS,8093,57803.04,573.7
SHRIRAMFIN,6919,55059.42,958.65
DRREDDY,6773,54604.29,1286.1
TCS,12401,53419.18,2434
ULTRACEMCO,9209,54194.12,11761
JINDALSTEL,6498,51536.52,1260
JIOFIN,8737,51822.36,252.01
EICHERMOT,6880,49986.68,7322
INDIGO,7389,47983.53,4273.9
HEROMOTOCO,5960,45862.03,5061
SUNPHARMA,7032,45019.50,1822.1
BEL,7351,45813.71,434.45
POLYCAB,4272,44226.38,8345
RBLBANK,4175,44745.33,330
TVSMOTOR,7443,45490.50,3496.5
ASHOKLEY,5621,45218.89,160.42
APLAPOLLO,6344,41974.92,1869.7
JSWSTEEL,4997,43102.60,1267.1
WAAREEENER,6990,38375.21,3134.8
DIXON,6841,38629.04,11300
FEDERALBNK,5390,39248.19,289
PNB,4394,38732.56,108.67
TMPV,13790,38269.50,342.95
WIPRO,6423,37579.61,200.84
HINDALCO,4940,36254.74,1043.7
LUPIN,3429,34230.17,2348.1
COALINDIA,5207,33928.40,479.45
INDUSINDBK,5200,34097.91,915.8
TATASTEEL,5706,33538.68,212.4
SIEMENS,4623,31416.66,3835.3
ABB,3545,32276.04,7220
TITAN,4231,32712.61,4359.7
POWERINDIA,3668,30963.56,33685
CANBK,3425,31640.63,134.51
BHARATFORG,3306,30907.23,1848.3
SUZLON,6295,31459.43,54.98
KEI,3580,31199.79,5057.4
AUBANK,3081,31801.06,1015.5
HCLTECH,6980,29339.24,1200.8
BANKBARODA,3842,30315.47,264.55
TECHM,3481,30692.44,1470.3
CUMMINSIND,2808,29847.33,5296.5
TATAPOWER,4392,28400.10,441.3
ASIANPAINT,4302,26772.77,2448.2
RVNL,6397,28843.59,295.75
UNIONBANK,3847,28388.23,163.63
DLF,5538,27717.41,606.25
GRASIM,3897,27817.64,2855.4
ONGC,3881,25867.23,292.9
TRENT,6259,25984.58,4152.6
HINDZINC,3342,24936.90,604.6
NTPC,4343,26247.13,400.1
COFORGE,5444,23885.87,1150
INOXWIND,7363,26699.06,102.99
PFC,4320,25474.94,450.15
DALBHARAT,4052,26126.56,1974.9
SAMMAANCAP,4064,25917.64,146.54
GMRAIRPORT,3278,22625.86,98.62
BRITANNIA,3231,23421.25,5789
CROMPTON,4636,23014.14,276.65
INDIANB,2722,22983.99,830.05
COLPAL,4755,23128.50,2173.5
BAJAJFINSV,4976,22157.29,1764.7
OFSS,2839,20539.44,9755
IDFCFIRSTB,3413,22329.12,69.51
CGPOWER,3084,21547.08,802.55
POWERGRID,3408,20805.39,319.25
SAIL,2403,21153.66,186.74
VBL,3431,19921.54,507.2
VOLTAS,3573,19291.30,1453.1
YESBANK,3096,19446.44,19.96
NESTLEIND,2606,19085.28,1456
PERSISTENT,3770,18158.51,4791.1
HINDPETRO,2404,18406.24,373.35
SBILIFE,2624,18067.16,1818.4
ASTRAL,2773,18350.71,1558.8
MAXHEALTH,3394,18092.08,1010.7
KFINTECH,4061,17428.43,860
LTF,2851,18212.66,284.9
ANGELONE,2141,16602.62,307.85
OIL,2446,16456.87,473.75
GLENMARK,1888,17100.12,2396.1
DELHIVERY,1770,17276.46,466.25
ICICIPRULI,3390,16685.79,534.45
MUTHOOTFIN,1638,15779.33,3478.1
RECLTD,3017,15179.79,353.3
APOLLOHOSP,1580,15383.68,7749
HYUNDAI,3193,15988.73,1844.9
HDFCAMC,1912,15869.16,2747.8
LODHA,3595,14957.96,924.5
DIVISLAB,2147,14215.67,6622
JSWENERGY,2746,15398.57,559.85
MPHASIS,2413,15176.24,2278.3
KAYNES,3571,14553.42,4083
CIPLA,2909,14536.01,1334.6
KPITTECH,4368,14329.67,769.3
BDL,2984,14349.45,1373.6
COCHINSHIP,2082,14329.69,1717.5
FORCEMOT,2997,14273.09,19291
HDFCLIFE,2175,14186.34,588.55
SRF,2765,14142.29,2547.5
NMDC,2253,13681.60,88.55
GAIL,2649,13945.97,164.43
MOTILALOFS,2048,13178.06,830.2
PAYTM,1572,12717.59,1110.1
BPCL,2108,12691.95,301.3
BIOCON,1437,13132.81,360.2
MOTHERSON,1797,13513.74,120.23
LTM,2101,13220.10,4199.3
AUROPHARMA,1754,13402.72,1378.9
GODREJCP,2455,13260.60,1072
AMBER,1573,12631.83,7996.5
SBICARD,2423,12496.92,645.9
HAVELLS,1887,11861.29,1256.5
PATANJALI,2960,12282.69,456.25
TATACONSUM,1833,11773.97,1159.4
PIDILITIND,1779,12316.67,1365.6
UPL,1346,11877.91,641.95
TORNTPHARM,2258,12047.81,4248.2
360ONE,2208,11779.25,1068.5
INDHOTEL,1817,11736.88,643.5
CAMS,1991,10817.96,727
SHREECEM,1934,11851.48,24705
SWIGGY,3129,11220.84,278
BANKINDIA,1527,11214.63,138.5
IOC,1551,10877.96,142.02
JUBLFOOD,1864,11103.82,476.1
BOSCHLTD,1189,10704.90,35830
PRESTIGE,1591,10435.90,1455.2
BLUESTARCO,1767,10312.94,1801.1
TATAELXSI,2412,10020.84,4173
IEX,1995,9384.54,126.64
PREMIERENE,1624,9556.74,1034.9
FORTIS,1231,9108.14,950.85
NHPC,1722,9139.89,83.28
MARICO,956,9027.68,784.65
KALYANKJIL,1665,8146.47,413.15
DABUR,1522,8565.57,444.05
UNITDSPR,1643,8752.92,1319.5
POLICYBZR,1404,8186.45,1655.5
NAUKRI,2278,8430.03,976.15
LICHSGFIN,1459,8170.87,555.9
SOLARINDS,1016,7904.00,15453
PIIND,1452,7841.48,3048.2
PETRONET,1400,7457.26,277
SUPREMEIND,1178,7546.90,3617.7
OBEROIRLTY,1296,7714.68,1690
IREDA,1580,7485.85,135.04
LICI,1301,7268.18,800.55
PNBHOUSING,1073,7338.94,1043
ZYDUSLIFE,892,7266.81,900.05
PGEL,1297,6583.95,532.15
NYKAA,804,6703.18,265.05
PHOENIXLTD,1007,6346.56,1786
UNOMINDA,1069,6586.14,1109
NUVAMA,995,6612.17,1327.3
GODFRYPHLP,999,6179.44,2213
PAGEIND,1136,6330.13,37005
NAM-INDIA,933,5983.50,1018
CONCOR,888,5760.62,515.5
ALKEM,809,5435.53,5351
ICICIGI,934,5357.16,1752.8
MFSL,786,5056.14,1601.2
TIINDIA,873,5113.44,2896
NBCC,806,4887.16,92.4
MANKIND,920,4714.23,2251
IRFC,1003,4501.58,104.04
BAJAJHLDNG,779,4104.35,10377
NIFTYNXT50,194,3429.86,70269.15
VMM,402,2431.23,124.86
FINNIFTY,86,1341.52,25756.35
