"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",47089,31560879,31607968,788419.3324864999,1913601.93128,2702021.2637665,7973636,25618.65
"BANKNIFTY",10847,1093223,1104070,196289.651457,153061.269447,349350.920904,915696,60001.45
"HAL",36936,217316,254252,221996.108565,38206.317,260202.425565,172947,4055
"INFY",21153,176593,197746,130483.78844,16019.16328,146502.95172,331178,1519.5
"TRENT",29823,276164,305987,120584.81788,24936.63696,145521.45484,156989,4081.4
"DIXON",21029,160196,181225,119345.38137,22043.35657,141388.73794,126668,11376
"MCX",7595,45975,53570,115905.4428125,22921.445375,138826.8881875,60326,2423.2
"VEDL",15691,81201,96892,118137.11329,16195.972905,134333.086195,161107,651.7
"CUMMINSIND",13074,93827,106901,110816.8779,16701.31016,127518.18806,29852,4316.7
"MIDCPNIFTY",5350,134759,140109,87669.42984,23182.70778,110852.13762,132426,13630.4
"HINDZINC",11993,74679,86672,88903.035095,16839.2178675,105742.2529625,118901,610.45
"AXISBANK",11649,72150,83799,96650.9035,6537.2730625,103188.1765625,184294,1324.4
"BHARTIARTL",10034,49566,59600,96288.9848425,6266.86006,102555.8449025,151672,1999.9
"TCS",15817,164474,180291,83587.768495,12522.2500725,96110.0185675,306025,2996
"SBIN",9977,74300,84277,80569.66905,10153.69365,90723.3627,177658,1074.4
"PFC",12754,54664,67418,68387.17327,8740.8308,77128.00407,92356,410
"RELIANCE",8993,91546,100539,65348.6115,8012.6556,73361.2671,389324,1442.3
"ICICIBANK",6661,41934,48595,65760.62983,3506.56705,69267.19688,252137,1404
"KOTAKBANK",8003,19869,27872,65743.3998,2739.0634,68482.4632,141617,406.75
"TATASTEEL",5612,26210,31822,60317.29165,6102.62455,66419.9162,80179,195.68
"NATIONALUM",4278,19379,23657,57166.78725,7231.50825,64398.2955,41064,362.1
"BSE",5159,23102,28261,55527.158475,7204.3125375,62731.4710125,57943,2869.4
"HINDALCO",8101,28327,36428,53020.85418,4682.41067,57703.26485,94331,935.2
"KAYNES",13544,55716,69260,49180.6519,8395.32948,57575.98138,78257,3628.5
"MUTHOOTFIN",5350,18106,23456,52782.551525,4727.93431,57510.485835,33181,3579.1
"INDIGO",6866,48683,55549,50103.05922,6408.689745,56511.748965,98550,4872.2
"NYKAA",6127,23792,29919,49585.70125,5528.370625,55114.071875,20638,259.92
"BEL",7523,65217,72740,46464.90717,7525.515915,53990.423085,186387,431.25
"ETERNAL",6720,45349,52069,47384.288055,6420.8866275,53805.1746825,154698,286.5
"RECLTD",8395,37869,46264,44630.86152,4720.933,49351.79452,115632,380.85
"WIPRO",6514,19723,26237,45871.5261,2121.069,47992.5951,90352,232.06
"HDFCBANK",8234,61066,69300,43189.17108,3807.45123,46996.62231,595044,950.05
"JUBLFOOD",6314,28262,34576,42088.18525,4852.911625,46941.096875,29209,541.95
"IDEA",5143,18084,23227,41548.3531725,3575.57976,45123.9329325,137598,11.26
"LUPIN",4106,23764,27870,38861.2134525,4905.2845075,43766.49796,26716,2211
"TIINDIA",7047,65596,72643,34637.89298,8078.73662,42716.6296,30777,2417.8
"BAJFINANCE",5411,39949,45360,38994.6318,3630.2472,42624.879,165643,963.8
"NTPC",6982,61978,68960,38340.43365,3869.3784,42209.81205,125357,366.75
"TMPV",12726,67126,79852,37590.41832,4384.76472,41975.18304,182904,368.6
