"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",33635,20089150,20122785,563238.814606,1192237.3092435,1755476.1238495002,7737841,25644.75
"BANKNIFTY",7521,680486,688007,136148.49093,94656.980007,230805.470937,915686,60022.7
"HAL",22258,133690,155948,133377.14526,23375.098185,156752.243445,172353,3976.1
"TRENT",21171,184897,206068,85150.73577,16407.01228,101557.74805,152905,4036.4
"MCX",5347,32145,37492,81717.881125,15852.0158125,97569.8969375,59821,2411.4
"DIXON",14328,110512,124840,81491.347005,15194.55907,96685.906075,125643,11176
"VEDL",11052,53935,64987,83439.193,10930.575315,94369.768315,159117,646.9
"INFY",12822,114074,126896,79363.55944,10256.0694,89619.62884,324526,1537.5
"CUMMINSIND",8145,43016,51161,68076.83774,7240.71456,75317.5523,27569,4278.9
"AXISBANK",8518,48401,56919,70763.03225,4357.895375,75120.927625,181697,1319.7
"HINDZINC",7629,49364,56993,56530.26855,11072.6133,67602.88185,118363,598.3
"TCS",10552,115892,126444,55816.99375,8659.06538,64476.05913,302203,3012.3
"MIDCPNIFTY",2914,97137,100051,47797.324572,16475.865144,64273.189716,133057,13619.6
"SBIN",5630,46388,52018,45440.987775,6543.5466,51984.534375,173869,1075.9
"RELIANCE",6179,59839,66018,44903.592,5149.82195,50053.41395,387719,1447.9
"BHARTIARTL",4748,29584,34332,45484.560085,3894.0091025,49378.5691875,147974,2009.3
"ICICIBANK",4527,29533,34060,44704.24266,2499.62244,47203.8651,251573,1404.1
"BSE",3802,16540,20342,40940.347575,5120.8737,46061.221275,57995,2850.1
"INDIGO",5297,36608,41905,38641.10931,4914.71538,43555.82469,97461,4854.4
"PFC",6845,33643,40488,36942.96216,5618.53123,42561.49339,91132,418.1
"HINDALCO",5945,19154,25099,38930.35951,3175.66109,42106.0206,93627,928.25
"NATIONALUM",2780,12953,15733,37130.54925,4873.105875,42003.655125,40856,357.35
"KAYNES",9523,38637,48160,34650.97228,6059.89379,40710.86607,75890,3604.8
"BEL",5571,48939,54510,34410.54717,5624.96919,40035.51636,185755,432.95
"MUTHOOTFIN",3572,12145,15717,35321.59367,3134.5307125,38456.1243825,32553,3562.1
"RECLTD",6048,28350,34398,32219.20422,3636.6862,35855.89042,115422,383.5
"TMPV",10375,52762,63137,30652.19032,3581.08728,34233.2776,181064,367.1
"KOTAKBANK",3970,10712,14682,32774.4688,1456.4856,34230.9544,138300,407.7
"ETERNAL",4262,27682,31944,30190.34402,3975.65752,34166.00154,154421,288.65
"TATASTEEL",2953,8741,11694,31545.3677,1859.9779,33405.3456,78675,194.4
"NYKAA",3767,11973,15740,30310.044375,2838.890625,33148.935,19212,256.67
"JIOFIN",4381,29486,33867,27815.26646,3126.209935,30941.476395,127327,268.3
"IOC",3082,19585,22667,26438.88195,4046.071575,30484.953525,38891,173.05
"HDFCBANK",5292,37319,42611,27753.217085,2310.367455,30063.58454,593295,949.9
"WIPRO",4037,13609,17646,28493.4063,1480.9467,29974.353,88955,234.26
"NTPC",4927,41766,46693,27065.61165,2627.80185,29693.4135,123565,367.05
"TATAPOWER",4736,42073,46809,25040.44411,3072.70979,28113.1539,81721,363.2
"ABCAPITAL",2376,10235,12611,24965.8221,2303.80654,27269.62864,38392,337.25
"SHRIRAMFIN",3148,11944,15092,25558.014735,1672.4197875,27230.4345225,72256,988.1
"BAJFINANCE",3392,25268,28660,24419.765175,2486.6703,26906.435475,165615,958.2
"HEROMOTOCO",2693,22422,25115,23389.49982,3477.25995,26866.75977,50055,5800
"PNB",2509,7930,10439,25040.2296,1567.688,26607.9176,52063,123.97
"HINDUNILVR",2995,25977,28972,21706.38342,3159.2046,24865.58802,73924,2387.7
"HINDPETRO",2341,12151,14492,22241.0879325,2517.95871,24759.0466425,30935,461.35
"CANBK",2325,5911,8236,23436.304425,1264.73535,24701.039775,61742,148.29
"TIINDIA",4063,36784,40847,20194.99076,4323.99424,24518.985,29863,2425
"ADANIPORTS",2914,21471,24385,21667.1588675,2776.5448125,24443.70368,83841,1564
"IDEA",2744,6543,9287,22192.04403,1419.80799,23611.85202,136706,11.14
"M&M",3032,16553,19585,21597.9572,2013.84788,23611.80508,136426,3554
"NMDC",3694,14052,17746,21032.05635,1919.7351,22951.79145,75878,83.85
"HDFCAMC",2490,9463,11953,20599.36914,1334.17893,21933.54807,34708,2750.1
"LT",2709,17762,20471,19255.861485,1555.324435,20811.18592,150849,4053
"BDL",3860,30616,34476,16881.73291,3487.13918,20368.87209,63397,1251.2
"BHEL",2550,11877,14427,18166.4319375,1867.31895,20033.7508875,56805,269.8
"MARUTI",2334,35083,37417,17487.28716,2372.89759,19860.18475,148450,14922
"BPCL",2315,12663,14978,17682.4370825,2045.03192,19727.4690025,32137,381.5
"LTF",2944,8496,11440,18634.404825,1080.571275,19714.9761,41946,280.3
"COFORGE",2882,14593,17475,17403.4347375,1964.788875,19368.2236125,56344,1612
"PAYTM",2080,5538,7618,18249.5788525,1051.50317,19301.0820225,41633,1197
"MANAPPURAM",2066,5325,7391,17889.4266,1342.2615,19231.6881,29541,288.8
"ITC",3462,33707,37169,17420.91952,1809.31648,19230.236,280173,311.3
"ONGC",2782,20595,23377,16730.953425,2377.972575,19108.926,92649,268.7
"DIVISLAB",3012,7560,10572,18068.12258,939.22768,19007.35026,49671,5986.5
"ADANIENT",2457,12463,14920,16898.9994783,1984.4822334,18883.481711700002,114336,2222.9
"HCLTECH",3004,22101,25105,17144.95699,1712.737285,18857.694275,83445,1625.1
"BANKBARODA",2049,6626,8675,17521.199865,1065.331215,18586.53108,58637,290.6
"PERSISTENT",2729,17381,20110,16285.83521,2080.77394,18366.60915,40210,5985
"RVNL",3535,10256,13791,16382.5886775,1441.7549775,17824.343655,86915,316.55
"SUZLON",3743,11094,14837,16581.44117,1153.96538,17735.40655,59678,48.94
"LUPIN",1641,8370,10011,15463.9535675,1772.420425,17236.3739925,24414,2219
"TECHM",1561,10821,12382,15494.17464,1706.34048,17200.51512,52519,1646.8
"CDSL",2514,7312,9826,16231.2573,905.64868,17136.90598,47833,1344.1
"IDFCFIRSTB",2048,5580,7628,16240.367325,805.609805,17045.97713,51757,84.98
"NHPC",3041,14155,17196,15055.216,1453.36512,16508.58112,25817,79.23
"ADANIGREEN",2459,12325,14784,14268.83754,2122.10682,16390.94436,68639,964.2
"ABB",2143,5787,7930,15263.5321125,914.0656375,16177.59775,38282,5727.5
"INDUSINDBK",2363,6097,8460,15138.96244,702.92285,15841.88529,67202,905
"UPL",1406,6400,7806,14227.976824500001,1093.3368985,15321.313723,37405,739
"ASHOKLEY",1416,5063,6479,14170.122,1104.4435,15274.5655,47649,201.09
"UNIONBANK",1727,8127,9854,13622.08638,1454.229345,15076.315725,29907,176.82
"BANKINDIA",1621,5621,7242,13794.50592,1121.9234,14916.42932,19072,163.22
"DMART",2400,8920,11320,13880.78337,917.84487,14798.62824,52529,3864
"MAZDOCK",2744,9887,12631,13020.56736,1450.45116,14471.01852,50228,2356.2
"JUBLFOOD",2055,4900,6955,13489.43125,708.446125,14197.877375,26641,529.55
"AUROPHARMA",2033,4598,6631,13317.77161,599.5374,13917.30901,49740,1186
"VBL",2608,8562,11170,13062.660975,806.1244875,13868.7854625,76502,441.1
"DLF",2383,9041,11424,12866.848665,846.592725,13713.44139,91920,651.7
"LTIM",1463,8674,10137,12481.147245,1199.07201,13680.219255,27589,5690
"OIL",1708,7840,9548,12056.4619,1597.11412,13653.57602,25080,502.65
"GODREJPROP",2576,9762,12338,11988.32206,1417.8904025,13406.2124625,69211,1679
"TATAELXSI",2187,10982,13169,12014.50158,1071.84232,13086.3439,28263,5457.5
"SAIL",1709,2931,4640,12480.29728,578.46566,13058.76294,55267,155.55
"JSWSTEEL",1414,5896,7310,11708.20008,832.3591725,12540.5592525,94935,1223
"SOLARINDS",1720,7415,9135,11525.85762,1008.508085,12534.365705,35517,13296
"TITAN",1579,9697,11276,11358.32404,1103.263665,12461.587705,81245,4082.8
"JINDALSTEL",1572,5401,6973,11438.071625,746.61775,12184.689375,31652,1161.5
"CROMPTON",2577,5973,8550,11422.58202,680.25834,12102.84036,46971,243.63
"POLYCAB",1212,4497,5709,11470.58235,624.9136125,12095.4959625,37468,7533
"ANGELONE",1588,9278,10866,10508.1619,1385.93015,11894.09205,28894,2643.9
"INDUSTOWER",1460,4755,6215,10986.62859,750.10222,11736.73081,67789,440
"POWERINDIA",1160,2208,3368,10978.25505,622.47442,11600.72947,10550,19022
"BAJAJFINSV",1979,19494,21473,9967.16975,1079.853975,11047.023725,89587,1998.3
"GAIL",2098,5149,7247,10655.78535,370.028295,11025.813645,60040,160.27
"WAAREEENER",1852,5457,7309,10031.0324275,880.9185525,10911.95098,29599,3076.5
"COALINDIA",1693,9909,11602,9812.00655,1093.313025,10905.319575,77659,431.15
"BIOCON",1097,3680,4777,10041.96875,822.658,10864.62675,29743,366.45
"MARICO",1063,8406,9469,9501.48684,1049.86452,10551.35136,32180,740.2
"BAJAJHLDNG",1438,21379,22817,8054.47538,2442.042455,10496.517835,9508,11207
"CHOLAFIN",920,2707,3627,9949.1598125,447.821125,10396.9809375,32042,1721.1
"FEDERALBNK",674,2649,3323,9691.3405,571.985,10263.3255,23096,287.15
"VOLTAS",1731,8174,9905,9193.0845375,891.21585,10084.3003875,44739,1421.7
"EICHERMOT",1248,6122,7370,9044.26486,808.53743,9852.80229,51371,7224
"LAURUSLABS",1106,4926,6032,9096.43123,608.44343,9704.87466,42599,958.4
"POWERGRID",1574,14398,15972,8544.88539,1095.43854,9640.32393,92639,287.45
"NBCC",1327,2663,3990,8808.08825,515.57545,9323.6637,21925,100.67
"ADANIENSOL",1308,2761,4069,8788.9980825,486.729675,9275.7277575,42262,990.5
"AMBER",1391,3369,4760,8772.80949,460.81567,9233.62516,18151,6267.5
"SUNPHARMA",1369,13843,15212,8124.781665,875.464835,9000.2465,118522,1696
"ASIANPAINT",1320,14325,15645,8035.4927,948.541125,8984.033825,104463,2408.6
"TVSMOTOR",1249,4973,6222,8128.473885,630.25998,8758.733865,65364,3715
"KPITTECH",2038,3299,5337,8457.111635,296.4897325,8753.6013675,26358,975
"KALYANKJIL",1744,8084,9828,7760.55164,992.68136,8753.233,53529,373.25
"POLICYBZR",1593,6036,7629,7990.46227,710.24667,8700.70894,46002,1430.1
"MOTHERSON",1080,2358,3438,8064.323415,433.661715,8497.98513,38929,120.73
"BHARATFORG",959,4359,5318,7609.72665,845.0803,8454.80695,24253,1576.9
"PGEL",1263,4441,5704,7046.535985,684.53656,7731.072545,24172,583.45
"RBLBANK",760,2128,2888,7370.07289,269.7191075,7639.7919975,38086,303.8
"YESBANK",1088,3190,4278,7288.26945,319.49963,7607.76908,53818,21.44
"SBICARD",1212,3569,4781,7212.74224,282.99192,7495.73416,42390,744
"LICHSGFIN",1356,3120,4476,7042.2759,292.6739,7334.9498,48211,517.45
"GLENMARK",962,2115,3077,7006.961025,316.2544875,7323.2155125,40796,1937
"PIDILITIND",878,5269,6147,6497.58875,648.9515,7146.54025,24657,1477
"DRREDDY",858,4653,5511,6689.779375,441.9881875,7131.7675625,38535,1252.3
"MPHASIS",903,3387,4290,6658.821455,460.0071025,7118.8285575,25281,2660.2
"SWIGGY",1482,7537,9019,6192.29091,924.30871,7116.59962,34913,318.25
"BAJAJ-AUTO",888,7089,7977,6426.06462,657.70089,7083.76551,68015,9663
"ASTRAL",895,6759,7654,5741.36444,1129.4307,6870.79514,26149,1501.8
"HUDCO",1174,3545,4719,6376.106955,476.303775,6852.41073,34243,193.99
"EXIDEIND",1025,3796,4821,6286.48524,504.79524,6791.28048,33233,337.2
"NESTLEIND",952,4278,5230,6199.7382,372.854,6572.5922,48329,1304
"TORNTPHARM",652,585,1237,6451.512,97.218925,6548.730925,12752,3960
"MFSL",914,1733,2647,6225.52488,258.96072,6484.4856,27812,1703.2
"MAXHEALTH",1111,4303,5414,5992.45836,481.086585,6473.544945,42563,1028.3
"ULTRACEMCO",952,6595,7547,6091.39362,379.349445,6470.743065,70057,12753
"PAGEIND",1221,3312,4533,6213.3561975,237.02253149999999,6450.378729,26235,34085
"AUBANK",618,1505,2123,6071.2692,249.1533,6320.4225,29395,982.7
"HDFCLIFE",731,3490,4221,5788.43991,348.10963,6136.54954,46601,714.5
"FORTIS",862,1041,1903,5781.2361125,165.1217325,5946.357845,19167,853.85
"CGPOWER",961,4408,5369,5408.873765,534.76441,5943.638175,36326,659.05
"DABUR",856,5123,5979,5413.24275,461.311875,5874.554625,37771,505.3
"CONCOR",841,2147,2988,5472.8985,237.506125,5710.404625,41652,520.4
"AMBUJACEM",949,4023,4972,5330.009265,316.933995,5646.94326,69217,531.95
"BANDHANBNK",907,3174,4081,5165.046,447.42672,5612.47272,41805,157.75
"IEX",1043,4712,5755,4950.716625,590.36175,5541.078375,49867,125.24
"INDIANB",598,1710,2308,5247.3932,267.5456,5514.9388,16945,875.3
"IREDA",1170,1894,3064,5230.13997,206.62188,5436.76185,35947,129.69
"GMRAIRPORT",709,3180,3889,4830.82641,435.6675675,5266.4939775,39572,97.19
"IRFC",921,6366,7287,4496.2586,680.886975,5177.145575,50313,114.6
"PATANJALI",1078,1053,2131,4934.28168,163.539,5097.82068,43796,503.5
"LODHA",1039,1925,2964,4880.38014,165.58776,5045.9679,30998,1046.05
"OBEROIRLTY",872,2469,3341,4699.203565,263.92471,4963.128275,25964,1517.5
"SHREECEM",685,1260,1945,4682.8050625,177.9476,4860.7526625,15675,27135
"GRASIM",647,1870,2517,4619.3976,201.3882,4820.7858,78477,2831.6
"APOLLOHOSP",482,3250,3732,4286.202975,489.2070875,4775.4100625,45040,7079.5
"APLAPOLLO",585,2286,2871,4459.50337,292.124175,4751.627545,30700,2164.9
"BOSCHLTD",480,1550,2030,4366.358305,287.7795125,4654.1378175,14063,36390
"KEI",571,872,1443,4364.7694825,140.016975,4504.7864575,14737,4385
"CIPLA",834,4863,5697,4166.283825,319.9374375,4486.2212625,64902,1325.7
"NAUKRI",935,3371,4306,4127.9456625,344.12025,4472.0659125,40558,1167.3
"PNBHOUSING",784,1680,2464,4314.961885,154.670945,4469.63283,29885,843.5
"PRESTIGE",633,904,1537,4293.555525,105.332715,4398.88824,13800,1496.9
"COLPAL",812,4848,5660,3918.0908925,383.9425875,4302.03348,40069,2133.3
"TATACONSUM",625,2984,3609,3994.36125,264.2552,4258.61645,37892,1151.8
"SUPREMEIND",617,1203,1820,4051.54092,135.952845,4187.493765,15201,3750.3
"OFSS",665,3645,4310,3742.4878575,425.557035,4168.0448925,26765,7481
"SBILIFE",518,3093,3611,3949.827825,216.9024375,4166.7302625,42846,2018.2
"PHOENIXLTD",683,848,1531,4092.050795,58.01551,4150.066305,16354,1710.6
"GODREJCP",646,2776,3422,3785.046,299.54655,4084.59255,25559,1163.5
"SIEMENS",632,3643,4275,3632.7248125,442.741355,4075.4661675,24796,3265.2
"BLUESTARCO",632,1539,2171,3821.348895,217.7734325,4039.1223275,12012,1853.5
"TATATECH",747,1069,1816,3885.58496,98.49264,3984.0776,21041,643.65
"SONACOMS",542,2652,3194,3506.58749,427.6348825,3934.2223725,18458,526
"DELHIVERY",396,1336,1732,3656.67788,264.4676725,3921.1455525,18806,440.15
"KFINTECH",756,988,1744,3760.0021,130.35155,3890.35365,15700,986.6
"INOXWIND",931,2066,2997,3637.8402775,236.125175,3873.9654525,37335,108.32
"LICI",603,2832,3435,3539.25453,330.05994,3869.31447,25992,834.4
"JSWENERGY",759,2618,3377,3548.0659,236.8553,3784.9212,48463,465.05
"BRITANNIA",413,2724,3137,3059.4879875,406.974475,3466.4624625,36270,5898
"SRF",571,1290,1861,3330.78128,112.13916,3442.92044,26769,2907.4
"INDHOTEL",470,1461,1931,3226.352,164.7429,3391.0949,40364,687.55
"IRCTC",583,2306,2889,3142.5230375,247.060275,3389.5833125,46609,618.6
"MANKIND",684,1761,2445,3201.01011,117.897255,3318.907365,22522,2085.9
"ZYDUSLIFE",364,909,1273,2972.47392,120.42225,3092.89617,15423,906
"SYNGENE",587,1789,2376,2745.3342,179.7908,2925.125,21476,462.35
"PPLPHARMA",686,663,1349,2845.240125,54.76905,2900.009175,14592,158.37
"PETRONET",457,1757,2214,2599.78007,245.80965,2845.58972,36477,297.75
"PIIND",476,1184,1660,2599.50677,143.3863025,2742.8930725,25837,3114.3
"HAVELLS",385,1291,1676,2583.7865,124.05195,2707.83845,30399,1335.2
"UNOMINDA",367,628,995,2402.28164,96.406035,2498.687675,12258,1180.5
