"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",38335,23500335,23538670,641888.7601425,1406611.158654,2048499.9187965,7811166,25624.5
"NIFTY",38335,23500335,23538670,641888.7601425,0,641888.7601425,269004,25624.5
"BANKNIFTY",9087,830706,839793,164457.55455,115030.4715,279488.02605,914693,60023.2
"HAL",29184,167913,197097,175008.900615,29382.39819,204391.298805,172447,4017.8
"HAL",29184,167913,197097,175008.900615,0,175008.900615,72415,4017.8
"TRENT",24659,216431,241090,99413.36276,19562.52715,118975.88991,153367,4040.5
"DIXON",17160,127108,144268,97409.91557,17543.379595,114953.295165,126551,11187
"MCX",6004,36409,42413,91658.221625,18023.8275,109682.049125,60025,2416.6
"VEDL",12707,65910,78617,95755.217015,13324.391165,109079.60818,160106,645.8
"INFY",14766,127189,141955,91344.88332,11446.85212,102791.73544,325555,1535.1
"CUMMINSIND",9410,54088,63498,78938.9299,9354.16846,88293.09836,28420,4286.2
"AXISBANK",9392,58069,67461,77987.8928125,5182.188625,83170.0814375,182568,1319.7
"MIDCPNIFTY",3875,109609,113484,63528.641771999995,18752.22708,82280.868852,132907,13623.1
"HINDZINC",9315,58219,67534,68928.6139675,12850.59741,81779.2113775,118607,599.35
"TCS",11813,127584,139397,62493.6837175,9600.014165,72093.6978825,302720,3009
"HINDZINC",9315,58219,67534,68928.6139675,0,68928.6139675,33016,599.35
"HINDZINC",9315,58219,67534,68928.6139675,0,68928.6139675,33016,599.35
"SBIN",7548,53793,61341,60937.52745,7553.988375,68491.515825,175128,1076.2
"MIDCPNIFTY",3875,109609,113484,63528.641771999995,0,63528.641771999995,19085,13623.1
"MIDCPNIFTY",3875,109609,113484,63528.641771999995,0,63528.641771999995,19085,13623.1
"BHARTIARTL",6044,35226,41270,57955.203815,4589.4765525,62544.6803675,148768,2015.3
"RELIANCE",7251,73525,80776,52699.0455,6473.65495,59172.70045,388879,1446.1
"RELIANCE",7251,73525,80776,52699.0455,0,52699.0455,217284,1446.1
"ICICIBANK",5020,33009,38029,49565.75624,2795.10749,52360.86373,251694,1404.7
"BSE",4295,18498,22793,46232.3743125,5766.3942,51998.7685125,58007,2859.3
"KOTAKBANK",5968,14466,20434,49117.3196,2000.8926,51118.2122,139701,406.95
"NATIONALUM",3352,15581,18933,44733.47325,5923.117125,50656.590375,41041,359.15
"PFC",8102,40865,48967,43682.7534,6737.96695,50420.72035,91273,414.95
"KOTAKBANK",5968,14466,20434,49117.3196,0,49117.3196,107035,406.95
"INDIGO",5839,40622,46461,42599.275305,5466.531435,48065.80674,97858,4850.1
"HINDALCO",6670,22298,28968,43644.88324,3654.64596,47299.5292,93890,927.55
"BEL",6208,54723,60931,38354.6523375,6311.51595,44666.1682875,185646,434.05
"KAYNES",10349,41593,51942,37624.96432,6482.89092,44107.85524,76489,3596
"MUTHOOTFIN",4068,13631,17699,40174.13488,3500.0506475,43674.1855275,32789,3548
"TATASTEEL",3631,11661,15292,38828.41325,2514.0302,41342.44345,79169,194.44
"ETERNAL",5103,35393,40496,36079.17716,5106.2592075,41185.4363675,154484,286.85
"RECLTD",6795,31663,38458,36170.07128,4051.40736,40221.47864,115705,381.45
"TATASTEEL",3631,11661,15292,38828.41325,0,38828.41325,46154,194.44
"NYKAA",4375,14570,18945,35236.064375,3468.3825,38704.446875,19757,258.6
"WIPRO",5068,15053,20121,35747.7873,1649.4048,37397.1921,89346,233.77
"TMPV",10916,55458,66374,32246.58976,3744.94416,35991.53392,181205,366.35
"WIPRO",5068,15053,20121,35747.7873,0,35747.7873,47958,233.77
"WIPRO",5068,15053,20121,35747.7873,0,35747.7873,47958,233.77
"TIINDIA",5754,52705,58459,28380.46078,6477.36388,34857.82466,30809,2432.5
"HDFCBANK",6096,46611,52707,31972.85091,2881.238745,34854.089655,594539,950.5
"JIOFIN",4891,31961,36852,31039.86784,3379.963875,34419.831715,126855,268.1
"NTPC",5379,46306,51685,29539.4235,2885.57865,32425.00215,123733,366.6
"TMPV",10916,55458,66374,32246.58976,0,32246.58976,107893,366.35
"IOC",3259,20980,24239,27936.6637875,4277.91,32214.5737875,39203,173.25
"BAJFINANCE",4040,28943,32983,29081.62905,2838.696375,31920.325425,165478,956.45
"TATAPOWER",5229,45961,51190,27632.18455,3363.17785,30995.3624,82203,361.9
"PNB",2885,9900,12785,28771.7992,1933.1376,30704.9368,52394,123.77
"ABCAPITAL",2609,10876,13485,27409.96099,2441.33153,29851.29252,38390,338
"SHRIRAMFIN",3422,13383,16805,27794.943165,1877.187675,29672.13084,72259,986.1
"ADANIPORTS",3536,25509,29045,26302.7960625,3310.660795,29613.4568575,84268,1561.5
"HEROMOTOCO",2948,25535,28483,25591.96671,3958.897245,29550.863955,50697,5790
"CANBK",2660,6769,9429,26799.12135,1424.12175,28223.2431,61843,148.29
"HDFCAMC",3221,10749,13970,26644.48671,1492.88652,28137.37323,35051,2754.7
"TATAPOWER",5229,45961,51190,27632.18455,0,27632.18455,39394,361.9
"HINDPETRO",2553,12955,15508,24235.6047975,2626.7378625,26862.34266,30930,462.2
"HINDUNILVR",3235,27808,31043,23432.30292,3369.89958,26802.2025,74168,2382.3
"M&M",3312,18410,21722,23594.9517,2249.93112,25844.88282,136416,3554.2
"IDEA",2980,8129,11109,24079.24134,1720.989345,25800.230685,136506,11.13
"NMDC",4035,15830,19865,22972.95,2148.867225,25121.817225,75984,83.99
"INDUSINDBK",3626,7390,11016,23187.2396,859.5636,24046.8032,67832,904.75
"ITC",4264,46685,50949,21428.68256,2342.93824,23771.6208,280381,310.35
"LUPIN",2231,12923,15154,21059.31661,2708.405915,23767.722525,25434,2230.4
"MARUTI",2698,43051,45749,20209.460035,3035.075695,23244.53573,148391,14907
"LT",2983,21045,24028,21205.436875,1855.3350725,23060.7719475,150921,4050.3
"DMART",3751,12579,16330,21704.43051,1199.762625,22904.193135,53720,3870
"BHEL",2910,13292,16202,20721.4917,2061.9372375,22783.4289375,56957,269.3
"JUBLFOOD",3145,9484,12629,20718.903875,1507.79325,22226.697125,26889,526.6
"RVNL",4396,12864,17260,20298.456075,1795.7022925,22094.1583675,87632,317.15
"BDL",4166,34015,38181,18212.179125,3812.53264,22024.711765,63645,1256.6
"PERSISTENT",3266,20557,23823,19496.50174,2491.5218,21988.02354,40363,6003.5
"ADANIGREEN",3310,15812,19122,19177.88724,2734.12098,21912.00822,68917,961.75
"LTF",3254,9537,12791,20595.9357,1209.155175,21805.090875,41872,280.9
"HCLTECH",3457,25276,28733,19722.961755,1957.03858,21680.000335,83645,1619.9
"COFORGE",3221,15828,19049,19453.3417875,2131.96305,21585.3048375,56504,1607.6
"DIVISLAB",3416,8372,11788,20494.99211,1034.62805,21529.62016,49816,5990.5
"ADANIENT",2748,14523,17271,18899.6687694,2313.198411,21212.8671804,114177,2219
"PAYTM",2262,6250,8512,19832.185485,1204.0013375,21036.1868225,41733,1197.3
"BPCL",2470,13700,16170,18854.4672575,2171.360425,21025.8276825,32191,382
"BANKBARODA",2304,7791,10095,19691.08596,1238.406975,20929.492935,58637,290.1
"TECHM",1895,12942,14837,18792.80934,2029.02708,20821.83642,52567,1638.6
"ONGC",3008,23703,26711,18088.96185,2672.875125,20761.836975,93493,268.25
"JUBLFOOD",3145,9484,12629,20718.903875,0,20718.903875,18532,526.6
"MANAPPURAM",2204,5823,8027,19084.4991,1462.8183,20547.3174,29557,288.2
"DLF",3590,12203,15793,19351.573065,1149.3481725,20500.9212375,91839,648.35
"HCLTECH",3457,25276,28733,19722.961755,0,19722.961755,50688,1619.9
"HCLTECH",3457,25276,28733,19722.961755,0,19722.961755,50688,1619.9
"SUZLON",4155,12460,16615,18398.89928,1280.912835,19679.812115,60020,48.77
"CDSL",2820,8437,11257,18185.726025,1056.078615,19241.80464,47944,1343
"ABB",2533,6607,9140,18059.6069375,1031.6672375,19091.274175,38455,5737.5
"TECHM",1895,12942,14837,18792.80934,0,18792.80934,29882,1638.6
"TECHM",1895,12942,14837,18792.80934,0,18792.80934,29882,1638.6
"IDFCFIRSTB",2234,6576,8810,17712.94609,952.42378,18665.36987,51814,85.02
"UPL",1691,7574,9265,17086.7241175,1284.9563915,18371.680509,37431,736.9
"ASHOKLEY",1684,5480,7164,16840.192,1198.6725,18038.8645,47761,201.8
"BANKINDIA",1886,6400,8286,16040.58456,1264.38052,17304.96508,19022,162.95
"NHPC",3173,15059,18232,15714.8256,1545.9488,17260.7744,25841,78.9
