"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",35880,21684010,21719890,600807.439999,1292513.0888214998,1893320.5288204998,7784985,25624.5
"BANKNIFTY",8435,757591,766026,152673.071151,105101.80281,257774.87396099998,919274,60023.2
"HAL",26076,151159,177235,156250.48608,26509.559895,182760.045975,172934,4017.8
"DIXON",15694,118039,133733,89156.63422,16216.620755,105373.254975,126070,11187
"TRENT",21782,189204,210986,87622.41609,16801.18325,104423.59934,152840,4040.5
"MCX",5638,34114,39752,86118.269375,16786.928,102905.197375,59873,2416.6
"VEDL",11936,59943,71879,90019.165825,12066.93919,102086.105015,159820,645.8
"INFY",13941,121506,135447,86259.70012,10952.59888,97212.299,325155,1535.1
"CUMMINSIND",8652,48081,56733,72420.24214,8215.44424,80635.68638,27756,4286.2
"AXISBANK",8879,52465,61344,73746.5158125,4637.5083125,78384.024125,182130,1319.7
"HINDZINC",8726,54501,63227,64594.20786,12133.60638,76727.81424,118570,599.35
"MIDCPNIFTY",3157,103815,106972,51773.75652,17620.398635999998,69394.15515600001,133205,13623.1
"TCS",11080,122677,133757,58610.3615825,9198.4594975,67808.82108,302267,3009
"SBIN",6472,50356,56828,52246.47045,7078.7322,59325.20265,174931,1076.2
"BHARTIARTL",5352,32596,37948,51289.7223775,4244.6946675,55534.417045,148218,2015.3
"RELIANCE",6754,66867,73621,49085.2784,5697.64815,54782.92655,388255,1446.1
"ICICIBANK",4763,31152,35915,47030.32236,2633.77275,49664.09511,251581,1404.7
"BSE",4073,17586,21659,43848.2636625,5468.982825,49317.2464875,57947,2859.3
"KOTAKBANK",5515,13411,18926,45414.4384,1850.434,47264.8724,139446,406.95
"NATIONALUM",3108,14598,17706,41478.9135,5502.889125,46981.802625,40972,359.15
"PFC",7450,36926,44376,40193.5365,6169.62437,46363.16087,91453,414.95
"INDIGO",5573,38436,44009,40654.52208,5166.187815,45820.709895,97686,4850.1
"HINDALCO",6462,20971,27433,42290.99812,3474.36817,45765.36629,93972,927.55
"BEL",5943,51900,57843,36714.2473425,5966.45562,42680.7029625,185736,434.05
"KAYNES",9983,40482,50465,36309.39589,6336.91694,42646.31283,76164,3596
"MUTHOOTFIN",3942,13059,17001,38939.8354675,3356.1879175,42296.023385,32804,3548
"TATASTEEL",3409,9845,13254,36438.78315,2099.17125,38537.9544,78787,194.44
"ETERNAL",4755,32243,36998,33642.0795625,4592.359755,38234.4393175,154565,286.85
