"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",53646,37400473,37454119,898095.1303089999,2280694.9533225,3178790.0836315,8021342,25627.45
"BANKNIFTY",12343,1245433,1257776,223331.25943200002,173477.337126,396808.596558,917171,59989.15
"HAL",39946,234622,274568,240278.75835,41098.873485,281377.631835,173966,4038.6
"TRENT",36504,330947,367451,148143.98298,30218.31677,178362.29975,156003,4103
"INFY",25166,207212,232378,155002.15532,18602.85312,173605.00844,334229,1521.2
"MCX",9244,53199,62443,140855.5840625,26647.0129375,167502.597,61458,2407
"DIXON",23437,184860,208297,133156.78554,25483.558955,158640.344495,125919,11425
"VEDL",17218,88892,106110,129667.29688,17732.30586,147399.60274,161228,657.5
"CUMMINSIND",14910,109033,123943,126870.6675,19457.41106,146328.07856,30127,4400.6
"POLICYBZR",23777,95790,119567,126594.104525,15507.272515,142101.37704,49741,1554
"MIDCPNIFTY",6645,172518,179163,108976.24382399999,29917.868028,138894.111852,131177,13695.45
"BHARTIARTL",13400,64599,77999,128388.55693,8127.62202,136516.17895,154973,1988.4
"PFC",20883,87324,108207,111531.66648,13242.82752,124774.494,95513,411.65
"HINDZINC",13312,82354,95666,98794.1901625,18523.1305525,117317.320715,119481,611
"AXISBANK",12771,78501,91272,105955.487875,7104.097375,113059.58525,184609,1324.6
"TCS",17246,184039,201285,91107.603755,13771.78138,104879.385135,309117,2992
"SBIN",11144,80752,91896,89986.457475,11040.4422,101026.899675,178129,1073.8
"RELIANCE",10857,111225,122082,78863.56615,9796.6758,88660.24195,390047,1442
"ICICIBANK",8311,50547,58858,82018.32149,4271.21625,86289.53774,252536,1400.9
"KOTAKBANK",9731,22317,32048,79845.9136,3065.2256,82911.1392,142296,405.25
"IOC",8504,43980,52484,72716.95665,8375.8315875,81092.7882375,43194,175.7
"TATASTEEL",6481,30329,36810,69745.9697,7087.6542,76833.6239,80683,196.9
"BSE",6074,30767,36841,65460.048375,10352.0202,75812.068575,58069,2887.5
"NATIONALUM",4692,20917,25609,62751.216,7704.911625,70456.127625,41069,363.35
"MUTHOOTFIN",6149,20609,26758,60696.2468475,5407.28573,66103.5325775,33270,3585.6
"HINDALCO",9174,31038,40212,60081.1092,5119.29257,65200.40177,94223,938.8
"KAYNES",15213,63021,78234,55262.80023,9420.24606,64683.04629,79255,3629
"INDIGO",7675,53771,61446,56038.57872,7006.44276,63045.02148,98587,4889.4
"RECLTD",10541,46315,56856,56028.28784,5668.77892,61697.06676,116018,382
"ETERNAL",7604,50201,57805,53550.485905,7105.5543375,60656.0402425,154671,286.3
"BEL",8477,72793,81270,52350.01581,8263.3169325,60613.3327425,186820,432.3
"NYKAA",6691,26752,33443,54168.8703125,6088.5575,60257.4278125,20788,257.56
"HDFCBANK",10021,70609,80630,52561.40208,4352.071295,56913.473375,595939,949.8
"TMPV",17185,88718,105903,50916.92624,5935.9732,56852.89944,183388,372.6
"TIINDIA",9626,80366,89992,46946.15058,9886.34128,56832.49186,32567,2361.7
"WIPRO",7452,22289,29741,52439.9088,2398.5603,54838.4691,90783,232.8
"GODREJPROP",10251,60892,71143,47440.6683575,7043.6947075,54484.363065,72713,1681.6
"JUBLFOOD",7210,32362,39572,48147.2325,5578.859125,53726.091625,29291,544.9
"IDEA",5975,21786,27761,48276.1805625,4664.272665,52940.4532275,138212,11.22
"BAJFINANCE",6554,46274,52828,47301.45795,4304.6256,51606.08355,166065,967
"MARUTI",5572,83545,89117,41907.129195,6354.263875,48261.39307,150254,15108
"ADANIPORTS",5667,42053,47720,42237.5586475,5790.3129375,48027.871585,84361,1565.3
"DMART",7610,38920,46530,44261.862225,3643.52136,47905.383585,55434,3928
"DIVISLAB",7386,21500,28886,44782.11531,2675.70282,47457.81813,50262,6117.5
"LUPIN",4417,25940,30357,41797.10967,5305.9779925,47103.0876625,26950,2215.9
"NTPC",7680,72400,80080,42157.9377,4460.64555,46618.58325,127455,366.35
"JIOFIN",6455,43693,50148,40980.63386,4672.74235,45653.37621,127435,269.6
"SHRIRAMFIN",5265,17529,22794,42856.7519325,2406.459,45263.2109325,72513,985.9
"SUZLON",9074,36571,45645,39865.906875,3362.69695,43228.603825,64106,47.5
"PNB",3960,13280,17240,39462.7056,2509.84,41972.5456,52860,123.86
"HINDPETRO",3987,18380,22367,37611.44442,3550.973175,41162.417595,31936,458.85
"ABCAPITAL",3584,13934,17518,37704.08232,3022.33353,40726.41585,37972,340.5
"CANBK",3837,10541,14378,38634.098175,2076.6159,40710.714075,61977,148.55
"HEROMOTOCO",4029,37945,41974,34920.465345,5715.19866,40635.664005,52287,5794
"HCLTECH",6402,41343,47745,36353.42809,3156.895945,39510.324035,85855,1607.7
"M&M",5037,27193,32230,35951.12826,3344.51226,39295.64052,137156,3579.2
"HINDUNILVR",4821,36990,41811,34780.72515,4317.77853,39098.50368,76751,2366
"ADANIENT",5041,23304,28345,34715.0256417,3773.9404455,38488.966087199995,114308,2227
"TATAPOWER",6425,56723,63148,33934.57533,4194.78997,38129.3653,83193,364.2
"HDFCAMC",4365,14594,18959,36119.68266,1940.74866,38060.43132,35772,2751.5
"UNOMINDA",5123,20392,25515,34359.98269,3221.562905,37581.545595,15604,1222.5
"ITC",6544,70617,77161,32810.15664,3633.91856,36444.0752,283564,310.05
"LT",4673,36311,40984,33267.199315,3158.8810575,36426.0803725,153048,4070
"NMDC",5807,21934,27741,33126.758325,3016.378575,36143.1369,76232,84.24
"ABB",4592,20219,24811,32957.0640625,3179.570375,36136.6344375,37600,5808.5
"MAXHEALTH",5655,29188,34843,30472.4236425,3339.2100525,33811.633695,44785,1030.8
"RVNL",6528,20911,27439,30059.8168325,2800.2021025,32860.018935,89511,317.05
"COFORGE",4784,21899,26683,28869.1446,2966.050725,31835.195325,57554,1600.7
"ASHOKLEY",2965,9036,12001,29602.1475,1825.5785,31427.726,48228,201.27
"VBL",5972,17570,23542,29765.7172125,1612.0391625,31377.756375,79365,438.3
"ONGC",4510,36475,40985,27129.05235,4175.6787,31304.73105,93954,269.2
"BANKBARODA",3408,11235,14643,29068.7988825,1706.5845225,30775.383405,58791,289.9
"PERSISTENT",4581,28517,33098,27331.20208,3406.27086,30737.47294,40833,5995
"POWERINDIA",3006,6211,9217,28590.40359,1784.3359,30374.73949,11313,19080
"PAYTM",3212,9406,12618,28161.9918575,1766.4315425,29928.4234,42110,1207.2
"DLF",5205,19352,24557,28095.6582225,1739.2616175,29834.91984,91552,658.3
"BDL",5641,45301,50942,24703.196945,4992.865185,29696.06213,63769,1269.9
"TECHM",2738,17052,19790,27118.30824,2564.04252,29682.35076,52731,1638.7
"MANAPPURAM",3158,8391,11549,27421.8714,2148.3777,29570.2491,29536,291.75
"INDUSINDBK",4446,10574,15020,28390.49346,1175.28327,29565.77673,68266,904.9
"ADANIGREEN",4479,21200,25679,25924.10898,3611.21124,29535.32022,69075,959.45
"BHEL",3715,18989,22704,26442.70335,2758.8054375,29201.5087875,57463,268.85
"JINDALSTEL",3604,14705,18309,26430.499,2225.34225,28655.84125,32488,1177.2
"TITAN",3599,21623,25222,25837.426685,2401.45836,28238.885045,81891,4091
"BPCL",3251,18004,21255,24739.023405,2729.440125,27468.46353,32292,381.6
"LTF",4022,12530,16552,25499.6478,1598.74965,27098.39745,41497,284.2
"UPL",2382,10558,12940,24083.716071,1801.5953984999999,25885.311469499997,37283,745.15
"SUNPHARMA",4002,32109,36111,23838.22469,2023.86037,25862.08506,123831,1707.4
"MAZDOCK",4779,19911,24690,22704.66632,2828.19308,25532.8594,50659,2396
"AUROPHARMA",3714,9203,12917,24338.174355,1193.314045,25531.4884,51220,1194.5
"AMBER",3598,12875,16473,22865.59298,2415.25493,25280.84791,19390,6458
"SAIL",3263,6144,9407,23980.05565,1230.2391,25210.29475,55935,157.37
"JSWSTEEL",2717,12618,15335,22561.888905,1806.9909975,24368.8799025,95750,1231.4
"BANKINDIA",2666,8056,10722,22640.34656,1567.88996,24208.23652,19169,163.01
"CDSL",3511,12606,16117,22617.6254125,1484.95412,24102.5795325,48534,1350
"LTIM",2596,12936,15532,22145.84769,1805.32902,23951.17671,27424,5684.5
"IDFCFIRSTB",2788,9279,12067,22102.6338575,1278.9418075,23381.575665,51838,85.2
"NHPC",4238,22042,26280,21087.04832,2267.584,23354.63232,26074,80.09
"BHARATFORG",2723,8483,11206,21521.77645,1635.2645,23157.04095,24587,1580.5
"INDUSTOWER",2909,7980,10889,21910.21421,1232.53757,23142.75178,68038,443.5
"UNIONBANK",2651,11520,14171,20872.3599375,1978.85823,22851.2181675,30422,177.44
"CROMPTON",4528,10963,15491,20066.56596,1227.01896,21293.58492,47833,245.08
"COALINDIA",3353,17535,20888,19360.30167,1842.41574,21202.71741,78422,429.45
"SOLARINDS",2859,12537,15396,19117.71651,1576.891245,20694.607755,35994,13322
"FEDERALBNK",1367,5142,6509,19649.872,1024.971,20674.843,23228,287.7
"TVSMOTOR",2969,9051,12020,19344.16295,1149.753395,20493.916345,65420,3718.7
"OIL",2570,11285,13855,18058.1674,2078.50104,20136.66844,25182,498.7
"ASIANPAINT",2963,27283,30246,18016.04235,1838.70735,19854.7497,104140,2430
"TATAELXSI",3265,18682,21947,17858.48782,1689.44131,19547.92913,30246,5416
"POLYCAB",1934,8458,10392,18281.9009125,1062.8017,19344.7026125,37411,7537.5
"ANGELONE",2572,13977,16549,17020.767725,2009.727725,19030.49545,28650,2637.2
"POWERGRID",3074,29613,32687,16692.45209,2135.14115,18827.59324,93722,288.45
"NBCC",2681,5736,8417,17674.47435,1130.10755,18804.5819,22408,100.82
"CHOLAFIN",1670,4764,6434,18068.904125,710.3225625,18779.2266875,31989,1727.2
"GAIL",3578,8498,12076,18148.53222,614.925675,18763.457895,60432,160.13
"BAJAJFINSV",3405,28375,31780,17131.804775,1543.489225,18675.294,89366,2004.8
"EICHERMOT",2417,10372,12789,17501.14185,1161.72896,18662.87081,51761,7201.5
"VOLTAS",3165,16065,19230,16860.9310125,1732.860375,18593.7913875,45912,1429.6
"MARICO",1844,12202,14046,16461.36744,1484.96832,17946.33576,32826,745.2
"BIOCON",1780,5600,7380,16309.4205,1222.2115,17531.632,29969,367.05
"ADANIENSOL",2459,5346,7805,16577.3104875,944.0965125,17521.407,42620,1005.35
"KALYANKJIL",3454,15726,19180,15377.87266,2037.6592675,17415.5319275,53839,377.6
"LAURUSLABS",1956,8019,9975,16077.89059,965.22583,17043.11642,42868,962.4
"GLENMARK",2156,4859,7015,15771.07275,667.36755,16438.4403,41040,1970.7
"YESBANK",2334,5956,8290,15604.2695,627.42073,16231.69023,54717,21.36
"LICHSGFIN",3033,5324,8357,15735.3674,463.9835,16199.3509,48936,514.8
"SWIGGY",3517,13283,16800,14597.80114,1583.84109,16181.64223,35818,320.45
"AMBUJACEM",2741,8938,11679,15334.42512,802.97238,16137.3975,69245,530.95
"TORNTPHARM",1600,1444,3044,15820.0822,205.571175,16025.653375,13240,3985.5
"DRREDDY",1879,10693,12572,14672.45875,1007.1038125,15679.5625625,39289,1248
"WAAREEENER",2640,8890,11530,14270.8425825,1345.6419375,15616.48452,29366,3060.8
"PIDILITIND",1921,9224,11145,14186.96065,1042.06685,15229.0275,25111,1464.8
"BAJAJ-AUTO",1898,14370,16268,13745.2634775,1322.1879825,15067.45146,68454,9638.5
"SBICARD",2392,6037,8429,14229.4592,456.32504,14685.78424,42663,746
"PAGEIND",2718,10301,13019,13839.579736500002,753.726,14593.3057365,27358,34700
"ULTRACEMCO",2149,12597,14746,13759.986135,743.463925,14503.45006,70834,12796
"MPHASIS",1842,6046,7888,13521.29614,770.17743,14291.47357,25969,2635.3
"BAJAJHLDNG",1960,29395,31355,10951.40748,3187.76369,14139.17117,9394,10989
"ASTRAL",1832,11341,13173,11749.90768,1810.222985,13560.130665,26259,1500.9
"APOLLOHOSP",1379,7719,9098,12264.2691,1096.57895,13360.84805,45340,7108.5
"PGEL",2157,8316,10473,12024.82621,1159.837995,13184.664205,24598,584.5
"GRASIM",1784,3906,5690,12734.53275,370.66555,13105.1983,79276,2847.9
"PATANJALI",2731,2038,4769,12522.63924,283.97475,12806.61399,44226,510.95
"NESTLEIND",1850,8787,10637,12050.6025,747.3623,12797.9648,48482,1297.8
"MOTHERSON",1583,5904,7487,11812.891095,894.900645,12707.79174,38895,121.26
"APLAPOLLO",1574,4861,6435,12037.89685,646.41094,12684.30779,30848,2184.8
"SIEMENS",1945,11187,13132,11252.832185,1326.8775625,12579.7097475,25271,3314.9
"RBLBANK",1231,3642,4873,11932.063385,408.9587325,12341.0221175,38493,304.5
"KPITTECH",2860,5611,8471,11836.174435,452.7748125,12288.9492475,26860,964.4
"EXIDEIND",1852,6936,8788,11305.287,893.49714,12198.78414,33520,337
"DABUR",1779,10274,12053,11255.566875,847.78525,12103.352125,38037,504.6
"HDFCLIFE",1435,6995,8430,11349.72245,615.94775,11965.6702,46982,717.65
"AUBANK",1128,4190,5318,11100.9784,706.4305,11807.4089,29635,986.2
"MFSL",1640,3139,4779,11190.92436,415.81716,11606.74152,28525,1707.1
"OBEROIRLTY",1973,6724,8697,10658.91379,710.446205,11369.359995,25916,1557.4
"KEI",1441,2446,3887,11037.2178875,306.8674525,11344.08534,15097,4413.6
"PIIND",1994,2865,4859,10904.837755,335.64216,11240.479915,26264,3147.8
"NAUKRI",2315,10262,12577,10156.2056625,947.875575,11104.0812375,41945,1167.4
"BANDHANBNK",1824,5076,6900,10377.7416,718.16328,11095.90488,41614,157.15
"CGPOWER",1780,8247,10027,10037.904235,968.199385,11006.10362,36277,666.15
"IEX",2088,9805,11893,9873.0765,1086.706125,10959.782625,50956,125.11
"BAJAJHLDNG",1960,29395,31355,10951.40748,0,10951.40748,4219,10989
"SHREECEM",1521,3179,4700,10376.915885,473.7786975,10850.6945825,15746,27215
"IRFC",1984,11641,13625,9650.08655,1137.869925,10787.956475,51325,114.65
"CONCOR",1575,3781,5356,10251.476125,416.9235,10668.399625,41817,523.7
"HUDCO",1829,6062,7891,9891.82494,769.0560075,10660.8809475,34456,194.51
"INDIANB",1148,3162,4310,10081.6244,487.2101,10568.8345,17076,878.65
"IREDA",2255,3938,6193,10051.106835,444.81126,10495.918095,36665,130.1
"SBILIFE",1280,9392,10672,9723.8942625,740.091075,10463.9853375,44498,2018.4
"TATACONSUM",1558,5911,7469,9914.024945,490.67403,10404.698975,38074,1153.3
"CIPLA",1875,10941,12816,9374.9911875,716.9317875,10091.922975,64572,1333.7
"PHOENIXLTD",1627,2374,4001,9795.18225,183.049825,9978.232075,16848,1711.1
"GMRAIRPORT",1331,6890,8221,9070.2167625,903.4515225,9973.668285,40199,98.03
"GODREJCP",1573,5381,6954,9218.1493,496.3464,9714.4957,25736,1167.4
"SONACOMS",1355,4010,5365,8767.16722,634.4109625,9401.5781825,18547,526.5
"BOSCHLTD",969,3231,4200,8809.2552775,560.2433825,9369.49866,14324,36385
"INDHOTEL",1267,4605,5872,8721.4752,522.2188,9243.694,40626,688.1
"DELHIVERY",943,3028,3971,8683.2415025,485.818505,9169.0600075,18614,444.2
"INOXWIND",2201,4149,6350,8546.2234,506.1345575,9052.3579575,37714,107.14
"COLPAL",1747,8302,10049,8408.5691175,603.7083225,9012.27744,40807,2119.9
"FORTIS",1286,2200,3486,8593.5437125,304.2926675,8897.83638,19545,856.8
"LODHA",1758,4420,6178,8269.0038,302.11002,8571.11382,31388,1045.1
"ZYDUSLIFE",965,3267,4232,7881.75171,437.91102,8319.66273,16088,907.9
"LICI",1271,6794,8065,7454.98971,719.11833,8174.10804,27002,838.25
"JSWENERGY",1639,5337,6976,7681.2777,472.1196,8153.3973,48240,470
"SUPREMEIND",1188,2940,4128,7784.91308,302.4452375,8087.3583175,15146,3739.8
"BLUESTARCO",1277,3002,4279,7721.13602,327.3183225,8048.4543425,12379,1871.3
"KFINTECH",1543,1918,3461,7617.3273,237.9825,7855.3098,16030,989.2
"PRESTIGE",1104,2757,3861,7493.44158,318.067155,7811.508735,14163,1509.3
"TATATECH",1460,1987,3447,7560.88224,176.53432,7737.41656,21448,642.75
"SYNGENE",1568,5264,6832,7273.3521,460.0039,7733.356,21975,460.15
"OFSS",1243,6189,7432,6980.854875,723.7329,7704.587775,27367,7463
"PNBHOUSING",1284,2182,3466,7056.6847,204.522435,7261.207135,29987,842.3
"TORNTPOWER",1118,4696,5814,6612.996345,609.9623375,7222.9586825,13583,1420
"BRITANNIA",870,4979,5849,6433.178075,637.968875,7071.14695,36476,5880
"FINNIFTY",273,16446,16719,4545.6341760000005,2386.352268,6931.986444,19145,27657.2
"HAVELLS",988,3462,4450,6638.8609,289.90735,6928.76825,30784,1348
"IRCTC",1146,4608,5754,6182.5554,494.10935,6676.66475,46303,621.75
"PPLPHARMA",1538,1657,3195,6357.9077625,119.401275,6477.3090375,14958,158.53
"360ONE",1044,3693,4737,5977.9581,268.67825,6246.63635,9132,1138.7
"MANKIND",1248,3714,4962,5844.32181,229.85559,6074.1774,22720,2093.8
"SRF",971,2830,3801,5663.05952,244.37824,5907.43776,26847,2907.9
"ALKEM",739,2447,3186,5204.3419125,143.7499875,5348.0919,12428,5668.5
"CAMS",887,1881,2768,4846.1232,184.62855,5030.75175,15970,729.6
"NUVAMA",702,1586,2288,4838.9679,138.74645,4977.71435,9428,1374.3
"PETRONET",747,4309,5056,4245.86141,487.43664,4733.29805,36963,299.25
"ICICIGI",698,2858,3556,4202.428035,161.6517825,4364.0798175,21226,1875.3
"PREMIERENE",925,1327,2252,4136.4646125,188.26282,4324.7274325,13631,773.35
"UNITDSPR",723,2820,3543,3951.63716,272.40944,4224.0466,36402,1360.7
"DALBHARAT",555,4059,4614,3887.9208875,285.42124,4173.3421275,16465,2153.5
"NIFTYNXT50",212,484,696,3649.50321,84.61052,3734.11373,1423,68925.95
"ICICIPRULI",418,1293,1711,2547.145675,89.9809475,2637.1266225,20204,656.15
"SAMMAANCAP",62,119,181,393.07504,7.95758,401.03262,38418,145.77
