"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",51585,35683989,35735574,863623.2371715,2177819.5275915,3041442.764763,7970773,25628
"BANKNIFTY",11802,1203578,1215380,213554.744265,168127.064199,381681.808464,915685,60007.35
"HAL",39241,231032,270273,236005.45959,40432.830465,276438.290055,173803,4045
"TRENT",35520,321638,357158,144090.64493,29415.9203,173506.56523,156107,4105.5
"INFY",23688,197220,220908,145961.71896,17736.35672,163698.07568,335042,1520.4
"DIXON",22986,179618,202604,130569.156165,24869.111895,155438.26806,125956,11427
"MCX",8474,50060,58534,129211.080375,25028.388625,154239.469,60868,2404.2
"VEDL",16519,85162,101681,124374.14657,17043.550505,141417.697075,161339,654.75
"CUMMINSIND",14252,103920,118172,121084.66048,18442.78412,139527.4446,30147,4383.6
"MIDCPNIFTY",6403,163428,169831,104987.038764,28369.44198,133356.480744,131169,13692.9
"BHARTIARTL",12322,58820,71142,118144.274395,7399.3324025,125543.6067975,153629,1994.8
"HINDZINC",12848,79586,92434,95305.728385,17972.7000775,113278.4284625,119413,608.9
"AXISBANK",12290,76407,88697,101967.650375,6907.0184375,108874.6688125,184506,1324.4
"TCS",16804,179127,195931,88779.6427875,13438.8688175,102218.511605,309054,2994.2
"SBIN",10904,79187,90091,88049.307825,10840.77,98890.077825,177997,1072.9
"POLICYBZR",16184,56233,72417,84842.170665,8818.533885,93660.70455,50900,1554.4
"RELIANCE",10448,104976,115424,75900.17685,9257.009,85157.18585,390403,1441.5
"PFC",14028,60796,74824,75100.13147,9602.71091,84702.84238,92349,408
"ICICIBANK",7568,46641,54209,74703.57328,3908.97815,78612.55143,252455,1404.4
"KOTAKBANK",9137,21195,30332,75002.7658,2920.2044,77922.9702,142013,406.05
"TATASTEEL",6225,28409,34634,66965.5338,6642.1872,73607.721,80599,196.33
"BSE",5881,27948,33829,63362.3282625,8966.966775,72329.2950375,57927,2891.5
"NATIONALUM",4471,20327,24798,59762.585625,7494.297375,67256.883,41077,361.75
"MUTHOOTFIN",5968,20213,26181,58900.4901375,5320.238825,64220.7289625,33289,3581.7
"IOC",6565,36016,42581,56143.541025,6956.087775,63099.6288,41888,175.18
"KAYNES",14688,60964,75652,53353.07994,9142.00334,62495.08328,78757,3617.9
"HINDALCO",8605,29732,38337,56331.01061,4875.88773,61206.89834,94439,935.4
"INDIGO",7381,52261,59642,53878.392195,6818.480805,60696.873,98657,4878
"BEL",8228,70784,79012,50812.409745,8072.17413,58884.583875,186929,431.4
"NYKAA",6503,25811,32314,52644.82875,5912.46,58557.28875,20747,258.4
"ETERNAL",7324,48625,55949,51597.384115,6894.577155,58491.96127,154669,286.1
"RECLTD",9015,39971,48986,47917.92712,4975.05666,52892.98378,115500,382.4
"HDFCBANK",9275,67102,76377,48649.05133,4138.599355,52787.650685,595687,949.25
"WIPRO",7141,21161,28302,50258.8395,2293.9206,52552.7601,90584,232.77
"TMPV",15833,82464,98297,46875.05336,5501.83784,52376.8912,183077,373.2
"GODREJPROP",9832,56868,66700,45494.4985275,6674.802035,52169.3005625,73168,1684
"JUBLFOOD",6924,31264,38188,46207.898,5385.578125,51593.476125,29217,542.8
"IDEA",5817,21230,27047,47000.4232875,4488.37269,51488.7959775,138161,11.23
"TIINDIA",8198,72721,80919,40155.32004,8960.37,49115.69004,31862,2382.8
"BAJFINANCE",6104,44187,50291,44028.8232,4085.1411,48113.9643,165949,966.85
"LUPIN",4300,25452,29752,40691.5482025,5200.161705,45891.7099075,26863,2210.8
"DIVISLAB",7100,19981,27081,43021.48354,2507.72586,45529.2094,49969,6149
"NTPC",7438,69356,76794,40833.16845,4278.59835,45111.7668,126741,366.6
"ADANIPORTS",5300,39444,44744,39493.138845,5433.4703275,44926.6091725,84550,1574.2
"DMART",7112,33595,40707,41330.77716,3169.92096,44500.69812,55220,3938.8
"JIOFIN",6275,42641,48916,39836.759845,4543.93603,44380.695875,127297,269.8
"SHRIRAMFIN",4971,17017,21988,40452.73023,2363.292525,42816.022755,72507,985.3
"MARUTI",4735,72541,77276,35563.60671,5350.23536,40913.84207,149287,15116
"PNB",3851,12884,16735,38376.816,2440.9144,40817.7304,52885,123.88
"HINDPETRO",3789,17767,21556,35765.344665,3443.42745,39208.772115,31982,457.65
"ABCAPITAL",3444,13558,17002,36222.15553,2952.78937,39174.9449,38043,340.2
"HEROMOTOCO",3852,35921,39773,33388.32087,5418.944925,38807.265795,52176,5790
"HCLTECH",6149,40273,46422,34925.1896,3085.478305,38010.667905,85705,1603.9
"HINDUNILVR",4630,36473,41103,33417.85437,4269.91716,37687.77153,76655,2366.5
"CANBK",3531,9988,13519,35545.4406,1981.63935,37527.07995,62154,148.6
"ADANIENT",4903,22352,27255,33761.6872542,3628.6949646,37390.3822188,114288,2233.9
"TATAPOWER",6186,54942,61128,32670.54305,4049.548255,36720.091305,83185,363.4
"M&M",4712,25437,30149,33615.47494,3099.53018,36715.00512,137018,3575.5
"HDFCAMC",4173,14207,18380,34530.74412,1894.36581,36425.10993,35821,2754.5
"SUZLON",7553,24596,32149,33310.6297125,2354.3905575,35665.02027,62352,47.96
"ABB",4503,19412,23915,32309.90945,3042.6950625,35352.6045125,37712,5818.5
"ITC",6247,66890,73137,31327.22144,3475.45888,34802.68032,283023,310.1
"LT",4459,34942,39401,31738.2366525,3042.57674,34780.8133925,152873,4072.1
"NMDC",5492,21007,26499,31326.63525,2890.076625,34216.711875,76142,84.94
"UNOMINDA",4651,16128,20779,31153.629045,2506.96039,33660.589435,15538,1234.6
"RVNL",6308,19624,25932,29041.9601575,2661.4932875,31703.453445,89260,317.6
"COFORGE",4601,20672,25273,27765.56415,2749.6104375,30515.1745875,57203,1598.6
"ASHOKLEY",2855,8803,11658,28502.3125,1771.7385,30274.051,48186,201.25
"BANKBARODA",3308,10943,14251,28217.71134,1659.0597075,29876.7710475,58807,289.8
"PERSISTENT",4392,27058,31450,26197.20184,3232.75956,29429.9614,41120,5967
"ONGC",4144,35391,39535,24927.19065,4045.6314,28972.82205,93774,269.05
"VBL",5470,16889,22359,27275.1674625,1554.435,28829.6024625,79168,438
"BDL",5444,44249,49693,23831.597685,4879.35441,28710.952095,63939,1271
"POWERINDIA",2840,5899,8739,27005.03887,1690.555715,28695.594585,11273,18953
"TECHM",2641,16644,19285,26160.45594,2510.15784,28670.61378,52758,1636.3
"INDUSINDBK",4306,10131,14437,27500.7663,1125.3991,28626.1654,68269,905
"BHEL",3628,18438,22066,25824.5581125,2693.8319625,28518.390075,57476,269.05
"MANAPPURAM",3025,8114,11139,26255.79,2074.3764,28330.1664,29550,290.95
"ADANIGREEN",4294,20322,24616,24853.40706,3436.25646,28289.66352,69235,960.9
"DLF",4940,18322,23262,26655.07581,1624.74081,28279.81662,91730,656.35
"JINDALSTEL",3545,14331,17876,25994.87225,2155.75025,28150.6225,32496,1176.8
"PAYTM",2985,9192,12177,26170.1078625,1734.59962,27904.7074825,42020,1206
"BPCL",3174,17519,20693,24158.15576,2663.2079075,26821.3636675,32348,380.65
"TITAN",3365,20699,24064,24153.6610175,2294.4208,26448.0818175,81639,4086.2
"LTF",3903,12080,15983,24737.452425,1530.389025,26267.84145,41487,283.9
"UPL",2319,10075,12394,23443.841304499998,1757.339337,25201.1806415,37295,745.45
"SAIL",3192,6012,9204,23451.95472,1201.05962,24653.01434,55937,157.36
"MAZDOCK",4569,17130,21699,21693.648,2398.3732,24092.0212,50351,2397.7
"BANKINDIA",2621,7940,10561,22258.32908,1547.68224,23806.01132,19167,162.81
"CDSL",3409,12043,15452,21961.34817,1397.862775,23359.210945,48589,1350.8
"AMBER",3329,11975,15304,21132.77589,2217.895,23350.67089,19544,6454
"LTIM",2525,12639,15164,21539.341545,1762.58763,23301.929175,27467,5679
"JSWSTEEL",2586,12140,14726,21467.8975725,1741.156155,23209.0537275,95747,1229.5
"NHPC",4155,21392,25547,20666.07488,2199.40672,22865.4816,26051,80.14
"IDFCFIRSTB",2712,9007,11719,21500.0436,1252.160245,22752.203845,51904,85.17
"UNIONBANK",2600,11316,13916,20472.0638175,1948.1682,22420.2320175,30398,177.15
"INDUSTOWER",2801,7757,10558,21094.61439,1202.16877,22296.78316,68054,443.3
"SUNPHARMA",3419,28743,32162,20348.530265,1784.23133,22132.761595,122673,1706.5
"AUROPHARMA",3086,8699,11785,20198.692195,1122.255915,21320.94811,50905,1190
"CROMPTON",4379,10761,15140,19406.44566,1204.8714,20611.31706,47808,245.26
"COALINDIA",3214,17080,20294,18560.195145,1794.199005,20354.39415,78358,429.5
"SOLARINDS",2759,12150,14909,18449.95227,1531.128665,19981.080935,35957,13322
"TVSMOTOR",2868,8789,11657,18682.605445,1115.5466875,19798.1521325,65395,3723.5
"BHARATFORG",2301,7832,10133,18175.10935,1522.00065,19697.11,24548,1574.8
"OIL",2489,11078,13567,17495.4388,2042.2381,19537.6769,25188,499.1
"TATAELXSI",3194,18424,21618,17473.36606,1663.20473,19136.57079,30256,5420.5
"FEDERALBNK",1264,4807,6071,18165.516,945.3725,19110.8885,23221,287.15
"POLYCAB",1879,8297,10176,17761.31245,1042.9459,18804.25835,37417,7530
"ANGELONE",2521,13697,16218,16683.22295,1977.2119,18660.43485,28707,2638.5
"NBCC",2642,5615,8257,17419.0744,1105.64285,18524.71725,22415,100.83
"CHOLAFIN",1616,4562,6178,17483.2376875,686.4906875,18169.728375,32017,1728.7
"GAIL",3458,8255,11713,17541.15048,598.53213,18139.68261,60366,159.98
"POWERGRID",2930,28678,31608,15908.33083,2082.46365,17990.79448,93651,288.65
"BAJAJFINSV",3268,27772,31040,16443.215675,1512.442325,17955.658,89394,2005.2
"ASIANPAINT",2672,25525,28197,16239.0517,1715.428,17954.4797,104377,2426.1
"MARICO",1722,11645,13367,15368.88444,1417.2792,16786.16364,32874,744.3
"VOLTAS",2768,14650,17418,14731.522275,1562.6010375,16294.1233125,45797,1430.5
"LAURUSLABS",1841,7795,9636,15130.61693,930.00421,16060.62114,42855,966.05
"EICHERMOT",2041,9736,11777,14779.7141,1100.28118,15879.99528,51610,7198
"AMBUJACEM",2673,8726,11399,14953.94586,785.05749,15739.00335,69367,532.2
"SWIGGY",3414,13009,16423,14169.45218,1554.82158,15724.27376,35875,319.35
"ADANIENSOL",2193,4560,6753,14765.9525775,810.812295,15576.7648725,42550,1001.2
"BIOCON",1574,5279,6853,14412.31375,1148.04375,15560.3575,30019,366.5
"TORNTPHARM",1551,1387,2938,15336.145425,198.870225,15535.01565,13238,3982.1
"YESBANK",2223,5627,7850,14867.60691,582.39726,15450.00417,54593,21.4
"KALYANKJIL",3035,14011,17046,13500.7376625,1785.089845,15285.8275075,53705,379.1
"LICHSGFIN",2852,4947,7799,14799.1333,430.2649,15229.3982,48957,515.8
"GLENMARK",1987,4356,6343,14518.8235875,594.148275,15112.9718625,41107,1968.3
"WAAREEENER",2553,8603,11156,13803.3361375,1308.1448275,15111.480965,29402,3070
"DRREDDY",1771,10361,12132,13827.680125,978.044125,14805.72425,39256,1248.2
"PIDILITIND",1839,8960,10799,13583.63035,1015.95605,14599.5864,25085,1465
"SBICARD",2339,5781,8120,13912.51376,423.268,14335.78176,42749,746.75
"MAXHEALTH",2409,10618,13027,13028.29815,1128.7316775,14157.0298275,43327,1033
"BAJAJ-AUTO",1785,13120,14905,12927.26754,1194.055785,14121.323325,68446,9652
"BAJAJHLDNG",1942,29135,31077,10852.19401,3164.5948,14016.78881,9392,10996
"PAGEIND",2560,9061,11621,13029.0550185,645.417918,13674.4729365,27253,34670
"ULTRACEMCO",1961,12014,13975,12554.66266,707.585405,13262.248065,70824,12793
"PGEL",2073,8051,10124,11557.744555,1128.988455,12686.73301,24622,581.1
"MPHASIS",1595,5774,7369,11720.81141,740.67081,12461.48222,25820,2637.9
"GRASIM",1686,3786,5472,12034.7437,356.34555,12391.08925,79205,2840.8
"ASTRAL",1651,10704,12355,10590.3215725,1733.7838025,12324.105375,26308,1503.7
"MOTHERSON",1512,5565,7077,11281.57722,838.97439,12120.55161,38997,121.32
"PATANJALI",2562,1966,4528,11744.50563,273.59442,12018.10005,44225,510.8
"APLAPOLLO",1481,4663,6144,11325.36895,619.76089,11945.12984,30834,2187.2
"EXIDEIND",1793,6793,8586,10946.12562,877.4145,11823.54012,33495,336.8
"DABUR",1736,9990,11726,10983.7265,828.93,11812.6565,38050,504.6
"NESTLEIND",1696,7925,9621,11051.749,674.21395,11725.96295,48405,1298.6
"RBLBANK",1168,3509,4677,11320.6533175,395.585315,11716.2386325,38427,304.5
"SIEMENS",1808,9770,11578,10453.5655875,1190.9636025,11644.52919,25075,3309.9
"KPITTECH",2684,5147,7831,11114.62822,424.269,11538.89722,26679,965.7
"HDFCLIFE",1376,6786,8162,10882.40824,600.0115,11482.41974,47000,717.85
"AUBANK",1066,4017,5083,10487.8422,677.4792,11165.3214,29628,985.45
"MFSL",1544,3019,4563,10532.7538,398.72996,10931.48376,28477,1709
"KEI",1383,2293,3676,10589.59083,291.94109,10881.53192,15065,4417.3
"OBEROIRLTY",1870,6520,8390,10097.611965,686.53151,10784.143475,25948,1551
"BANDHANBNK",1769,4933,6702,10066.11948,697.66812,10763.7876,41660,157.14
"SHREECEM",1501,3096,4597,10240.86086,465.30003,10706.16089,15737,27245
"NAUKRI",2215,9851,12066,9717.2821125,910.8446625,10628.126775,41837,1169.5
"APOLLOHOSP",1094,6547,7641,9718.489725,893.86755,10612.357275,45315,7087.5
"IEX",2002,9506,11508,9467.8185,1062.811125,10530.629625,50945,125.32
"IRFC",1922,11215,13137,9347.96085,1096.123875,10444.084725,51384,114.74
"CGPOWER",1676,7876,9552,9447.0003,921.699795,10368.700095,36297,667.35
"CONCOR",1526,3539,5065,9931.78775,395.819625,10327.607375,41835,523.5
"HUDCO",1763,5902,7665,9535.83462,751.5385425,10287.3731625,34448,194.69
"PIIND",1781,2766,4547,9728.9798025,324.01642,10052.9962225,26253,3152.4
"INDIANB",1058,2935,3993,9287.0264,444.806,9731.8324,17125,878
"GMRAIRPORT",1282,6261,7543,8734.49955,849.810285,9584.309835,39989,97.9
"IREDA",2048,3774,5822,9130.045845,424.92063,9554.966475,36662,130.06
"TATACONSUM",1423,5616,7039,9055.17272,462.533885,9517.706605,38116,1148.1
"CIPLA",1704,9803,11507,8516.5129125,629.0402625,9145.553175,64800,1332.3
"SBILIFE",1105,8347,9452,8398.0901625,646.8118125,9044.901975,43970,2015.2
"PHOENIXLTD",1470,2205,3675,8851.54242,173.26694,9024.80936,16746,1707.5
"SONACOMS",1269,3852,5121,8209.0879675,606.0546625,8815.14263,18568,525.9
"DELHIVERY",902,2941,3843,8303.3243575,473.32327,8776.6476275,18649,444
"INDHOTEL",1188,4147,5335,8177.4147,482.2069,8659.6216,40641,688.1
"FORTIS",1237,2002,3239,8266.796195,274.1583425,8540.9545375,19548,856
"COLPAL",1640,7919,9559,7896.63492,581.6889675,8478.3238875,40680,2123.7
"BOSCHLTD",857,2948,3805,7790.07069,517.7011275,8307.7718175,14321,36455
"INOXWIND",1978,3731,5709,7689.03278,442.9099675,8131.9427475,37571,107.49
"LODHA",1659,4328,5987,7802.59626,296.238375,8098.834635,31528,1044.95
"JSWENERGY",1568,5133,6701,7346.5598,452.2282,7798.788,48279,469.8
"LICI",1209,6148,7357,7089.86964,646.81442,7736.68406,26999,837.15
"SUPREMEIND",1122,2866,3988,7352.07522,294.6887475,7646.7639675,15155,3734.2
"PRESTIGE",1072,2707,3779,7275.02031,313.090695,7588.111005,14150,1507.9
"OFSS",1215,6055,7270,6823.7491875,707.83452,7531.5837075,27358,7455
"TATATECH",1419,1889,3308,7349.04488,167.2384,7516.28328,21439,642.5
"ZYDUSLIFE",867,3074,3941,7078.59279,406.17594,7484.76873,16086,906.75
"BLUESTARCO",1166,2885,4051,7046.9004775,316.72758,7363.6280575,12379,1870.8
"KFINTECH",1435,1762,3197,7083.96675,218.51975,7302.4865,16033,990
"GODREJCP",1171,4643,5814,6856.7409,429.8095,7286.5504,25674,1168.7
"SYNGENE",1449,4950,6399,6722.8164,405.3652,7128.1816,21950,459.2
"PNBHOUSING",1200,2161,3361,6595.46615,203.049145,6798.515295,29972,841.6
"BRITANNIA",815,4809,5624,6027.1993,616.1297,6643.329,36448,5873.5
"TORNTPOWER",1023,4137,5160,6044.243155,524.8392575,6569.0824125,13493,1419
"HAVELLS",919,3232,4151,6172.8753,273.9742,6446.8495,30749,1347.9
"PPLPHARMA",1472,1503,2975,6084.4615125,109.6449375,6194.10645,14973,158.6
"IRCTC",1048,4315,5363,5651.1042,464.5290125,6115.6332125,46294,621.5
"FINNIFTY",227,15641,15868,3779.257224,2255.552952,6034.810176,19155,27669.5
"SRF",942,2586,3528,5493.43708,215.5394,5708.97648,26895,2912.7
"360ONE",923,3520,4443,5286.81425,257.8158,5544.63005,9100,1131.5
"MANKIND",1131,3395,4526,5294.0597625,199.9451475,5494.00491,22660,2088.8
"CAMS",851,1767,2618,4648.43655,171.467625,4819.904175,15970,726.2
"NUVAMA",669,1537,2206,4611.7124,136.06075,4747.77315,9436,1376.8
"PETRONET",700,4151,4851,3978.29999,470.96649,4449.26648,36985,299.05
"PREMIERENE",887,1258,2145,3967.22469,183.319775,4150.544465,13654,774.75
"ALKEM",563,2356,2919,3961.243025,131.7086625,4092.9516875,12419,5649.5
"UNITDSPR",675,2675,3350,3689.5206,260.89276,3950.41336,36425,1357.9
"DALBHARAT",510,3380,3890,3571.997455,243.522045,3815.5195,16357,2152.7
"NIFTYNXT50",195,363,558,3356.0742225,65.747435,3421.8216575,1436,68904.9
"ICICIGI",537,1770,2307,3224.0547625,100.2664,3324.3211625,20981,1872.8
"ICICIPRULI",372,1217,1589,2266.4256575,84.6235325,2351.04919,20170,657.7
"SAMMAANCAP",62,119,181,393.07504,7.95758,401.03262,38418,145.66
