"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",42357,27314739,27357096,709262.712678,1648630.7921525,2357893.5048304996,7882455,25643.75
"BANKNIFTY",9820,943594,953414,177721.990209,130779.17820299999,308501.168412,916710,60074.95
"HAL",33758,197589,231347,202680.6072,34616.681805,237297.289005,173464,4035.8
"TRENT",27395,252686,280081,110643.25361,22861.36462,133504.61823,154852,4099.6
"DIXON",19263,142279,161542,109291.91659,19605.06419,128896.98078,126540,11288
"VEDL",14647,75682,90329,110285.550505,15208.101055,125493.65156,160692,651.3
"INFY",18114,150715,168829,111909.2056,13541.80012,125451.00572,328244,1525.7
"MCX",6769,42660,49429,103329.69825,21167.6548125,124497.3530625,60014,2425.6
"CUMMINSIND",11835,79871,91706,100075.5538,14374.46674,114450.02054,29963,4371.2
"MIDCPNIFTY",4929,123069,127998,80779.92408,21160.975584,101940.899664,132760,13620.4
"HINDZINC",11008,67597,78605,81527.1536625,15125.3059125,96652.459575,118851,609.05
"AXISBANK",10823,65513,76336,89809.855125,5894.50575,95704.360875,183837,1322
"TCS",14820,153226,168046,78335.6745675,11661.0887225,89996.76329,305588,2993
"BHARTIARTL",8057,42200,50257,77332.1413475,5430.6434125,82762.78476,150004,2010.8
"SBIN",8853,65953,74806,71483.329725,9041.13945,80524.469175,176362,1077.5
"PFC",11450,49960,61410,61476.58699,8076.3189,69552.90589,92358,412.25
"RELIANCE",8100,82346,90446,58868.4501,7207.46275,66075.91285,388831,1446
"ICICIBANK",5732,37016,42748,56590.23314,3125.9655,59716.19864,251649,1407.6
"TATASTEEL",5009,21381,26390,53785.30245,4853.8611,58639.16355,79803,196.3
"NATIONALUM",3882,17821,21703,51842.65575,6662.78625,58505.442,41118,360.75
"KOTAKBANK",6807,16326,23133,55970.9974,2273.189,58244.1864,140557,407.05
"BSE",4763,21027,25790,51264.0800625,6536.4945375,57800.5746,57997,2860.8
"HINDALCO",7533,26064,33597,49295.11062,4307.21977,53602.33039,94301,934.85
"INDIGO",6364,43947,50311,46431.2565,5906.948415,52338.204915,97896,4856.4
"MUTHOOTFIN",4702,15447,20149,46384.398445,3929.2626725,50313.6611175,32916,3554
"KAYNES",11729,47138,58867,42575.37017,7231.50264,49806.87281,77387,3594
"ETERNAL",6193,42192,48385,43702.530835,6020.3319175,49722.8627525,154569,286.85
"NYKAA",5400,19466,24866,43630.3265625,4609.3309375,48239.6575,19970,262.5
"BEL",6656,57725,64381,41126.2875975,6673.53093,47799.8185275,185584,431.85
"RECLTD",7804,35058,42862,41505.79804,4422.02208,45927.82012,115574,382.05
"WIPRO",5880,17288,23168,41443.1622,1887.4497,43330.6119,89710,232.53
"HDFCBANK",7299,53777,61076,38286.48417,3293.11081,41579.59498,594626,949.45
"JUBLFOOD",5580,23352,28932,37120.002625,4014.18175,41134.184375,28357,543.1
"TIINDIA",6474,59785,66259,31875.99208,7395.09726,39271.08934,30774,2400
"BAJFINANCE",4961,35039,40000,35739.333075,3320.572275,39059.90535,165430,963.65
"JIOFIN",5435,36866,42301,34497.48817,3952.073255,38449.561425,127014,269.4
"TMPV",11651,59857,71508,34411.894,3992.53272,38404.42672,181912,367.15
"NTPC",6267,53638,59905,34421.7309,3371.10225,37792.83315,124599,368.45
"LUPIN",3533,20202,23735,33452.511855,4204.2688525,37656.7807075,26334,2225
"PNB",3324,11170,14494,33140.7512,2170.976,35311.7272,52522,124.15
"IOC",3554,23154,26708,30434.0775375,4655.4314625,35089.509,39539,173.44
"ADANIPORTS",4034,30149,34183,30013.50998,3884.677395,33898.187375,84039,1560
"TATAPOWER",5649,49407,55056,29840.764085,3628.556125,33469.32021,82623,362
"SHRIRAMFIN",3845,14377,18222,31248.8806575,2021.1839175,33270.064575,72274,986.8
"ABCAPITAL",2900,11951,14851,30476.87376,2649.818,33126.69176,38231,339.45
"HEROMOTOCO",3274,28512,31786,28402.13532,4424.065485,32826.200805,51123,5783.5
"HDFCAMC",3567,12120,15687,29514.50502,1652.76135,31167.26637,35408,2755.2
"CANBK",2901,7665,10566,29221.0578,1575.697725,30796.755525,61901,148.41
"HINDUNILVR",3684,30740,34424,26654.12169,3686.78058,30340.90227,74897,2373.4
"HINDPETRO",2783,14251,17034,26396.4818925,2853.1867275,29249.66862,31292,462.6
"ITC",5163,54604,59767,25915.2424,2789.89792,28705.14032,280729,310.25
"NMDC",4591,18177,22768,26158.90275,2496.104775,28655.007525,75986,84.79
"IDEA",3255,10141,13396,26279.999475,2054.8562175,28334.8556925,136794,11.14
"HCLTECH",4512,30205,34717,25695.769715,2321.356485,28017.1262,84274,1606
"M&M",3544,20428,23972,25253.00044,2509.67976,27762.6802,136572,3560
"ABB",3602,12078,15680,25764.817175,1939.170375,27703.98755,37891,5784
"MARUTI",3177,51335,54512,23807.15758,3675.00515,27482.16273,149180,15010
"DMART",4473,16229,20702,25895.125515,1526.42229,27421.547805,53807,3868.3
"LT",3441,25245,28686,24468.3538225,2236.50812,26704.8619425,151081,4058
"COFORGE",3925,17418,21343,23699.4268125,2360.631225,26060.0580375,56708,1598.7
"PERSISTENT",3882,23047,26929,23161.91188,2801.42319,25963.33507,40762,5927.5
"INDUSINDBK",3866,8318,12184,24710.43442,942.84218,25653.2766,67853,904.9
"RVNL",5085,14908,19993,23448.070295,2070.772795,25518.84309,88316,316.8
"BHEL",3229,14693,17922,22989.6961875,2268.9515625,25258.64775,57011,269.55
"DIVISLAB",3918,9750,13668,23525.7554,1201.63261,24727.38801,49828,6018
"BANKBARODA",2693,8957,11650,22996.0396575,1414.51011,24410.5497675,58681,290.05
"BDL",4560,38759,43319,19937.4287,4353.53219,24290.96089,64167,1264.9
"ADANIGREEN",3644,17233,20877,21103.9005,2970.97992,24074.88042,68952,959.6
"LTF",3509,10658,14167,22223.532825,1340.95095,23564.483775,41538,283.2
"ONGC",3387,27867,31254,20370.694275,3127.6818,23498.376075,93561,268.7
