"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",52457,36417246,36469703,878208.747221,2224745.3163975,3102954.0636185,7982485,25635.8
"BANKNIFTY",11939,1219691,1231630,216030.531693,170151.518733,386182.050426,915482,60030.05
"HAL",39478,232014,271492,237442.19082,40587.375975,278029.566795,173849,4043.7
"TRENT",35882,324919,360801,145583.69509,29707.95018,175291.64527,155859,4119.5
"INFY",24300,201621,225921,149702.0382,18094.03716,167796.07536,334646,1522.2
"MCX",8668,50930,59598,132135.966375,25449.84975,157585.816125,61044,2398.9
"DIXON",23162,181492,204654,131579.93711,25087.565765,156667.502875,125859,11456
"VEDL",16777,86395,103172,126324.19927,17322.575925,143646.775195,161205,656.1
"CUMMINSIND",14626,106799,121425,124372.49384,19052.41706,143424.9109,30159,4401
"MIDCPNIFTY",6538,167369,173907,107212.19715600001,29052.475104,136264.67226,131116,13704.3
"BHARTIARTL",12546,60120,72666,120276.676125,7544.4022475,127821.0783725,154015,1994.1
"POLICYBZR",20613,78060,98673,109201.802815,12603.186225,121804.98904,50053,1563.5
"HINDZINC",13055,80842,93897,96861.5732,18208.5519,115070.1251,119401,609.95
"AXISBANK",12421,77039,89460,103053.91,6959.0955,110013.0055,184521,1323
"PFC",18086,72511,90597,96616.81133,11190.75373,107807.56506,93175,413
"TCS",17029,181395,198424,89964.8703625,13618.382225,103583.2525875,309051,2995.4
"SBIN",11016,79975,90991,88952.575275,10949.00895,99901.584225,178089,1073.5
"RELIANCE",10616,108400,119016,77116.93155,9552.6368,86669.56835,390476,1441.7
"ICICIBANK",7777,47877,55654,76762.3164,4023.50823,80785.82463,252451,1403.7
"KOTAKBANK",9298,21460,30758,76315.1344,2956.269,79271.4034,141960,406.05
"IOC",7896,40538,48434,67525.6866375,7790.619525,75316.3061625,42968,174.45
"TATASTEEL",6294,29130,35424,67713.78075,6732.46365,74446.2444,80567,196.43
"BSE",5947,28999,34946,64079.930925,9484.87995,73564.810875,57973,2889.1
"NATIONALUM",4574,20668,25242,61155.0705,7615.90725,68770.97775,41094,363.55
"MUTHOOTFIN",6028,20332,26360,59495.336945,5353.8320275,64849.1689725,33247,3592.7
"KAYNES",14919,61973,76892,54192.34759,9275.19818,63467.54577,79104,3628.5
"HINDALCO",8843,30223,39066,57897.80304,4968.5216,62866.32464,94401,937.8
"INDIGO",7479,52825,60304,54597.84636,6887.911605,61485.757965,98717,4883.9
