"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",40030,24888568,24928598,670303.1838880001,1489513.6085960001,2159816.792484,7836586,25652.15
"BANKNIFTY",9451,872839,882290,171038.706345,120798.13717799999,291836.843523,915947,60053.55
"HAL",31866,184377,216243,191272.65867,32217.287385,223489.946055,172167,4033
"TRENT",25790,233461,259251,104060.24449,21094.98549,125155.22998,153717,4100.3
"DIXON",17961,133031,150992,101933.089005,18358.9868,120292.075805,126664,11273
"MCX",6457,39672,46129,98576.341,19693.9135625,118270.2545625,59841,2439.9
"VEDL",13207,69533,82740,99490.985345,14042.336165,113533.32151,160244,646.55
"INFY",15986,134452,150438,98857.70552,12028.15256,110885.85808,326992,1531.7
"CUMMINSIND",10698,64752,75450,90126.74202,11449.50048,101576.2425,29208,4374
"AXISBANK",10351,62020,72371,85907.0201875,5544.9225,91451.9426875,183449,1318.8
"MIDCPNIFTY",4359,114031,118390,71449.328964,19652.233404000002,91101.562368,132706,13636.15
"HINDZINC",9824,60712,70536,72706.0383,13399.697045,86105.735345,118671,602.7
"TCS",12992,134180,147172,68720.6170875,10180.964325,78901.5814125,302955,3002.9
"SBIN",8064,59444,67508,65099.6703,8137.6176,73237.2879,175927,1074.7
"BHARTIARTL",7096,38899,45995,68090.866105,5075.5867075,73166.4528125,149385,2017.3
"RELIANCE",7659,77365,85024,55664.59655,6815.91845,62480.515,388962,1445.9
"PFC",9528,45773,55301,51268.4562,7404.60162,58673.05782,91411,410.6
"ICICIBANK",5274,34887,40161,52070.47776,2947.42546,55017.90322,251790,1406
"BSE",4473,19592,24065,48148.6444875,6096.385275,54245.0297625,57950,2864.3
"NATIONALUM",3554,16891,20445,47439.228375,6323.524125,53762.7525,41099,359.55
"KOTAKBANK",6277,15159,21436,51641.7286,2099.0758,53740.8044,139983,406.45
