symbol,vol_cum,vol_val_cum,price
NIFTY,51414,816173.93,24397.65
BANKNIFTY,22733,383757.50,56115.3
BAJAJ-AUTO,17759,140422.36,10649.5
HDFCBANK,37358,163769.18,796.9
POLYCAB,12757,141437.69,8984
BHEL,11321,118505.27,404.35
ICICIBANK,14219,128605.97,1283.8
PAYTM,11490,97452.06,1175.4
SBIN,12939,105497.51,1096.9
HDFCLIFE,15746,107764.44,627.45
BSE,5495,79588.94,3935.6
CGPOWER,11786,86188.44,860.4
HEROMOTOCO,10705,86231.47,5430
MIDCPNIFTY,4755,82721.63,14514.9
M&M,11802,79580.86,3389.2
LT,11428,80015.05,4038
KOTAKBANK,10316,78457.68,381.05
KEI,8403,74544.40,5093.1
RELIANCE,9320,67370.01,1444
POLICYBZR,12266,71883.70,1672.1
TITAN,8089,60956.92,4296.3
TCS,14310,60066.25,2411.1
MCX,3004,55617.24,3024.8
VEDL,15201,55384.35,310.2
ASHOKLEY,6456,54848.07,171.26
ABB,6095,54322.26,7145
INFY,11752,55060.51,1170.5
INDIGO,7506,50969.86,4498.3
HAL,6730,47619.34,4732.8
COFORGE,9799,47857.18,1288.3
DIXON,8761,49375.99,11174
YESBANK,6715,47046.58,22.58
COALINDIA,6691,42364.56,469.8
LUPIN,3729,39343.92,2469.7
BRITANNIA,5764,41759.13,5805
AMBER,4210,37445.86,8810
HINDPETRO,4844,39027.96,400.9
BHARTIARTL,4538,39638.61,1830.6
AXISBANK,4881,39726.21,1288.4
BLUESTARCO,6849,39582.59,1765.3
SHRIRAMFIN,4587,38435.95,1018.9
TATASTEEL,6303,37867.25,217.79
GODREJCP,7516,39194.60,1044.5
ADANIPOWER,4776,39557.72,230.59
LAURUSLABS,3640,37452.95,1217.7
KPITTECH,12126,37188.10,719.25
DRREDDY,4645,37752.31,1308.6
JIOFIN,6188,36799.50,251.24
WIPRO,6128,35642.68,197.97
ETERNAL,5312,33362.08,257.77
BPCL,5348,32835.34,308.7
BAJFINANCE,4516,33208.72,976.8
BEL,5276,33044.48,438.15
IDEA,4043,32537.47,11.23
BHARATFORG,3318,31170.85,1878.1
POWERINDIA,3420,29483.75,34550
EICHERMOT,3905,29075.43,7399
HINDZINC,3576,28216.90,641.7
NTPC,5183,31143.29,401.75
ADANIPORTS,3654,30159.03,1737.7
ADANIENT,3585,28172.92,2522
CANBK,3371,31273.45,136.31
DELHIVERY,2802,28028.86,480.7
CROMPTON,5408,28331.12,287.75
HCLTECH,6929,28843.24,1189
MARUTI,3705,25595.27,13775
BIOCON,2643,25405.43,385.25
AMBUJACEM,5529,26208.33,450.8
BOSCHLTD,2587,24666.88,38190
RVNL,5592,25985.81,308.35
ADANIGREEN,2834,23333.14,1362.5
HINDUNILVR,3596,24781.42,2286
SRF,4310,23543.00,2757.3
HINDALCO,3186,23566.41,1057.2
INDUSINDBK,3583,23732.22,946
ADANIENSOL,2382,22475.79,1390.5
SHREECEM,3457,22204.61,25805
PNB,2590,22840.13,109.63
TVSMOTOR,3379,21829.42,3721
ULTRACEMCO,3632,22210.68,12227
CDSL,3723,22570.47,1274
RECLTD,4149,21261.87,363.3
IOC,3059,22018.65,147.63
ASIANPAINT,3311,20977.17,2536.3
VOLTAS,4168,21327.16,1370.4
INDUSTOWER,3198,22113.40,402.65
KAYNES,4641,20179.33,4327.4
ABCAPITAL,1734,20099.03,371.9
CUMMINSIND,1999,21518.80,5361
EXIDEIND,3235,20678.23,359.35
TATAPOWER,3094,19879.14,440.95
PIDILITIND,2784,20120.22,1436
ONGC,3065,19597.99,282.8
JINDALSTEL,2528,20163.59,1265.3
LTF,2994,20306.16,303.6
BANKBARODA,2488,19718.21,269.8
GLENMARK,2238,20122.38,2372.5
NMDC,3120,19172.16,90.84
TRENT,4207,18275.52,4319
SBICARD,3765,19482.90,646.4
NATIONALUM,2446,18704.62,406.6
TMPV,6156,17836.94,359.85
FEDERALBNK,2492,18344.12,296.2
SONACOMS,2534,18134.46,579.6
CHOLAFIN,1699,18115.92,1690.4
ITC,3432,17127.26,310.15
MUTHOOTFIN,1644,16238.05,3606.7
HYUNDAI,3657,18345.51,1844.8
JSWENERGY,3038,17419.36,574.65
SUNPHARMA,2526,16303.41,1840.2
PFC,2729,16533.13,464.65
DLF,3225,16376.97,617.2
LICHSGFIN,2772,16386.13,588.3
AUBANK,1502,15526.03,1036.8
KALYANKJIL,3322,16079.17,408.25
OIL,2540,16207.67,452.7
DABUR,2708,15852.55,472.6
BANDHANBNK,2030,15201.50,207.4
GMRAIRPORT,2148,15106.25,100.38
MOTHERSON,1962,15493.30,128.6
GRASIM,2089,15461.46,2955
HAVELLS,2407,15258.11,1268.1
PERSISTENT,2922,14559.09,4978.7
OFSS,2017,14319.06,9498
JSWSTEEL,1630,14174.78,1286
MARICO,1430,14159.83,826
CAMS,2136,13236.67,830.35
NUVAMA,2002,14170.76,1451.4
WAAREEENER,2369,13425.98,3225
MANAPPURAM,1428,13467.25,314.8
GODFRYPHLP,2008,13040.47,2348.6
NESTLEIND,1779,13156.61,1474.3
POWERGRID,2086,12517.13,314.55
TATACONSUM,2024,12794.50,1149.9
SAMMAANCAP,2000,12978.98,151.73
AUROPHARMA,1501,12326.57,1491
SAIL,1464,13047.61,189.8
SBILIFE,1808,12717.43,1864.8
RBLBANK,1171,12450.49,333.35
UPL,1395,12478.98,658.75
ICICIPRULI,2242,11651.17,567.6
UNIONBANK,1608,11992.70,167.66
ANGELONE,1388,11139.70,320.6
TECHM,1298,11328.63,1457.3
KFINTECH,2576,11885.00,929.15
NYKAA,1327,11437.01,269.85
GODREJPROP,2082,10646.07,1850
PREMIERENE,1894,10983.97,1022.1
SUZLON,2077,10323.55,54.7
BDL,1973,9816.01,1425.3
APLAPOLLO,1435,9854.88,1964
INDHOTEL,1503,10105.34,669.4
MFSL,1550,10408.32,1690.7
COCHINSHIP,1339,9574.60,1790.7
UNOMINDA,1629,10098.65,1132.1
MAZDOCK,1820,9675.79,2649.9
ASTRAL,1435,9662.47,1586.1
IDFCFIRSTB,1453,9425.73,69.74
JUBLFOOD,1658,9723.93,471.8
NHPC,1864,9768.56,82.01
INDIANB,1040,9036.48,866.45
CIPLA,1735,8958.11,1372.3
HDFCAMC,1114,9416.73,2813.2
PETRONET,1699,9113.60,281.1
MANKIND,1741,9259.17,2356.2
BANKINDIA,1207,8911.76,141
TATAELXSI,2163,9205.72,4299.3
SIEMENS,1269,8520.26,3856
LICI,1540,8724.93,812.8
INOXWIND,2240,8521.13,106.06
LODHA,1936,8259.54,954.5
PGEL,1589,8151.18,537.8
APOLLOHOSP,780,7643.51,7804
VBL,1364,7895.85,513.35
DMART,1068,7039.55,4391.5
FORCEMOT,1397,7113.59,20600
ICICIGI,1144,6863.07,1851.3
NAM-INDIA,1079,7402.17,1102.1
SOLARINDS,925,7275.72,15778
GAIL,1283,6783.86,167.21
DALBHARAT,1085,6992.54,1983.6
MPHASIS,1089,6609.12,2203.4
TIINDIA,1029,6143.98,2977.8
TORNTPHARM,1193,6536.31,4361.6
NAUKRI,1716,6345.51,992
MAXHEALTH,1206,6439.69,1015
DIVISLAB,883,5980.18,6742.5
IRFC,1248,5733.35,107.25
PIIND,1064,5792.18,3108.1
BAJAJFINSV,1218,5603.11,1819.8
MOTILALOFS,836,5796.32,885.75
SWIGGY,1633,5992.79,281.15
LTM,901,5694.90,4249
PNBHOUSING,863,5947.47,1059
NBCC,904,5611.09,95.63
SUPREMEIND,830,5415.55,3670
360ONE,963,5311.72,1105.5
COLPAL,961,4677.58,2171.3
IEX,882,4285.96,131.13
PATANJALI,1106,4584.17,460.8
OBEROIRLTY,797,4675.11,1673
IREDA,958,4545.43,136.45
PRESTIGE,666,4375.22,1463.4
PHOENIXLTD,533,3426.53,1831.2
ZYDUSLIFE,380,3232.81,941.15
FINNIFTY,102,1625.40,26492.85
UNITDSPR,655,3395.59,1284.3
PAGEIND,635,3577.50,37265
FORTIS,451,3342.94,952
CONCOR,455,2999.64,525.65
BAJAJHLDNG,484,2582.90,10666
ALKEM,409,2849.59,5595
VMM,336,2042.90,125.11
NIFTYNXT50,106,1909.02,71927.05
