"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",71778,336112065,336183843,1228294.6803595,5227308.9967605,6455603.67712,9944850,26178.7
"RELIANCE",88171,759749,847920,673231.51275,69591.2804,742822.79315,432352,1508.9
"BANKNIFTY",19020,1892235,1911255,344470.218411,227093.477628,571563.6960390001,948208,60118.4
"ICICIBANK",39034,217678,256712,384645.21046,31528.18578,416173.39624,256555,1409.9
"HDFCBANK",51296,212905,264201,273018.60102,15005.76528,288024.3663,558353,962.95
"TRENT",57215,383402,440617,234775.78494,28661.93055,263437.71549,190096,4055
"ITC",40007,507444,547451,220788.12176,27587.84128,248375.96304,466393,343.25
"IEX",38732,174230,212962,210896.023875,35378.975625,246274.9995,58562,146.21
"HINDALCO",24658,194522,219180,165018.47082,23462.19043,188480.66125,133556,943.6
"BDL",29339,129906,159245,159835.40377,20363.85645,180199.26022,33061,1542
"NATIONALUM",10848,104397,115245,140968.366125,32896.23,173864.596125,39253,348.4
"SBIN",20336,206058,226394,155624.33385,17036.1984,172660.53225,196376,1018.05
"AXISBANK",19744,102179,121923,160061.8839375,11111.736125,171173.6200625,185508,1290.1
"KOTAKBANK",17427,85714,103141,151822.55144,10206.61848,162029.16992,132224,2142.3
"INDUSINDBK",22570,77464,100034,144524.04421,10109.4462,154633.49041,100258,915.55
"DIXON",19248,116047,135295,114290.99174,15769.93902,130060.93076,153944,11676
"TATASTEEL",10844,67708,78552,111604.7812,11294.5393,122899.3205,87227,186.32
"MCX",7299,46059,53358,103010.5841875,14920.33875,117930.9229375,47606,2249
"HINDZINC",12712,77792,90504,100492.256375,17056.88628,117549.142655,78429,641.45
"MIDCPNIFTY",5253,191075,196328,88348.024704,28511.098368000003,116859.123072,124290,13957.1
"VEDL",14487,67459,81946,104067.32766,10033.73942,114101.06708,134884,621
"FEDERALBNK",7540,22760,30300,97540.5935,4160.11,101700.7035,22815,256.95
"BHARTIARTL",9201,54901,64102,92367.7276025,5234.96664,97602.6942425,133622,2109.1
"BSE",8141,49702,57843,82834.7998125,12635.4630375,95470.26285,64288,2702.5
"KAYNES",20607,149231,169838,78990.39297,16324.81476,95315.20773,86438,3783
"TCS",15048,85184,100232,85361.83292,5835.2546525,91197.0875725,222281,3256.8
"INFY",12955,53871,66826,83896.29324,5598.01852,89494.31176,254179,1605
"TMPV",27085,120865,147950,79563.6172,5092.8576,84656.4748,198494,368.6
"BAJAJ-AUTO",9809,123047,132856,71502.2633475,12903.102735,84405.3660825,80315,9668
"APOLLOHOSP",7885,93837,101722,72006.3952875,11676.68885,83683.0841375,41371,7331
"IDEA",8948,28162,37110,74257.536045,6427.6109475,80685.1469925,157523,11.6
"CANBK",7210,18243,25453,75393.93735,3916.399275,79310.336625,44244,154.17
"HINDUNILVR",9938,67803,77741,71927.52777,5835.50658,77763.03435,75781,2424.8
"JIOFIN",10033,39475,49508,70386.083515,4188.73165,74574.815165,107943,298.55
"DIVISLAB",9405,120240,129645,62026.70124,11976.94693,74003.64817,53266,6651
"BANKBARODA",7682,33063,40745,68891.73642,4996.38204,73888.11846,52703,305.1
"BHEL",8409,37071,45480,66395.5795125,6672.346275,73067.9257875,52046,296.45
"RECLTD",12188,61352,73540,65463.54206,6532.8396,71996.38166,109023,382.5
"JSWSTEEL",8375,29328,37703,67078.5748875,3691.1715525,70769.74644,99786,1177.6
"CUMMINSIND",7633,36046,43679,64574.48734,4818.22042,69392.70776,30443,4127
"CHOLAFIN",5287,44741,50028,60067.948625,9012.159875,69080.1085,34484,1800
"HINDPETRO",6077,22837,28914,59420.784735,3997.7410275,63418.5257625,30437,480.55
"SWIGGY",12973,20346,33319,61057.7539,2342.44283,63400.19673,19755,364.65
"BAJFINANCE",7949,37083,45032,58697.906325,4623.00945,63320.915775,192382,976.95
"LUPIN",6453,27184,33637,58605.9298375,3720.1761725,62326.10601,25460,2160
"VBL",10273,35619,45892,57154.7075625,3912.4798875,61067.18745,62486,500.55
"SHRIRAMFIN",6874,23676,30550,57095.8244175,3868.66194,60964.4863575,90995,1001.9
"INDIGO",7202,55189,62391,54822.84255,5984.736075,60807.578625,110508,5002.5
"ETERNAL",8068,36197,44265,54761.455245,4351.302145,59112.75739,147984,279
"MUTHOOTFIN",4769,36818,41587,52091.810375,6836.520735,58928.33111,25876,3936
"SBICARD",7709,26505,34214,55013.8,3557.6772,58571.4772,31348,896.75
"HAVELLS",7048,28568,35616,52434.21645,4052.15755,56486.374,26094,1503.9
"DABUR",7840,48791,56631,50673.359,4315.519875,54988.878875,39733,521
"POLYCAB",5281,14977,20258,51779.31245,2789.896075,54569.208525,32880,7795.5
"LTF",6699,31636,38335,48892.40055,5046.2262,53938.62675,34843,318.9
"SRF",7977,39997,47974,48280.32914,4490.53724,52770.86638,29331,3055.4
"LT",6839,32363,39202,49916.525295,2735.578335,52652.10363,108936,4141
"MARUTI",5309,68995,74304,45913.6451,6287.47604,52201.12114,108784,17289
"TITAN",6737,37420,44157,48476.9140975,3717.7379575,52194.652055,93661,4112
"UNIONBANK",6360,28708,35068,46910.4626625,4890.2608725,51800.723535,28190,165.79
"BRITANNIA",6406,27316,33722,48683.036175,2646.9413625,51329.9775375,34458,6128.5
"ULTRACEMCO",8001,32009,40010,48916.55577,2262.423625,51178.979395,74944,12196
"FORTIS",6479,23795,30274,47129.369595,3629.54262,50758.912215,23148,949
"WAAREEENER",9672,46845,56517,44808.87334,5738.861555,50547.734895,31693,2637
"HDFCLIFE",5459,29744,35203,46717.76934,3671.50036,50389.2697,47455,776.05
"BEL",7642,56101,63743,45224.27652,4877.047395,50101.323915,141278,412.8
"RBLBANK",4728,8792,13520,48182.00676,1831.70068,50013.70744,33215,319.8
"HEROMOTOCO",4971,31586,36557,44958.564765,4096.5594,49055.124165,64299,6000
"YESBANK",6434,22150,28584,46150.80768,2866.63939,49017.44707,55232,22.84
"BAJAJFINSV",8601,58436,67037,44505.670225,4420.195175,48925.8654,100210,2048
"HAL",6427,49568,55995,43703.947935,5065.76418,48769.712115,113594,4505.1
"COALINDIA",7554,49343,56897,43733.06721,4723.882335,48456.949545,94867,426
"PFC",8866,49697,58563,43618.21607,4769.33262,48387.54869,111517,376
"COFORGE",7167,27350,34517,44479.204275,3819.48615,48298.690425,90805,1656
"M&M",5866,33476,39342,44528.45768,3386.89754,47915.35522,116200,3787
"INDHOTEL",6179,15945,22124,45303.0587,1647.1453,46950.204,41820,725.95
"ONGC",7938,55902,63840,43129.2168,3485.729925,46614.946725,99102,241.79
"IDFCFIRSTB",5584,14351,19935,44282.4477725,1943.1579475,46225.60572,52618,84.78
"DLF",7247,29893,37140,42489.56217,3505.8704175,45995.4325875,91716,705.5
"IIFL",3582,22326,25908,39565.32129,5675.695245,45241.016535,12743,666.3
"PATANJALI",8394,9035,17429,43609.42548,856.48968,44465.91516,53860,571.6
"ABCAPITAL",3543,16573,20116,40084.63091,3159.99089,43244.6218,37149,360.65
"VOLTAS",7102,31901,39003,39745.821975,3269.750775,43015.57275,43850,1489.5
"AUROPHARMA",5880,19125,25005,39819.99846,2735.50354,42555.502,52552,1233
"LTIM",4425,13397,17822,40010.284845,2070.854775,42081.13962,25359,5970
"BPCL",5279,27944,33223,38597.7178925,3319.320485,41917.0383775,27104,370
"PNB",3978,10852,14830,40038.9872,1788.0928,41827.08,47745,125.3
"ASIANPAINT",5081,45247,50328,36105.5622,4388.7128,40494.275,82099,2847.4
"JUBLFOOD",5534,17197,22731,37367.954875,2028.864125,39396.819,36421,547.5
"ADANIENT",5124,27447,32571,36062.9800188,3263.9766717,39326.9566905,109643,2262
"ADANIPORTS",5217,29501,34718,36835.09499,2449.0181575,39284.1131475,76310,1475
"LAURUSLABS",3760,14867,18627,35791.379845,3030.86625,38822.246095,31071,1115.7
"EICHERMOT",4506,44113,48619,34071.10487,4659.55233,38730.6572,55036,7524
"GRASIM",5235,9543,14778,37647.95005,866.653325,38514.603375,74776,2869.8
"BHARATFORG",4700,21549,26249,35088.97555,2811.26275,37900.2383,26053,1472
"INDUSTOWER",4864,11169,16033,35981.6883,1569.08147,37550.76977,79145,431.35
"UPL",3197,11955,15152,34934.778291,2290.5501295,37225.3284205,44419,800.95
"DMART",6091,30033,36124,33461.105295,3216.65472,36677.760015,60587,3669.9
"MFSL",4870,17183,22053,33901.5772,2295.42432,36197.00152,27352,1737.9
"HCLTECH",5977,24979,30956,33690.295205,2288.956565,35979.25177,73951,1615.4
"NTPC",6294,38390,44684,33074.37315,2065.28595,35139.6591,101466,350.5
"BIOCON",3249,12776,16025,31740.836,2024.81,33765.646,29185,386.6
"TATACONSUM",4493,23592,28085,29827.29596,2492.35294,32319.6489,33474,1215
"COLPAL",6474,12797,19271,30471.35688,760.326975,31231.683855,48761,2091.5
"ASHOKLEY",3076,15743,18819,28572.655,2284.408,30857.063,55639,186.19
"IOC",3603,19245,22848,28731.378975,2084.7567,30816.135675,37856,163.9
"SUNPHARMA",4537,30979,35516,27883.185715,2297.94474,30181.130455,72759,1760
"AMBUJACEM",4861,10885,15746,28950.33183,916.15251,29866.48434,70836,563
"NESTLEIND",4240,14022,18262,27925.5908,1215.3003,29140.8911,46871,1318.8
"MAXHEALTH",5087,8086,13173,28219.649325,750.37935,28970.028675,50832,1051.6
"WIPRO",3482,9747,13229,27464.3994,1373.5545,28837.9539,54139,265.1
"GLENMARK",3499,10491,13990,27195.59415,1454.705025,28650.299175,40546,2080.8
"PAYTM",2808,8159,10967,27109.902525,1482.819445,28592.72197,33715,1329
"CIPLA",4472,27679,32151,25808.3098875,2400.5027625,28208.81265,48530,1528.6
"POLICYBZR",4347,10044,14391,26799.509555,1154.75073,27954.260285,27757,1740
"NMDC",4519,15718,20237,25728.319575,1813.261275,27541.58085,77749,83.84
"GMRAIRPORT",3572,10018,13590,26140.713885,1289.4131475,27430.1270325,44660,104.25
"MARICO",2726,13557,16283,25405.54452,1845.67872,27251.22324,34680,779.95
"SHREECEM",3752,12610,16362,26180.0999475,988.3248225,27168.42477,16094,27615
"POWERGRID",5002,22200,27202,25699.0428,1452.96781,27152.01061,77289,268.15
"CROMPTON",5381,16220,21601,25252.92792,1788.10866,27041.03658,48128,260
"RVNL",4265,24875,29140,23175.36766,3365.8703525,26541.2380125,68667,357.2
