"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",100662,367371920,367472582,1935558.9935939999,7307316.5221525,9242875.5157465,8939685,25839.65
"BANKNIFTY",28801,2538357,2567158,592888.050579,364462.63975699997,957350.690336,1003186,59222.35
"INDIGO",68780,668847,737627,510391.96875,116159.82276,626551.79151,235202,4988
"BSE",21182,135597,156779,216141.713475,32672.0866125,248813.8000875,72895,2700
"RELIANCE",25477,153158,178635,195554.6614,11698.96555,207253.62695,358421,1532.4
"MIDCPNIFTY",6654,365578,372232,126026.34837600001,61904.818574,187931.16695,130364,13741.35
"ICICIBANK",17644,63150,80794,171203.33202,6186.49451,177389.82653,233262,1375
"HDFCBANK",28931,112268,141199,159828.661795,7240.434355,167069.09615,497203,997
"ASIANPAINT",19743,205301,225044,139583.64405,16407.82525,155991.4693,94558,2793.7
"HEROMOTOCO",15297,111618,126915,138639.829035,13087.103775,151726.93281,67896,5999
"ETERNAL",19286,67809,87095,135139.9928425,8336.7617575,143476.7546,178499,291.75
"SBIN",17533,148666,166199,126438.9315,11770.00605,138208.93755,215960,960.5
"M&M",17499,48245,65744,127910.03832,4752.76794,132662.80626,140715,3648.4
"IDEA",15796,59344,75140,118765.5546075,13179.76128,131945.3158875,142930,10.76
"INFY",18341,94179,112520,117517.3862,7257.63372,124775.01992,274872,1597
"MCX",7559,73431,80990,96820.3963875,17017.1747625,113837.57115,51586,10344
"ADANIENT",13847,62338,76185,95617.0182465,8404.8828738,104021.90112030001,142352,2250
"BEL",16185,135692,151877,89679.8201175,10838.551995,100518.3721125,170031,390.2
"COFORGE",12696,76294,88990,89747.1223875,9343.799325,99090.9217125,63915,1870.7
"HAL",12998,116069,129067,83380.75512,11150.5917,94531.34682,152584,4311
"VEDL",14883,56985,71868,88003.521725,6160.133815,94163.65554,153162,514.9
"BHARTIARTL",8852,56594,65446,88154.7195675,5557.336315,93712.0558825,155231,2087.1
"TCS",13990,89077,103067,78707.0102,5795.4777125,84502.4879125,243390,3208
"CANBK",7550,32328,39878,73763.87985,5144.721075,78908.600925,49674,145.99
"SHRIRAMFIN",10240,32151,42391,70995.7809825,4181.1236775,75176.90466,109040,844
"TRENT",16535,114562,131097,67504.20695,7318.76653,74822.97348,157401,4084.1
"LTF",5406,21530,26936,69755.58454479999,4764.0124430000005,74519.5969878,22267,307.15
"LT",10113,46256,56369,70961.716035,3234.11697,74195.833005,126075,3994.5
"TATASTEEL",7784,42095,49879,69442.86635,4630.51105,74073.3774,102785,160.99
"BAJFINANCE",9066,39290,48356,69690.362775,3849.5352,73539.897975,172406,1017.5
"JIOFIN",9385,41734,51119,64985.423025,4100.621455,69086.04448,111985,293.55
"AXISBANK",8233,37796,46029,65791.6120625,3216.4186875,69008.03075,161008,1273.1
"KOTAKBANK",7066,38945,46011,60328.3668,3810.25804,64138.62484,133908,2132
"TITAN",8760,60214,68974,58988.20312,4890.0030725,63878.2061925,87785,3840.1
"DIXON",8127,84162,92289,54997.30445,8308.22058,63305.52503,117030,13504
"MARUTI",7030,80732,87762,56705.998545,5808.54454,62514.543085,103152,15990
"PGEL",12759,93819,106578,49969.26811,11713.588505,61682.856615,36595,553.9
"ABCAPITAL",4990,23891,28881,56197.85741,5026.05666,61223.91407,37492,364.85
"PAYTM",5997,23800,29797,57101.0419775,3765.7346075,60866.776585,43725,1317
"FEDERALBNK",4299,28799,33098,56173.597,4389.4615,60563.0585,28940,260.65
"BHEL",7322,56151,63473,53171.2797,7134.310575,60305.590275,52058,276.9
"JSWSTEEL",7532,38508,46040,56656.4624325,3319.7865525,59976.248985,113633,1105.4
"PNB",5412,30849,36261,50887.4464,4758.9328,55646.3792,61715,117.7
"POLICYBZR",7502,28527,36029,50849.0479,4124.221115,54973.269015,29933,1961.8
"BIOCON",5385,23318,28703,51579.51675,3371.30075,54950.8175,39199,383.85
"INDUSTOWER",7412,22133,29545,50899.87952,2858.95596,53758.83548,72961,403.3
"TECHM",5318,18949,24267,50418.6507,2565.92676,52984.57746,53967,1561.5
"HINDALCO",8547,40596,49143,48708.9498,3414.99186,52123.94166,149340,812.7
"NATIONALUM",4920,17746,22666,48773.006625,3174.1155,51947.122125,30914,265
"BANKBARODA",5711,24754,30465,48083.597055,3385.52838,51469.125435,56728,289.3
"ITC",7479,29518,36997,48315.22976,1805.12064,50120.3504,168203,401.25
"CDSL",6090,46414,52504,43394.81022,5751.35738,49146.1676,51255,1520
"DLF",7889,39274,47163,45091.858185,3481.0418775,48572.9000625,98558,689.9
"WIPRO",5885,26262,32147,45788.7189,2607.4299,48396.1488,65928,257.39
"ASHOKLEY",5695,24422,30117,44990.5935,3057.1455,48047.739,52569,159.31
"EICHERMOT",3706,23861,27567,44344.770085,3517.7736225,47862.5437075,41906,7122.5
"TMPV",16094,85029,101123,44635.11216,2758.60448,47393.71664,245409,345.5
"ADANIGREEN",7046,23340,30386,42354.33618,2953.167,45307.50318,67145,1010.5
"POLYCAB",4759,24334,29093,42413.0646875,2666.5146125,45079.5793,24029,7175
"LAURUSLABS",4912,16049,20961,42402.98712,2640.612635,45043.599755,32696,1019.1
"GLENMARK",5831,20450,26281,42329.6412375,2391.875925,44721.5171625,58852,1931
"GODREJPROP",7324,40452,47776,40715.85265,3773.5983175,44489.4509675,52183,2038.3
"AUBANK",4282,19885,24167,41415.3342,3060.7093,44476.0435,29098,971
"PATANJALI",8920,9293,18213,43574.0103,796.15233,44370.16263,47829,537.7
"INDUSINDBK",6992,23179,30171,41412.52402,2395.75728,43808.2813,98615,846
"IDFCFIRSTB",5573,15332,20905,41581.4713125,1854.4722525,43435.943565,61440,80.8
"APOLLOHOSP",4635,16704,21339,41383.7917375,1556.6453625,42940.4371,45916,7100
"HINDUNILVR",5717,32883,38600,39870.15186,2335.49418,42205.64604,45709,2305
"POWERINDIA",3872,32542,36414,37453.7174,4596.3147,42050.0321,21648,19490
"RBLBANK",4281,7537,11818,41028.014845,999.1626575,42027.1775025,34538,304.1
"JSWENERGY",8738,27242,35980,39614.6922,2238.5029,41853.1951,75760,452.25
"HCLTECH",6425,35471,41896,37626.810515,2576.528745,40203.33926,80717,1657.9
"MUTHOOTFIN",3640,12477,16117,37628.05794,1839.2988625,39467.3568025,23672,3745
"HINDPETRO",4125,9893,14018,37620.0759825,1323.5912325,38943.667215,30841,447.85
"CHOLAFIN",3428,12048,15476,36943.227625,1895.42775,38838.655375,29409,1732.1
"BAJAJ-AUTO",5311,32792,38103,35811.3543525,2271.2487825,38082.603135,87767,8929
"GMRAIRPORT",5114,18429,23543,35731.06128,2078.989425,37810.050705,54891,100.45
"PFC",7798,34620,42418,34719.84906,2633.43184,37353.2809,116799,342.6
"AMBER",5026,27626,32652,32838.71367,3122.84553,35961.5592,31694,6663.5
"MAZDOCK",7145,43468,50613,31493.14138,3789.9568025,35283.0981825,53455,2497.9
"INDIANB",4215,14550,18765,33250.9121,1910.9993,35161.9114,27705,792.05
"GRASIM",4947,10667,15614,34159.532575,939.109075,35098.64165,82944,2750
"PERSISTENT",4915,22628,27543,31051.41482,2211.5618,33262.97662,33260,6310
"VBL",6345,28710,35055,30766.8799125,2195.308395,32962.1883075,73173,471.4
"DELHIVERY",3442,23129,26571,29320.195295,3560.3545125,32880.5498075,18101,414.95
"ADANIPORTS",4251,26590,30841,30089.82861,2566.000635,32655.829245,77526,1496.7
"SRF",5114,23241,28355,29472.62884,2020.80354,31493.43238,37972,2894.4
"TVSMOTOR",4702,19186,23888,29752.8560525,1507.8256025,31260.681655,63706,3620
"LTIM",3207,8914,12121,30072.230205,1180.87236,31253.102565,25735,6221
"RECLTD",6450,37426,43876,28665.89453,2558.7634725,31224.6580025,132672,342.7
"HINDZINC",4705,22374,27079,28341.9732575,2283.1195975,30625.092855,56472,491.35
"DRREDDY",3770,11872,15642,29666.6063125,898.4369375,30565.04325,36007,1248.1
"NTPC",6001,30626,36627,28824.08955,1456.69965,30280.7892,98744,319.7
"UPL",2791,6849,9640,27998.698871999997,992.9549754999999,28991.6538475,34904,739.45
"ANGELONE",3979,34265,38244,24794.492375,4111.542,28906.034375,44663,2527
"TATAPOWER",4885,32040,36925,26686.054185,2155.52708,28841.581265,86437,375.4
"CUMMINSIND",3080,7360,10440,27591.4298,1063.08714,28654.51694,22185,4470
"BDL",5303,40092,45395,24742.0193375,3491.3435275,28233.362865,39055,1432.3
"CGPOWER",4764,15702,20466,26767.783415,1384.1162,28151.899615,33308,670
"INDHOTEL",3757,10334,14091,27157.3773,932.7548,28090.1321,41178,725.7
"RVNL",6157,24016,30173,26294.04398,1758.7181475,28052.7621275,53818,312.7
