"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",186288,102336145,102522433,3382859.4990990004,3133749.3970075,6516608.8961065,7879822,25942.1
"BANKNIFTY",35818,14647933,14683751,691835.374667,510825.9441225,1202661.3187895,1519482,58932.35
"HDFCBANK",142836,137979,280815,779986.087485,3765.314245,783751.40173,509595,992.8
"RELIANCE",81209,183187,264396,631043.19695,8872.3387,639915.53565,336895,1546.7
"ICICIBANK",65223,82319,147542,617186.99518,4911.13203,622098.12721,258176,1343.6
"IDEA",53838,32728,86566,461337.7247325,7947.96282,469285.6875525,154045,11.98
"VEDL",63114,327909,391023,440021.05644,22530.196135,462551.252575,195806,593
"DIXON",62199,1048236,1110435,376305.13982,52035.543285,428340.683105,218508,11880
"BHARTIARTL",41630,84984,126614,415402.7515375,3049.01208,418451.7636175,151444,2081.4
"HINDZINC",47145,459169,506314,367329.0271175,50476.7932375,417805.820355,115159,618.15
"INFY",59154,129964,189118,390679.64984,4355.12612,395034.77596,344027,1645
"TATASTEEL",32635,156133,188768,310872.4817,14913.92595,325786.40765,97244,172.3
"ETERNAL",46464,52059,98523,320288.2442625,4628.0928575,324916.33712,173267,283
"TCS",54314,140424,194738,309969.81722,4367.469435,314337.286655,235278,3256
"COFORGE",44723,365965,410688,282852.9635625,30115.0051875,312967.96875,110369,1677
"AXISBANK",39277,72004,111281,302131.5833125,3535.4640625,305667.047375,184597,1231
"HINDALCO",48315,110517,158832,295236.61678,6663.14306,301899.75984,151513,865.35
"MIDCPNIFTY",11140,2353048,2364188,197897.446596,102679.20691200001,300576.653508,236799,13651.45
"ITC",46012,41293,87305,297362.10464,1921.5272,299283.63184,170115,402.95
"SHRIRAMFIN",36795,73991,110786,290705.0180925,4289.730885,294994.7489775,118797,953.5
