"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",76491,55828329,55904820,1465474.5205279998,2789334.483183,4254809.003711,6647852,25815.55
"BANKNIFTY",26585,3355096,3381681,541323.3521530001,347503.00005699997,888826.35221,1271537,58912.85
"ICICIBANK",39206,114432,153638,374317.26115,7894.81105,382212.0722,284365,1357
"HDFCBANK",59443,139625,199068,322969.920625,6487.34405,329457.264675,571210,980
"INFY",41751,177951,219702,271936.85908,10678.7448,282615.60388,323653,1627.1
"INDIGO",30130,352222,382352,230104.40937,32546.18871,262650.59808,248061,5125
"RELIANCE",29886,131673,161559,231985.7958,7715.79435,239701.59015,369610,1543.5
"HINDALCO",27836,76429,104265,167492.41516,5478.02318,172970.43834,164502,855
"HDFCAMC",17406,156977,174383,140669.79894,17829.86736,158499.6663,44297,2725
"TCS",25282,213685,238967,144579.210755,11857.1373375,156436.3480925,247138,3281.2
"VEDL",20843,153105,173948,138391.837545,14838.238285,153230.07583,191314,578.85
"IDEA",16655,65777,82432,135200.88063,11048.2266825,146249.1073125,148717,11.33
"MIDCPNIFTY",5198,380291,385489,97766.231928,46513.495683999994,144279.72761200002,161895,13745.15
"BSE",12150,122834,134984,122357.3636625,20517.126,142874.4896625,86448,2684
"DIXON",17706,256449,274155,117984.119965,21007.352295,138991.47226,156273,13239
"HINDZINC",15946,163784,179730,115267.1966075,22609.066235,137876.2628425,103684,591.05
"SHRIRAMFIN",17864,74845,92709,128505.03138,9125.1808725,137630.2122525,126122,866
"SBIN",17638,128710,146348,129665.49945,7676.29455,137341.794,214634,976.5
"M&M",18070,72393,90463,129494.69798,4979.501,134474.19898,153176,3585
"HEROMOTOCO",13268,166477,179745,113571.78375,12517.14441,126088.92816,92814,5740
"AXISBANK",15456,79197,94653,119505.4750625,4485.6413125,123991.116375,207504,1229.8
"BHARTIARTL",11047,54293,65340,110624.773975,4101.7760975,114726.5500725,163779,2098.3
"KOTAKBANK",12919,30441,43360,112665.53356,1978.09104,114643.6246,150414,2167
"TATASTEEL",11297,38017,49314,105592.16085,3616.9738,109209.13465,98452,167.95
"LT",15052,37140,52192,106875.4759625,2063.6995575,108939.17552,138831,4028.4
"MCX",7513,79168,86681,95396.311325,13096.2908375,108492.6021625,62961,10175
"TMPV",36901,251539,288440,101567.70432,5906.72856,107474.43288,264825,346.25
"BAJFINANCE",13484,45605,59089,101767.9467,3286.397475,105054.344175,191190,1001
"ULTRACEMCO",15905,30477,46382,91852.619275,1212.834555,93065.45383,105120,11465
"ASHOKLEY",9601,71040,80641,80742.252,7103.5925,87845.8445,64371,171.45
"SAMMAANCAP",12679,54222,66901,77964.203,6860.32793,84824.53093,53751,143.4
"BEL",13709,90160,103869,75193.293915,4668.26238,79861.556295,184956,383.05
"ITC",10999,29046,40045,70876.60592,1119.632,71996.23792,179395,400.85
"MARUTI",7861,105161,113022,64321.334955,5856.07758,70177.412535,120900,16306
