"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",90939,188068671,188159610,1515048.9207555,5847225.746726,7362274.667481501,10238082,25585.5
"BANKNIFTY",27783,4216712,4244495,499447.70763300004,344301.243429,843748.951062,1137849,59891.35
"ICICIBANK",66200,456946,523146,638442.03745,27973.55946,666415.59691,326535,1377.7
"HDFCBANK",83317,638147,721464,425730.94938,26537.370475,452268.319855,779918,925.95
"RELIANCE",56459,966198,1022657,400998.0498,48850.35975,449848.40955,624873,1413.2
"WIPRO",53650,181899,235549,396418.0212,17482.9629,413900.9841,97458,245.5
"PNB",36096,213681,249777,375002.9904,32368.6448,407371.6352,66620,128.35
"ETERNAL",32950,131841,164791,226304.1207325,18987.9883775,245292.10911,182898,279.45
"RBLBANK",22985,94523,117508,220764.5632325,13085.4205525,233849.983785,48648,301.1
"HINDZINC",22323,198382,220705,180195.46993,40161.675715,220357.145645,113348,660.25
"AXISBANK",24892,133821,158713,203722.7726875,13583.8448125,217306.6175,219819,1306.8
"TECHM",18101,168161,186262,187292.13438,21159.94614,208452.08052,57492,1710.4
"BHEL",25638,227456,253094,177110.941875,24280.8108375,201391.7527125,95527,262.8
"POLYCAB",18654,199301,217955,171328.3278125,19712.1639625,191040.491775,62982,7415.5
"LTF",26750,137830,164580,176686.829325,13206.114675,189892.944,54365,299.9
"FEDERALBNK",12277,117023,129300,170035.9585,19460.315,189496.2735,41489,279
"INFY",25721,210323,236044,172867.78888,9254.31696,182122.10584,321380,1679.9
"VEDL",20704,130731,151435,162332.752825,18520.81095,180853.563775,167036,676
"INDIGO",21178,177826,199004,156291.00549,18603.322695,174894.328185,127658,4937
"MIDCPNIFTY",6862,512154,519016,112342.565616,47367.592811999995,159710.158428,198789,13655.2
"KOTAKBANK",15405,43902,59307,131631.2256,5068.6906,136699.9162,136093,427.5
"MCX",7717,46654,54371,118581.2546875,14375.574875,132956.8295625,62515,2430
"CANBK",11226,55071,66297,119242.75275,9883.811025,129126.563775,55428,156.75
"360ONE",19614,75503,95117,117676.43665,8739.83995,126416.2766,18552,1162.8
"BSE",10104,96657,106761,104468.0842125,14204.3320875,118672.4163,79694,2720
"DIXON",18589,173148,191737,101373.726145,15098.322065,116472.04821,192939,11020
"SBIN",12466,226614,239080,97241.3514,13042.726275,110284.077675,217776,1038.5
"COLPAL",21057,90067,111124,102748.8768525,5656.04235,108404.9192025,57215,2177.9
"BAJFINANCE",13814,108829,122643,100184.902125,7810.681275,107995.5834,198316,968
"ADANIENT",15017,62238,77255,99254.91563280001,4708.2451746,103963.1608074,129924,2129
"MARUTI",10910,268916,279826,87951.87701,15410.95314,103362.83015,149567,16182
"INDUSINDBK",14882,31341,46223,98982.44832,3877.244,102859.69232,90587,947.45
"PATANJALI",21746,8642,30388,102105.78903,430.88823,102536.67726,64997,527.95
"BANKBARODA",10627,56109,66736,95459.046345,6483.6717075,101942.7180525,65436,307.55
"IDEA",12392,28861,41253,94545.3216825,6391.709055,100937.0307375,168004,10.58
"BANKINDIA",11023,46592,57615,92793.11288,8034.42172,100827.5346,24144,162.8
"TCS",16775,193222,209997,93441.0199275,7012.038845,100453.0587725,244615,3161
"NATIONALUM",6476,37310,43786,88794.951375,9436.841625,98231.793,39937,368.65
"ITC",16658,224338,240996,88569.65024,9028.80464,97598.45488,461728,332.8
"TMPV",32668,205711,238379,89828.67368,7069.54392,96898.2176,231393,343.55
"JIOFIN",13161,98472,111633,85952.664465,7250.884345,93203.54881,141842,274.9
"CGPOWER",15451,136010,151461,78222.33086,12220.714435,90443.045295,57564,587.85
"YESBANK",11896,57943,69839,85079.37743,5221.01513,90300.39256,65070,22.73
"IEX",15532,89889,105421,80404.82325,9539.3055,89944.12875,75591,136.47
"HINDALCO",12186,60054,72240,80093.20431,4666.19412,84759.39843,125666,938.9
"LTIM",8015,60902,68917,76758.62961,7118.193315,83876.822925,36220,6360
"BHARTIARTL",8273,62119,70392,79107.5751625,4174.21944,83281.7946025,171624,2010
"SUNPHARMA",13072,109097,122169,76329.19756,6209.51184,82538.7094,108879,1674.9
"ASHOKLEY",8296,33452,41748,77393.831,3730.203,81124.034,62806,188.4
"HAL",10894,79614,90508,73417.46763,7002.325905,80419.793535,129667,4502
"M&M",10526,38866,49392,76994.87026,2338.79166,79333.66192,127439,3662.9
"LT",11116,67090,78206,74979.09916,3513.3129325,78492.4120925,150138,3863.7
"AUBANK",7055,29534,36589,72212.9871,5352.0454,77565.0325,41318,1020.65
"IDFCFIRSTB",9092,18309,27401,70210.5303375,1593.7390175,71804.269355,63298,82.99
"HCLTECH",10928,99934,110862,65332.76337,5750.052455,71082.815825,93860,1714.2
"UNIONBANK",8518,45593,54111,66775.52445,4178.6527275,70954.1771775,42016,177.65
"TATASTEEL",6257,45823,52080,64951.095,5749.8716,70700.9666,97834,188
"HINDUNILVR",9206,72596,81802,66316.07526,4054.34271,70370.41797,88561,2414.4
"HEROMOTOCO",7513,64493,72006,64529.750805,5290.363605,69820.11441,70043,5762
"LAURUSLABS",7283,19777,27060,65988.71725,3009.53635,68998.2536,44905,1063.5
"BANDHANBNK",12933,8645,21578,67010.29488,927.40104,67937.69592,61918,142.39
"TATATECH",11531,64018,75549,61955.50464,4270.99336,66226.498,33299,658.05
"SHRIRAMFIN",7179,36370,43549,59658.9972,5366.510985,65025.508185,90171,1008.05
"PERSISTENT",9275,39606,48881,59328.65084,5309.86935,64638.52019,40121,6436
"GODREJPROP",11105,110607,121712,55810.59715,7835.5506075,63646.1477575,77199,1789.8
"NMDC",10893,26719,37612,60155.5491,1987.760925,62143.310025,87661,81.19
"COALINDIA",9865,62999,72864,57292.522695,4335.24663,61627.769325,110238,429.8
"ICICIGI",9605,17160,26765,58284.269875,492.9366,58777.206475,32987,1885
"IRFC",9840,73268,83108,50685.546325,6004.3915,56689.937825,54834,120.35
"RECLTD",10267,49522,59789,53176.42722,3338.73106,56515.15828,126186,369.8
"BEL",8420,80787,89207,49724.3690925,5872.1395725,55596.508665,163529,412.7
"KALYANKJIL",9366,65184,74550,50209.245305,5036.5626525,55245.8079575,55984,457
"HAVELLS",6666,48017,54683,47918.5748,4196.17055,52114.74535,39096,1436
"ANGELONE",6659,75569,82228,44876.48175,6334.1808,51210.66255,43135,2690
"COFORGE",6967,23795,30762,45193.561875,3292.02885,48485.590725,75373,1726
"MOTHERSON",6290,33563,39853,43478.50125,3057.29415,46535.7954,49488,112.25
"JSWSTEEL",5537,18555,24092,44392.1414625,1742.2468875,46134.38835,96108,1181.3
"ULTRACEMCO",7165,19403,26568,44349.041505,1055.771745,45404.81325,83629,12261
"DLF",7803,45957,53760,41474.01324,3674.416845,45148.430085,116786,637.75
"INDUSTOWER",5862,21571,27433,42840.26418,1850.30057,44690.56475,87671,427.4
"NTPC",8146,65133,73279,42179.5047,2342.71695,44522.22165,123156,343.35
"HDFCLIFE",5242,26822,32064,42574.59008,1684.25059,44258.84067,55178,737
"DIVISLAB",6718,46167,52885,41523.68845,2416.40503,43940.09348,65442,6140
"ZYDUSLIFE",5426,12046,17472,42723.1908,1074.60819,43797.79899,22463,878.6
"ASIANPAINT",5780,45932,51712,39944.454375,3089.454525,43033.9089,87977,2736.8
"BAJAJ-AUTO",5628,41511,47139,39942.74379,2177.35017,42120.09396,87946,9415
"PAYTM",4092,19845,23937,39378.0354825,2226.410765,41604.4462475,38315,1334.6
"UPL",3696,14360,18056,39694.0953315,1811.8402825,41505.935614,48086,785
"PFC",7973,44353,52326,38674.23209,2755.00511,41429.2372,109910,371.5
"IREDA",8588,21023,29611,39609.53073,1708.828815,41318.359545,51574,133.99
"VBL",7186,18432,25618,40117.7332125,1193.17995,41310.9131625,62872,493.7
"HDFCAMC",5015,34345,39360,38882.34621,2325.78255,41208.12876,47173,2579
"SBICARD",5990,10649,16639,40043.94192,677.23064,40721.17256,39325,837
"TRENT",9438,82702,92140,37151.33577,3388.66041,40539.99618,207678,3942
"INDHOTEL",5625,31761,37386,37941.2235,2387.0136,40328.2371,53944,667.7
"TITAN",5231,37577,42808,38195.67227,1993.941635,40189.613905,107248,4140
"IRCTC",6901,31823,38724,37812.454575,1983.428125,39795.8827,83578,630.3
"AMBUJACEM",6580,14288,20868,38251.483515,1054.472475,39305.95599,75552,551.3
"ADANIPORTS",5427,35193,40620,36360.24889,2148.2023675,38508.4512575,88564,1403.3
"RVNL",7198,35066,42264,35906.094805,2222.6547125,38128.7495175,93023,330.85
