"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",79692,67432340,67512032,1335218.4944344999,3524676.3277634997,4859894.822198,7125865,25665.6
"BANKNIFTY",22817,2728623,2751440,409432.017597,291321.176847,700753.1944439999,1040772,59580.15
"VEDL",39451,391659,431110,303434.63598,68282.417825,371717.053805,160932,676
"HINDZINC",28661,331544,360205,231425.910975,69810.286035,301236.19701,98948,655
"HDFCBANK",53859,214877,268736,276868.805785,14463.73742,291332.543205,684612,925
"ICICIBANK",25240,119825,145065,252519.74762,14353.94044,266873.68806,277174,1416.6
"MCX",13908,149421,163329,207486.3416875,48408.1663125,255894.508,57229,2415
"AXISBANK",29635,176032,205667,240026.785,15731.9419375,255758.7269375,208483,1299
"INFY",36203,252269,288472,232516.63988,19612.87204,252129.51192,309180,1608.9
"UNIONBANK",24202,175044,199246,187612.5363525,26940.629265,214553.1656175,41065,179
"RELIANCE",24247,186648,210895,177210.70775,16079.9248,193290.63255,509497,1458.8
"INDUSINDBK",27167,104429,131596,178904.55093,14020.79588,192925.34681,97813,943
"TATASTEEL",15390,141532,156922,159697.0738,22678.55535,182375.62915,97170,189.35
"NATIONALUM",10428,94786,105214,143844.262875,27315.836625,171160.0995,40116,373.75
"TCS",26773,247220,273993,148123.38583,11269.743415,159393.129245,261352,3197.8
"DIXON",23061,185291,208352,130733.033115,20847.29285,151580.325965,177073,11108
"SBIN",17854,183051,200905,137560.5858,13370.942025,150931.527825,206134,1030
"POLYCAB",14444,56086,70530,133983.2424875,9276.3416,143259.5840875,48054,7318
"ETERNAL",18549,65337,83886,133652.185745,9136.0145975,142788.2003425,165596,298.8
"HINDALCO",17790,146702,164492,118509.93679,13811.52206,132321.45885,129251,955.9
"PNB",10978,56792,67770,111962.7864,10323.6168,122286.4032,50475,128.7
"BSE",9894,77178,87072,105522.1359,16432.92,121955.0559,68454,2834
"MIDCPNIFTY",4665,350548,355213,76762.397964,39971.806044000004,116734.20400799999,175060,13705.9
"ONGC",17197,172441,189638,96148.3212,12077.01405,108225.33525,125791,247.98
"HDFCAMC",12755,84321,97076,97879.11549,9831.01731,107710.1328,44408,2553
"CANBK",9560,36607,46167,98982.29295,6705.7362,105688.02915,50714,154.1
"KOTAKBANK",11907,33196,45103,100938.5102,3139.1476,104077.6578,136225,420.2
"BEL",15759,93093,108852,94328.33499,8143.9347075,102472.2696975,154037,417.55
"BANKBARODA",10237,59322,69559,91488.611565,7725.3552675,99213.9668325,60789,307.9
"COALINDIA",12733,162312,175045,75254.156325,14371.95825,89626.114575,102874,431.7
"MARUTI",9831,141364,151195,80070.51544,8651.28515,88721.80059,138829,16148
"BHARTIARTL",8375,59439,67814,80774.13874,4194.397155,84968.535895,162607,2021
"JINDALSTEL",12307,21956,34263,80249.0425,2170.9826875,82420.0251875,37609,1040
"LT",11253,68725,79978,76533.323895,4640.9306825,81174.2545775,147798,3868
"TATAELXSI",11451,211838,223289,64336.31616,15267.8201,79604.13626,55153,5475
"NTPC",13878,134315,148193,72182.50965,7048.9575,79231.46715,119996,349
