"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",64375,82859906,82924281,1222766.8644935,2705470.3812955,3928237.2457890003,8187115,26172.4
"INFY",98928,414013,512941,664834.2742,24729.8566,689564.1308,403651,1686
"BANKNIFTY",15094,2682214,2697308,305755.710758,236301.0440205,542056.7547785,1319315,59304
"SHRIRAMFIN",38902,422457,461359,300461.093295,54496.0482,354957.141495,158815,934.8
"CHOLAFIN",29988,217850,247838,301527.85875,42350.7236875,343878.5824375,96199,1585
"AXISBANK",39379,55594,94973,304364.110375,2448.7616875,306812.8720625,232021,1233.8
"MCX",16571,347943,364514,221164.242325,57729.61105,278893.853375,76128,10817
"ETERNAL",37078,37508,74586,258451.852245,2456.4888675,260908.3411125,214556,287.05
"BHARTIARTL",23981,208413,232394,243989.4990675,15381.50662,259371.0056875,170526,2141.5
"IDEA",28406,57730,86136,241333.93659,13711.9998675,255045.9364575,157127,11.82
"ICICIBANK",25456,106792,132248,244041.01141,7015.73418,251056.74559,279163,1367.5
"HDFCBANK",44630,144614,189244,243517.522655,6004.44845,249521.971105,577462,987.2
"RELIANCE",29586,196913,226499,233286.20385,11024.4797,244310.68355,365627,1577
"BSE",17373,187174,204547,178870.8508125,30777.1426875,209647.9935,88706,2771.9
"DIXON",23224,464417,487641,152235.88661,37735.218485,189971.105095,186187,12820
"VEDL",24440,169290,193730,165585.338995,14386.024935,179971.36393,192665,585
"HINDALCO",26735,139272,166007,162654.7062,10632.12871,173286.83491,163484,863.6
"KOTAKBANK",18235,38509,56744,158048.76016,2233.64584,160282.406,158814,2147.1
"HINDZINC",17357,199897,217254,129119.498445,25991.61635,155111.114795,106262,604.85
"ADANIENT",20592,65364,85956,144720.8751303,5547.1549911,150268.0301214,159204,2261
"GLENMARK",18082,51881,69963,137443.443825,5111.2803375,142554.7241625,61715,2036
"SBIN",18309,109022,127331,134513.7324,5867.6949,140381.4273,219490,974.5
"TCS",19430,186512,205942,112835.472645,8534.6491475,121370.1217925,252857,3324.9
"VBL",21525,79612,101137,110034.650205,5288.51123,115323.161435,83088,486.5
"HEROMOTOCO",12496,130084,142580,107689.18158,7100.02242,114789.204,94841,5700
"INDIGO",12984,153437,166421,100523.298285,11490.224595,112013.52288,248065,5143.5
"BAJFINANCE",14355,44628,58983,109053.07395,2895.788925,111948.862875,193666,1007.8
"TRENT",22339,317477,339816,93357.36276,15744.56586,109101.92862,175157,4219
"WIPRO",12162,103179,115341,99084.0036,8592.7521,107676.7557,77001,272.65
"UPL",9194,63013,72207,96565.25127549999,7996.183181,104561.43445649999,41540,779
"TMPV",33787,188220,222007,97139.53944,6053.57712,103193.11656,261222,358.95
"AUROPHARMA",15020,12949,27969,102008.48581,968.478995,102976.964805,67703,1224
"MIDCPNIFTY",3367,383052,386419,63484.03828,36079.58152,99563.6198,167148,13971.65
"TATASTEEL",9791,46960,56751,91989.8507,4515.5462,96505.3969,99959,169.06
"M&M",12844,54767,67611,92980.2258,3259.83478,96240.06058,151244,3612.5
"ASHOKLEY",9780,60316,70096,85754.0835,6011.5925,91765.676,71366,176.6
"JSWSTEEL",11853,41186,53039,87948.2655225,2814.2998425,90762.565365,124025,1094.5
"BEL",14087,115010,129097,79884.5111925,6177.70674,86062.2179325,179227,398.8
"BAJAJ-AUTO",11652,105901,117553,80091.32937,5885.0649975,85976.3943675,93932,9153.5
"PNB",8220,33742,41962,79906.7072,3969.7136,83876.4208,65241,121.76
"MARUTI",9078,148542,157620,75434.928955,7413.77008,82848.699035,127763,16681
"HAL",11266,124902,136168,74098.58295,8164.93491,82263.51786,153324,4383
"PATANJALI",16163,9335,25498,81360.90027,731.47113,82092.3714,63399,551
"BLUESTARCO",12984,50947,63931,75358.902515,4150.05227,79508.954785,14359,1765
"NATIONALUM",6400,59898,66298,69420.2925,9418.718625,78839.011125,34863,290.5
"INDUSINDBK",12342,45771,58113,74188.27633,3589.20842,77777.48475,101080,856
"ITC",11805,34450,46255,76303.45408,1449.29632,77752.7504,177836,402.85
"PFC",15632,39075,54707,70031.68666,2271.3847,72303.07136,134284,343
"NMDC",13163,33459,46622,69631.6284,2488.556925,72120.185325,82415,78.55
"TECHM",6655,37439,44094,65697.70884,3673.25532,69370.96416,61359,1642.5
"MAZDOCK",11612,265194,276806,52892.844425,16128.824425,69021.66885,62207,2545
"APLAPOLLO",10251,23170,33421,66761.092895,1321.8177,68082.910595,32996,1857
"BHEL",8636,43978,52614,63697.7635875,3447.998925,67145.7625125,55006,281.65
"JIOFIN",9239,20898,30137,65275.899945,1662.59116,66938.491105,120070,299.2
"TITAN",9158,61867,71025,63230.2146,3102.19203,66332.40663,100776,3928.2
"SAIL",10212,33972,44184,62617.84291,3579.98295,66197.82586,59740,129.91
"LT",8661,31559,40220,62026.73519,1860.7349075,63887.4700975,136394,4073
"IDFCFIRSTB",7607,27498,35105,60421.4003925,2598.855,63020.2553925,65742,85.21
"POLYCAB",5619,96351,101970,53542.2434875,9229.5908,62771.8342875,37005,7605
"HCLTECH",10239,53956,64195,59698.37986,2998.214905,62696.594765,90922,1665
"SOLARINDS",6295,126895,133190,51572.767925,10866.2737825,62439.0417075,35203,12622
"ASIANPAINT",8337,58442,66779,58495.595325,2862.65455,61358.249875,109696,2801.9
"COFORGE",8186,45340,53526,57403.28145,3726.2111625,61129.4926125,64410,1864.1
"RVNL",11386,108321,119707,53178.88192,7716.6525825,60895.5345025,58871,332.25
"GRASIM",8449,17621,26070,59800.764875,1088.534525,60889.2994,86007,2802.1
"PAYTM",5864,35047,40911,57039.31932,3787.4572025,60826.7765225,45315,1327
"LAURUSLABS",6077,45135,51212,54942.403615,5118.084175,60060.48779,38702,1062.9
"INDUSTOWER",8021,24390,32411,56277.39755,2302.98422,58580.38177,78564,412
"MPHASIS",7110,33787,40897,55920.2403375,2651.884015,58572.1243525,35591,2880
"ADANIPORTS",7835,30898,38733,56320.0966375,2071.5699525,58391.66659,86187,1507.5
"PERSISTENT",7607,94554,102161,49710.88976,7355.85814,57066.7479,44232,6570
"NBCC",7179,17806,24985,54576.83985,2106.29705,56683.1369,27093,116.08
"KAYNES",10634,152997,163631,45016.07032,11627.23203,56643.30235,136509,4188.5
"DLF",9646,26102,35748,55339.79286,1278.1420575,56617.9349175,108703,691.1
"TATAELXSI",8314,187970,196284,45565.6056,10802.09646,56367.70206,57131,5446
"BANKBARODA",6111,31767,37878,52748.987265,3023.2141875,55772.2014525,58748,293.5
"APOLLOHOSP",5855,40953,46808,51850.9789625,2367.7407,54218.7196625,57417,7059
"RECLTD",11204,44478,55682,51142.915535,2244.056735,53386.97227,142305,343.3
"KEI",5154,100818,105972,40184.688495,11357.501155,51542.18965,18208,4425.8
"EICHERMOT",4338,39983,44321,47750.61009,3775.114725,51525.724815,49601,7306.5
"CANBK",4568,24963,29531,46355.8842,3010.840875,49366.725075,52830,150.05
