"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",87196,171285592,171372788,1497196.9982775,4570427.606342,6067624.604619499,9120990,26250.3
"BANKNIFTY",29071,2299347,2328418,526072.241685,276743.853048,802816.094733,898297,60044.2
"HDFCBANK",66756,248349,315105,362993.26503,16929.68684,379922.95187,542945,978.5
"ICICIBANK",25174,131890,157064,242256.60508,15457.87502,257714.4801,254422,1372
"RELIANCE",26684,244648,271332,213185.1298,21540.6555,234725.7853,316329,1577
"SBIN",25755,228498,254253,195452.823825,18862.06155,214314.885375,177810,1005.4
"ITC",32973,396413,429386,185575.66368,22914.52624,208490.18992,452479,349.6
"INFY",24924,146602,171526,160158.92992,14334.58436,174493.51428,255098,1604.1
"BEL",24336,221307,245643,144238.1447475,23261.8201275,167499.964875,141824,413.35
"GODREJPROP",24914,105506,130420,144691.979245,16126.1716825,160818.1509275,47405,2125.5
"IDEA",16090,40435,56525,135495.2218275,10573.882845,146069.1046725,157493,11.39
"AXISBANK",15809,79487,95296,127246.6091875,8234.1766875,135480.785875,181896,1286.5
"MIDCPNIFTY",5455,266282,271737,91712.9196,38043.562296,129756.481896,119084,13968
"BAJFINANCE",16448,61472,77920,122012.9688,7362.845925,129375.814725,189619,977.65
"BSE",10823,71041,81864,108704.9734875,16824.9579375,125529.931425,65255,2675.8
"TCS",19580,119033,138613,110411.822745,8359.77492,118771.597665,215146,3213
"COALINDIA",17972,131917,149889,104023.52478,13535.967375,117559.492155,96868,426.85
"HAL",14899,123261,138160,101375.449005,14552.385645,115927.83465,110798,4524
"TATASTEEL",9613,72022,81635,98608.53035,12311.0031,110919.53345,84390,185.73
"MARUTI",9803,208098,217901,84604.257475,18874.700055,103478.95753,107919,17170
"BANKBARODA",10520,52485,63005,95031.6889275,8215.2524025,103246.94133,52397,307
"ONGC",16421,138080,154501,88930.32705,9847.319175,98777.646225,98043,238.05
"DIXON",13466,99666,113132,82186.156785,14021.9951,96208.151885,143722,12055
"RECLTD",16567,67256,83823,88589.43394,6794.23514,95383.66908,109639,381
"MCX",5952,32827,38779,82396.106,9679.773125,92075.879125,49862,2198
"HINDUNILVR",11694,61296,72990,83739.02451,5128.57947,88867.60398,70777,2385.5
"BHEL",10194,41324,51518,80571.77835,7309.02165,87880.8,51474,299.7
"HINDPETRO",8036,27825,35861,81440.381205,5689.437165,87129.81837,29830,491
"UNIONBANK",10402,38769,49171,74446.8013575,6249.3624525,80696.16381,27931,162.63
"M&M",9736,47902,57638,74460.55556,5095.8172,79556.37276,117516,3790
"KOTAKBANK",8433,33982,42415,74317.6386,3815.41268,78133.05128,122773,2192.3
"POLYCAB",7512,30874,38386,72674.0094625,4934.6944375,77608.7039,31232,7757
"HINDALCO",10875,54763,65638,71137.53157,5903.30902,77040.84059,130038,931
"VEDL",9911,38364,48275,70391.7369,5782.568805,76174.305705,137434,615.15
"HINDZINC",8726,40180,48906,67565.567615,8586.25775,76151.825365,78020,628.75
"DLF",11512,61123,72635,67519.270665,8146.6899525,75665.9606175,89851,712
"PGEL",10271,79664,89935,61508.861025,14125.69915,75634.560175,25031,629.95
"YESBANK",10011,37813,47824,70707.42055,4479.96433,75187.38488,54779,22.79
"PNB",6948,23066,30014,70457.3216,4278.0056,74735.3272,47329,125
"RBLBANK",7089,18822,25911,70776.2144925,3073.620345,73849.8348375,33700,316.5
"CANBK",6646,17811,24457,69956.34795,3852.82575,73809.1737,44167,154.15
"TRENT",15050,64676,79726,66813.85246,5790.67361,72604.52607,130675,4417
"HEROMOTOCO",7063,61589,68652,63848.717505,8567.37474,72416.092245,64443,5990
"HCLTECH",11751,71225,82976,65424.66798,6594.21798,72018.88596,74795,1605
"MUTHOOTFIN",5713,40522,46235,61561.4198925,7888.5019675,69449.92186,26247,3920.1
"NATIONALUM",5006,22045,27051,62390.7825,6817.2135,69207.996,30595,331.35
"SHRIRAMFIN",7601,23822,31423,63175.0892025,3767.09322,66942.1824225,90824,1002.5
"PATANJALI",12500,18155,30655,64211.65848,2252.85363,66464.51211,51832,570.4
"VOLTAS",10175,68964,79139,56155.6936875,7199.4432,63355.1368875,43357,1476
"BDL",9680,77915,87595,52288.18196,10861.26272,63149.44468,31195,1535.3
"SAMMAANCAP",9111,21235,30346,59336.93969,3667.91978,63004.85947,43002,151.05
"CUMMINSIND",6622,31127,37749,58090.77308,4113.49274,62204.26582,26925,4301.2
"WIPRO",6949,26513,33462,54437.4165,3538.1625,57975.579,54202,263
"ULTRACEMCO",8945,47792,56737,54097.89255,3485.60744,57583.49999,76768,12059
"AUBANK",5213,19673,24886,53244.5372,3964.2289,57208.7661,29531,1013
"BAJAJ-AUTO",6860,76362,83222,49278.433275,7533.43848,56811.871755,77832,9499
"INDUSINDBK",8367,29413,37780,52969.72296,3698.61429,56668.33725,96086,897.85
"KAYNES",11570,85037,96607,46690.29018,9819.43824,56509.72842,70540,4002.8
"EICHERMOT",6534,68301,74835,48877.07202,7495.61167,56372.68369,53867,7494
"ADANIENT",7333,32250,39583,51990.0273513,4295.2688685,56285.296219799995,108246,2279
"NESTLEIND",7938,39543,47481,52251.75745,3664.9719,55916.72935,46100,1315
"ASHOKLEY",5484,31214,36698,50933.9655,4786.973,55720.9385,56607,187.75
"FEDERALBNK",4023,13893,17916,53051.997,2668.1745,55720.1715,19634,263.8
"PFC",10221,48025,58246,49885.29377,4257.55018,54142.84395,111040,374.15
"BHARTIARTL",5084,30893,35977,51055.8352275,3011.438345,54067.2735725,130054,2101.6
"NTPC",9253,87609,96862,48784.6731,5259.288,54043.9611,102558,350.5
"COFORGE",7857,32443,40300,48567.6912375,4395.6600375,52963.351275,92003,1642.1
"DMART",8735,37960,46695,48074.062755,4014.28302,52088.345775,59980,3641
"ASIANPAINT",6397,66745,73142,45180.91575,6487.6176,51668.53335,81469,2814
"LT",6507,39928,46435,47650.49436,3248.5089175,50899.0032775,107711,4149
"WAAREEENER",9516,43457,52973,45551.10434,4856.1319975,50407.2363375,23268,2713.1
"JIOFIN",6729,23575,30304,47768.58019,2558.828285,50327.408475,104432,300.05
"TECHM",5015,12985,18000,48223.0572,2053.52322,50276.58042,44306,1598.8
"INDUSTOWER",6135,18982,25117,45724.8235,2510.64432,48235.46782,78589,434
"TMPV",14888,65269,80157,44533.66224,3280.86112,47814.52336,190795,373.55
"MARICO",4914,18714,23628,45193.9584,2544.74964,47738.70804,33339,773.2
"TITAN",5813,40130,45943,41588.99269,4226.0617,45815.05439,92169,4076
"LTIM",4684,15380,20064,42912.6291,2484.13584,45396.76494,23607,6075
"BANDHANBNK",7868,24494,32362,42145.21728,3168.32868,45313.54596,53430,146.85
"GRASIM",5948,13082,19030,42923.569075,1232.23615,44155.805225,73671,2844.4
"JUBLFOOD",6267,13684,19951,42473.673375,1532.835,44006.508375,36665,539.95
"SOLARINDS",5483,66528,72011,35051.258465,8315.312345,43366.57081,37093,12730
"IRCTC",6672,32687,39359,40037.2896,2813.4208375,42850.7104375,58370,675
"INDIGO",5091,30665,35756,39221.055765,3533.48661,42754.542375,104251,5100
"ETERNAL",5692,25746,31438,39037.0435075,3252.49827,42289.5417775,146904,281.9
"ABCAPITAL",3192,30245,33437,36188.18418,5333.16281,41521.34699,37783,364.35
"CDSL",5172,23570,28742,36202.206985,3526.01639,39728.223375,44714,1467.8
"UPL",3358,14595,17953,36804.926526999996,2781.829905,39586.756431999995,43460,802.8
"LODHA",6559,47484,54043,33105.21588,5977.728225,39082.944105,38321,1119.5
"IOC",4422,23004,27426,35913.427875,2770.69845,38684.126325,35964,164.7
"JSWSTEEL",4579,15038,19617,36789.7142025,1837.6289775,38627.34318,99441,1187
"AMBER",4879,39403,44282,32683.23188,5627.55662,38310.7885,16421,6695
"TVSMOTOR",4976,30617,35593,33890.123505,4020.6589325,37910.7824375,64949,3855.1
"PREMIERENE",7532,25691,33223,34218.53566,3555.599325,37774.134985,10350,787
"NYKAA",4101,14578,18679,34656.291875,2476.46875,37132.760625,20218,269.05
"PAYTM",3296,14671,17967,32223.2332025,3068.129095,35291.3622975,33481,1336.2
