symbol,vol_cum,vol_val_cum,price
NIFTY,46445,725748.31,23944.3
BANKNIFTY,16324,268015.97,54362.35
RELIANCE,16175,118471.07,1460.4
HDFCBANK,24521,104336.70,766.05
ICICIBANK,11890,104914.22,1249.6
BHEL,9151,92318.00,375.5
IDEA,11905,93720.59,10.84
KEI,7916,67804.66,5043.3
M&M,11368,70847.35,3126
ABCAPITAL,6293,70057.90,359.4
MANAPPURAM,7672,69689.85,305.15
ADANIPORTS,7193,59578.13,1730.8
DIXON,10106,57942.43,11288
LT,8311,59154.68,4056.5
BSE,3667,51044.86,3736.5
CAMS,7840,45540.61,796.9
SBIN,6733,53077.15,1056.5
VEDL,13540,46924.77,299.35
HAL,6688,46640.70,4617.5
POLYCAB,5030,51922.42,8275.5
AMBUJACEM,10686,49102.98,435.15
BHARTIARTL,5404,47046.08,1808.5
MCX,2533,44956.25,2887.6
INFY,9990,47112.61,1170.7
KOTAKBANK,6155,45918.88,372.95
GODREJPROP,7751,39430.29,1836.1
ADANIENT,4848,37369.22,2484
DELHIVERY,4201,39763.10,452.6
NATIONALUM,4562,35383.19,414.55
BAJFINANCE,4931,34837.43,945.45
MARUTI,4797,32333.64,13487
ETERNAL,5518,33520.01,247.24
ADANIPOWER,3972,32751.35,231.23
AXISBANK,4321,34376.15,1262.1
TATAPOWER,5173,33225.98,438.35
INDIGO,4731,30209.53,4248.5
PETRONET,5583,29682.22,273.55
LAURUSLABS,3105,30855.94,1163.9
JIOFIN,5188,30563.27,249
BHARATFORG,3089,28569.87,1865.6
SHRIRAMFIN,3719,29245.75,958.05
TCS,6783,28981.66,2438
MIDCPNIFTY,1218,20360.18,13900.1
VOLTAS,5412,28328.76,1394.8
ADANIGREEN,3268,25781.92,1310.1
BRITANNIA,3959,28627.26,5781.5
CDSL,4501,26379.51,1250.8
HYUNDAI,5818,28277.72,1807.9
ASHOKLEY,2924,23371.15,160.52
BEL,3943,24405.09,430.4
INDUSTOWER,3434,23646.08,401.55
WAAREEENER,4106,22854.53,3184.3
CGPOWER,3344,23241.75,824.5
SUNPHARMA,3613,22977.87,1815.6
JINDALSTEL,2685,21395.72,1263.3
TITAN,3007,23080.46,4371.8
PNB,2456,21469.72,109.41
ULTRACEMCO,3796,22410.18,11784
WIPRO,3886,22587.08,199.95
HDFCLIFE,3293,21641.26,593.65
ADANIENSOL,2263,21381.25,1395.8
KFINTECH,4744,20774.04,894.6
ONGC,3154,20659.18,288.7
ITC,4073,20369.72,310.3
HDFCAMC,2465,20681.16,2818
HEROMOTOCO,2605,19779.70,5053
HINDALCO,2667,19541.10,1049.4
EXIDEIND,2815,18581.03,361.95
CHOLAFIN,1904,19601.60,1660.6
PFC,3086,18196.28,454.9
BANDHANBNK,2439,18171.38,207.1
TATASTEEL,3279,19059.42,210.53
DRREDDY,2417,19265.48,1275
KAYNES,4302,17997.68,4175.4
COFORGE,3938,17250.27,1159.8
DLF,3637,18165.99,597.85
INOXWIND,4534,17107.21,104.39
MAZDOCK,3287,17369.57,2636
BAJAJ-AUTO,2242,16996.78,10056
RBLBANK,1627,17186.78,335.1
GLENMARK,1947,17560.72,2406.5
ANGELONE,2015,15784.57,314
VBL,3108,17726.00,503.6
HINDUNILVR,2384,16520.68,2300
