symbol,vol_cum,vol_val_cum,price
NIFTY,19046,298135.34,23997.9
BANKNIFTY,6233,102592.27,54535.65
IDEA,8134,64263.50,10.99
BHEL,5904,59819.77,381.45
ABCAPITAL,4538,50541.00,361.5
MANAPPURAM,5668,51319.66,305.85
RELIANCE,6627,48729.71,1466.9
HDFCBANK,11722,49984.30,771.7
KEI,5183,43870.43,4882.1
ADANIPORTS,4848,40239.39,1737.6
ICICIBANK,4602,40722.18,1251.1
HAL,4113,28663.72,4657.7
DIXON,5195,30086.66,11458
AMBUJACEM,6201,28537.13,438.2
LT,3949,28159.38,4049.8
POLYCAB,2619,27049.27,8262
INFY,5739,27096.70,1173.7
VEDL,6561,22661.28,304.55
ADANIPOWER,2966,24475.44,232.08
GODREJPROP,4700,24079.92,1839.6
CAMS,3556,20251.89,767
ADANIENT,2863,22118.07,2478.5
BHARTIARTL,2281,19966.66,1827
DELHIVERY,2249,21299.96,452.2
M&M,3226,20015.05,3086.2
MCX,1132,19857.98,2884.3
NATIONALUM,2461,19010.83,414.1
LAURUSLABS,1938,19268.08,1166.7
SBIN,2344,18585.63,1063
KOTAKBANK,2595,19267.43,370.05
BAJFINANCE,2564,18069.36,937.5
ADANIGREEN,2075,16378.02,1312.6
PETRONET,3061,16528.34,278.5
SHRIRAMFIN,2251,17633.97,958.55
TCS,3939,16841.39,2448.1
MARUTI,2268,15297.14,13451
INDUSTOWER,2213,15270.05,403.25
AXISBANK,1974,15738.21,1264
EXIDEIND,2092,13836.77,367.7
ETERNAL,2173,13306.73,250.87
ADANIENSOL,1421,13434.01,1396.3
INDIGO,1830,11668.95,4209.8
BEL,2111,13092.13,435.2
MIDCPNIFTY,566,9471.91,13933.35
BSE,870,12017.05,3708.4
ULTRACEMCO,2235,13200.26,11758
HDFCLIFE,1868,12273.12,600.4
TATAPOWER,1827,11775.74,443.3
VOLTAS,2239,11859.80,1410.6
HYUNDAI,2590,12648.62,1811.8
RBLBANK,1122,11822.66,333.5
JIOFIN,1902,11296.45,250.65
BRITANNIA,1597,11529.98,5778
CGPOWER,1571,10880.79,814.15
MAZDOCK,1970,10427.64,2642.2
DLF,2134,10712.44,601.9
COFORGE,2207,9705.07,1166.8
TATASTEEL,1832,10643.99,211.23
ITC,1974,9890.68,310.85
JINDALSTEL,1149,9176.92,1276.6
PFC,1650,9696.76,454.6
CHOLAFIN,997,10242.23,1635.9
SUNPHARMA,1552,9842.42,1800.6
PERSISTENT,1901,9222.25,4841.8
HINDZINC,1167,8731.57,612.25
PNB,1013,8843.93,108.71
WIPRO,1603,9359.81,200.95
MUTHOOTFIN,998,9409.77,3425.9
ASHOKLEY,1107,8835.90,160.19
INOXWIND,2190,8288.82,105.61
OFSS,1039,7611.83,9796
BAJAJ-AUTO,1055,8023.92,10112.5
LTM,1298,8162.48,4255.5
POWERINDIA,976,8339.64,33945
ONGC,1182,7805.70,290.45
GLENMARK,921,8263.47,2390.6
KAYNES,1785,7454.04,4173.1
GMRAIRPORT,1198,8122.97,95.96
BANDHANBNK,1033,7698.40,206.08
CDSL,1355,7878.06,1228.5
ABB,842,7681.76,7332.5
HINDALCO,1082,7904.56,1043.3
HEROMOTOCO,982,7464.24,5044
SUZLON,1476,7470.89,55.38
HINDUNILVR,1047,7271.30,2297
TITAN,987,7581.66,4388.2
DRREDDY,879,7025.28,1281.7
WAAREEENER,1269,7009.66,3144.2
HINDPETRO,940,7084.22,371.75
APLAPOLLO,1110,7274.32,1858.5
HCLTECH,1605,6738.20,1198.1
TRENT,1614,6671.20,4104.9
LUPIN,645,6445.29,2338.9
EICHERMOT,888,6485.18,7272.5
ASIANPAINT,1068,6533.57,2437.1
AMBER,806,6554.53,8125
TMPV,2278,6275.67,341.55
FEDERALBNK,885,6413.60,289.4
MOTHERSON,866,6426.16,120.36
SONACOMS,812,5737.19,575.55
BHARATFORG,642,5933.46,1858.4
UNIONBANK,808,5877.07,163.34
BPCL,962,5704.33,298.5
BIOCON,609,5529.85,363.05
JSWSTEEL,634,5410.27,1255.5
DMART,750,4874.93,4324.8
DABUR,888,5043.10,452.55
COALINDIA,737,4753.08,475.3
INDUSINDBK,766,4926.35,912.85
AUBANK,508,5160.69,1012.4
TECHM,578,5085.19,1464.5
POWERGRID,816,4950.16,318.45
VBL,873,5011.28,503.9
LODHA,1143,4757.93,916
MARICO,484,4598.88,790.5
SRF,916,4688.00,2535.4
RECLTD,910,4554.31,355.7
NESTLEIND,680,4961.03,1457.3
NTPC,787,4727.14,399.5
HDFCAMC,599,4951.23,2756.6
RVNL,1030,4693.81,301.5
LTF,747,4766.37,287.95
SAIL,548,4839.52,187.74
CUMMINSIND,435,4591.53,5255
CANBK,492,4477.92,134.6
BANKBARODA,557,4335.93,264.85
CIPLA,818,4079.25,1320.8
INDIANB,476,3940.08,824.15
JSWENERGY,691,3923.54,567.45
PRESTIGE,641,4210.03,1446
BAJAJFINSV,851,3744.21,1754.7
IDFCFIRSTB,589,3806.73,69.23
AUROPHARMA,510,3870.01,1378.9
NUVAMA,577,3831.82,1343
MPHASIS,617,3868.68,2264.3
COCHINSHIP,526,3631.26,1719.3
SUPREMEIND,565,3619.03,3653.6
PGEL,639,3295.37,538.55
SBILIFE,495,3376.32,1814.7
IOC,456,3164.29,141.9
COLPAL,661,3242.58,2174.3
NMDC,527,3187.18,89.12
CROMPTON,662,3303.76,276.9
TVSMOTOR,513,3147.07,3500.9
GRASIM,444,3164.65,2850.9
KPITTECH,847,2801.96,773.7
TATAELXSI,687,2874.34,4201
PAYTM,352,2856.26,1119.2
OIL,415,2770.98,470.1
NAUKRI,843,3106.80,971.75
YESBANK,478,2979.74,19.92
KFINTECH,582,2464.27,869.7
TORNTPHARM,560,2996.38,4261.9
POLICYBZR,472,2753.22,1673
DALBHARAT,430,2753.65,1973.5
MFSL,433,2770.23,1590.6
GAIL,503,2633.23,165.61
ANGELONE,327,2516.19,306.75
SWIGGY,729,2639.87,278.45
SIEMENS,371,2496.91,3842.9
APOLLOHOSP,245,2370.21,7700
INDHOTEL,400,2574.95,643.2
SHREECEM,414,2551.69,24885
GODREJCP,471,2532.20,1080.7
BDL,468,2273.35,1393.6
UNOMINDA,408,2479.96,1094.5
MAXHEALTH,448,2376.88,1001.6
ICICIGI,425,2437.87,1764
TATACONSUM,348,2222.66,1152.9
HAVELLS,344,2143.72,1246
360ONE,408,2175.48,1067.3
BANKINDIA,279,2021.83,139.3
DIVISLAB,284,1888.56,6615
SOLARINDS,263,2050.21,15563
PIIND,395,2089.31,3016.5
SAMMAANCAP,330,2085.66,146.05
UPL,219,1922.85,645.85
BOSCHLTD,207,1873.83,35930
ZYDUSLIFE,225,1835.20,904.4
MOTILALOFS,270,1752.92,833.6
IRFC,367,1645.58,105.39
