symbol,vol_cum,vol_val_cum,price
NIFTY,28731,449363.93,23936.75
BANKNIFTY,9399,154578.29,54434.3
RELIANCE,10959,80403.16,1454.4
BHEL,7017,71002.75,380.95
IDEA,9152,72248.26,10.9
HDFCBANK,15566,66336.68,770.2
ICICIBANK,7154,63207.31,1250.6
ABCAPITAL,5360,59711.09,355.9
MANAPPURAM,6091,55187.77,303.75
KEI,5650,47874.79,4899.2
ADANIPORTS,5778,47935.58,1725.5
HAL,5278,36818.50,4635.1
DIXON,6746,38941.09,11333
LT,5344,38062.53,4025.7
AMBUJACEM,8260,38016.11,432.65
VEDL,9220,31966.25,300.15
POLYCAB,3383,34899.55,8178
GODREJPROP,5946,30357.50,1816.3
INFY,6667,31465.12,1174.3
CAMS,4365,24949.92,778
ADANIENT,3634,28051.99,2477.4
KOTAKBANK,3901,28998.28,373.4
ADANIPOWER,3331,27474.28,230.2
SBIN,3424,27111.71,1057.6
BHARTIARTL,2974,25998.38,1822.4
MCX,1462,25624.93,2874.1
BAJFINANCE,3662,25828.73,942.95
DELHIVERY,2745,25967.65,450.15
M&M,3952,24512.75,3079.2
NATIONALUM,2957,22862.78,413.5
LAURUSLABS,2276,22624.56,1164.5
AXISBANK,2848,22684.47,1263
ADANIGREEN,2505,19769.22,1302.5
PETRONET,3815,20492.06,272.3
MARUTI,2984,20116.66,13428
SHRIRAMFIN,2743,21524.29,952.65
JIOFIN,3584,21171.08,248.59
TCS,4741,20260.05,2445.5
TATAPOWER,3072,19818.12,440.4
ETERNAL,3152,19249.40,248.35
VOLTAS,3523,18537.78,1389.6
INDUSTOWER,2598,17912.46,400.75
MIDCPNIFTY,782,13080.65,13874.65
BRITANNIA,2652,19164.92,5780.5
INDIGO,2432,15495.89,4205.7
BSE,1160,16012.70,3701.6
EXIDEIND,2346,15516.34,363.1
HYUNDAI,3617,17638.12,1809.5
ADANIENSOL,1723,16286.11,1381.6
BEL,2620,16244.85,431.45
ONGC,2281,14977.99,288.05
HDFCLIFE,2311,15201.17,594.8
CGPOWER,2183,15139.36,812.7
ULTRACEMCO,2586,15274.98,11759
DLF,2876,14394.25,597.7
PFC,2263,13328.29,453
MAZDOCK,2460,13014.12,2618.1
WIPRO,2369,13781.73,200.64
SUNPHARMA,2094,13276.61,1807.9
RBLBANK,1268,13370.23,331.2
ITC,2491,12476.10,310.15
COFORGE,2726,11981.95,1160.4
TATASTEEL,2238,13011.86,211.63
JINDALSTEL,1448,11573.27,1281.4
INOXWIND,3158,11946.97,105.08
CDSL,2127,12364.56,1224
ABB,1285,11722.01,7238
BAJAJ-AUTO,1521,11551.33,10067.5
HINDZINC,1464,10967.42,609.7
CHOLAFIN,1139,11699.74,1638.8
PNB,1252,10930.90,108.45
PERSISTENT,2236,10846.59,4811.1
POWERINDIA,1304,11130.71,33930
KAYNES,2474,10349.51,4154.8
ASHOKLEY,1351,10789.73,160.15
HEROMOTOCO,1382,10489.21,5033
GMRAIRPORT,1641,11109.01,96.42
TITAN,1395,10714.21,4368.3
HINDALCO,1436,10498.42,1041.9
BANDHANBNK,1335,9939.67,204.75
LTM,1626,10219.96,4263.4
MUTHOOTFIN,1130,10656.08,3418.1
HINDUNILVR,1418,9833.13,2293.5
AMBER,1269,10339.44,8071.5
DRREDDY,1245,9941.98,1279.5
OFSS,1218,8934.35,9775.5
GLENMARK,1074,9641.90,2385
SUZLON,1789,9083.00,55.1
EICHERMOT,1272,9279.26,7262
LUPIN,889,8879.36,2339.1
HCLTECH,2024,8493.59,1195.5
TRENT,2094,8655.66,4103.8
WAAREEENER,1473,8133.28,3140.4
TMPV,3030,8345.16,340.6
COALINDIA,1244,8005.41,473.35
FEDERALBNK,1183,8576.37,288.75
ASIANPAINT,1359,8311.34,2430.5
NTPC,1348,8086.27,396
APLAPOLLO,1295,8483.35,1858.8
HINDPETRO,1082,8152.25,368.05
VBL,1479,8469.12,501.6
IRFC,1636,7397.13,105.01
AUBANK,823,8348.30,1007
BHARATFORG,876,8100.21,1846
INDUSINDBK,1219,7825.88,906.85
RVNL,1782,8093.96,298.75
HDFCAMC,977,8103.02,2754
DMART,1070,6943.23,4317.3
POWERGRID,1217,7377.66,316.85
BIOCON,790,7182.35,363.9
BPCL,1157,6855.02,295.6
SONACOMS,977,6906.05,576.15
JSWSTEEL,862,7352.26,1260.6
SRF,1387,7077.12,2522
MOTHERSON,1000,7422.93,119.92
UNIONBANK,979,7116.63,162.55
LODHA,1615,6695.83,901.7
DABUR,1165,6619.44,453.85
NESTLEIND,949,6924.34,1452.9
TECHM,756,6644.86,1457.8
MARICO,653,6202.92,787.1
CANBK,695,6327.10,133.95
RECLTD,1186,5933.60,354.1
SAIL,712,6295.77,187.99
LTF,944,6031.23,285.55
UNOMINDA,1015,6106.03,1076.5
PRESTIGE,918,6011.80,1435
AUROPHARMA,771,5861.61,1388.2
IDFCFIRSTB,847,5465.47,68.97
CROMPTON,1148,5728.09,275.35
MPHASIS,938,5862.38,2240.1
CIPLA,1110,5527.95,1318.1
CUMMINSIND,537,5667.91,5241.5
BANKBARODA,691,5376.78,263.6
SBILIFE,806,5499.67,1818
POLICYBZR,947,5555.30,1670.9
JSWENERGY,922,5231.26,563
HAVELLS,860,5333.58,1234.9
OIL,756,5008.48,466.65
APOLLOHOSP,533,5153.22,7706
BAJAJFINSV,1135,4996.81,1754.5
INDIANB,592,4899.45,821
YESBANK,832,5179.34,19.86
TATAELXSI,1156,4846.82,4201.2
PGEL,906,4655.96,532.85
DALBHARAT,762,4889.91,1974.8
GRASIM,675,4815.04,2849.8
TVSMOTOR,765,4694.24,3499.4
COLPAL,923,4523.46,2169
KPITTECH,1285,4259.86,776.6
SWIGGY,1262,4558.85,276.5
COCHINSHIP,640,4416.07,1703.9
PAYTM,508,4121.32,1110.7
KFINTECH,894,3793.10,873.15
TORNTPHARM,826,4415.59,4246.2
NUVAMA,647,4297.55,1329
NMDC,669,4045.15,88.83
SUPREMEIND,632,4049.75,3644.8
IOC,527,3656.15,141.25
NAUKRI,1037,3815.81,966.7
INDHOTEL,565,3633.25,639.25
MFSL,587,3754.58,1585.8
GAIL,684,3579.29,164.3
GODREJCP,675,3631.53,1080.1
ANGELONE,423,3252.45,304.45
SHREECEM,579,3570.22,24905
BDL,635,3086.46,1380.4
SIEMENS,473,3182.03,3822.8
MAXHEALTH,585,3098.13,997.25
SBICARD,561,2882.73,639.25
360ONE,584,3115.53,1055.5
TATACONSUM,470,2997.94,1150.6
ICICIGI,517,2965.53,1758.9
DIVISLAB,389,2585.65,6609.5
BLUESTARCO,475,2774.02,1788.6
