symbol,vol_cum,vol_val_cum,price
NIFTY,28114,439740.29,23933.2
BANKNIFTY,9013,148245.38,54421.9
RELIANCE,10814,79346.29,1454.9
BHEL,6937,70198.69,381.1
IDEA,9098,71821.60,10.91
HDFCBANK,15378,65537.93,770.3
ABCAPITAL,5294,58980.73,356.3
ICICIBANK,7001,61859.92,1250
MANAPPURAM,6023,54568.15,303.2
KEI,5629,47693.74,4901.5
ADANIPORTS,5712,47392.74,1727.7
HAL,5245,36588.07,4637.7
DIXON,6588,38043.45,11361
LT,5124,36504.47,4027.2
VEDL,9104,31562.98,301.7
AMBUJACEM,7802,35926.68,433.05
POLYCAB,3316,34213.16,8179.5
GODREJPROP,5890,30077.12,1820.8
INFY,6631,31295.73,1174.7
CAMS,4295,24545.65,773.55
ADANIENT,3574,27591.02,2476
ADANIPOWER,3324,27416.58,230.1
SBIN,3372,26702.69,1058
BHARTIARTL,2948,25772.48,1822.1
MCX,1451,25426.37,2870.6
BAJFINANCE,3599,25381.62,942.3
KOTAKBANK,3552,26384.74,373.15
DELHIVERY,2737,25893.09,450.05
M&M,3919,24308.63,3077.9
NATIONALUM,2928,22637.45,413.55
LAURUSLABS,2257,22435.72,1164.7
AXISBANK,2816,22430.40,1262.4
PETRONET,3797,20397.47,273.15
ADANIGREEN,2462,19431.22,1304.2
MARUTI,2949,19881.14,13436
SHRIRAMFIN,2673,20972.73,952.15
JIOFIN,3547,20954.07,248.56
TCS,4722,20178.18,2444.7
ETERNAL,3013,18409.88,248.45
TATAPOWER,2830,18266.89,440.65
INDUSTOWER,2563,17672.45,400.45
VOLTAS,3446,18139.18,1389.3
MIDCPNIFTY,770,12880.49,13878.95
BSE,1151,15887.66,3702
INDIGO,2403,15311.72,4206.9
BRITANNIA,2409,17408.58,5782.5
EXIDEIND,2332,15424.59,363.6
BEL,2589,16053.41,431.55
ADANIENSOL,1685,15929.75,1383.8
HYUNDAI,3502,17080.99,1809
HDFCLIFE,2300,15129.06,595.05
ONGC,2258,14828.53,288
CGPOWER,2162,14993.37,813.3
ULTRACEMCO,2577,15221.78,11774
DLF,2850,14265.83,598.25
PFC,2230,13133.15,453.1
MAZDOCK,2445,12935.26,2622.2
WIPRO,2345,13642.18,200.71
SUNPHARMA,2071,13130.76,1807.7
RBLBANK,1257,13254.25,330.8
ITC,2478,12410.65,310.2
TATASTEEL,2219,12900.86,211.69
COFORGE,2667,11722.70,1161.6
JINDALSTEL,1425,11388.56,1280.4
CDSL,2099,12202.20,1226.4
INOXWIND,3018,11418.82,105.26
BAJAJ-AUTO,1501,11400.01,10067
ABB,1252,11423.00,7248
HINDZINC,1454,10892.55,610.4
CHOLAFIN,1116,11463.49,1636.9
PNB,1239,10818.37,108.5
PERSISTENT,2223,10783.73,4812.9
POWERINDIA,1298,11079.63,33995
ASHOKLEY,1342,10717.90,160.16
HEROMOTOCO,1374,10428.69,5029.5
KAYNES,2420,10124.21,4161.8
GMRAIRPORT,1592,10779.49,96.44
TITAN,1372,10537.86,4373
BANDHANBNK,1335,9939.67,204.94
MUTHOOTFIN,1126,10618.34,3419.7
HINDALCO,1412,10322.41,1042.5
HINDUNILVR,1408,9764.08,2294.9
AMBER,1257,10241.82,8104
LTM,1570,9867.71,4261
OFSS,1204,8831.87,9777
DRREDDY,1220,9742.91,1279.1
GLENMARK,1068,9587.97,2389.9
SUZLON,1783,9052.88,55.09
EICHERMOT,1215,8864.68,7253
LUPIN,851,8498.83,2339
TRENT,2073,8569.30,4104
HCLTECH,1946,8167.03,1195.4
WAAREEENER,1453,8023.09,3140.1
TMPV,3008,8284.97,340.95
FEDERALBNK,1175,8518.34,288.85
ASIANPAINT,1343,8213.65,2433.6
APLAPOLLO,1273,8339.10,1858.2
VBL,1461,8366.77,502.35
BHARATFORG,874,8081.71,1846
COALINDIA,1178,7583.32,473.45
IRFC,1606,7262.67,105.15
HINDPETRO,1054,7942.10,368.25
NTPC,1281,7686.84,396.35
INDUSINDBK,1188,7627.79,907.85
AUBANK,772,7832.66,1007.7
HDFCAMC,963,7986.66,2756
DMART,1058,6865.60,4318.3
POWERGRID,1198,7262.89,317.1
BIOCON,780,7090.88,365.15
RVNL,1609,7318.45,299
SONACOMS,971,6863.53,576.95
MOTHERSON,997,7400.66,120.09
SRF,1364,6960.42,2523.6
BPCL,1122,6649.20,295.75
JSWSTEEL,837,7138.83,1258.9
UNIONBANK,965,7015.25,162.73
LODHA,1610,6675.47,902.95
DABUR,1139,6471.67,453.6
NESTLEIND,927,6764.08,1455
TECHM,750,6592.41,1458.7
MARICO,639,6070.47,786.4
CANBK,689,6272.52,134.04
RECLTD,1175,5878.86,354.25
SAIL,706,6242.41,188.15
LTF,939,5999.29,285.55
UNOMINDA,1003,6034.60,1077.2
IDFCFIRSTB,840,5420.34,68.98
CIPLA,1098,5468.47,1317.7
CUMMINSIND,531,5604.66,5247.5
PRESTIGE,879,5758.57,1433.8
AUROPHARMA,739,5616.78,1388
POLICYBZR,939,5508.38,1671
CROMPTON,1103,5504.52,275.7
SBILIFE,794,5417.78,1814.2
BANKBARODA,680,5291.43,263.6
MPHASIS,880,5503.83,2243.9
JSWENERGY,892,5062.25,562.35
BAJAJFINSV,1130,4974.78,1754.3
OIL,741,4910.45,466.05
INDIANB,590,4882.90,822.25
HAVELLS,827,5129.92,1233.3
YESBANK,828,5156.35,19.87
TATAELXSI,1150,4821.58,4202.2
APOLLOHOSP,495,4786.00,7699
PGEL,901,4630.62,533.05
DALBHARAT,746,4786.99,1980.1
GRASIM,661,4715.01,2852.1
KPITTECH,1269,4206.82,778.35
TVSMOTOR,744,4565.37,3499.2
COLPAL,888,4352.99,2168.1
COCHINSHIP,637,4395.51,1705
PAYTM,501,4064.79,1111
SWIGGY,1207,4361.49,278.1
KFINTECH,886,3759.04,873.15
NUVAMA,645,4284.33,1331
TORNTPHARM,818,4372.99,4247.2
NMDC,662,4002.84,88.93
SUPREMEIND,627,4017.63,3648.9
IOC,522,3621.47,141.32
NAUKRI,1031,3793.91,967.3
INDHOTEL,556,3575.55,639.5
GAIL,673,3522.04,164.42
MFSL,572,3658.85,1585.9
GODREJCP,671,3609.98,1080.2
SHREECEM,577,3557.85,24920
ANGELONE,408,3137.75,304.3
BDL,630,3062.24,1381.7
SIEMENS,465,3128.39,3830.1
MAXHEALTH,577,3056.06,998
360ONE,583,3110.22,1057.1
SBICARD,543,2790.90,639.05
TATACONSUM,463,2953.46,1151.7
ICICIGI,510,2925.48,1759.6
DIVISLAB,387,2572.40,6607.5
SOLARINDS,337,2629.05,15564
BANKINDIA,341,2471.99,138.68
BLUESTARCO,450,2628.50,1790.2
OBEROIRLTY,430,2528.35,1660.4
PIIND,469,2479.95,3005.1
BOSCHLTD,273,2467.87,35850
SAMMAANCAP,378,2388.13,145.46
MOTILALOFS,343,2225.56,830.45
ZYDUSLIFE,283,2309.75,906.75
PAGEIND,431,2398.51,37030
ICICIPRULI,460,2278.65,532.5
FORTIS,306,2251.63,938.1
UPL,246,2159.31,641.9
PATANJALI,547,2242.08,453
PNBHOUSING,314,2142.49,1045.7
NAM-INDIA,334,2122.05,1015
CONCOR,310,2015.54,515.4
FORCEMOT,400,1900.70,19137
IREDA,403,1910.25,135.2
LICHSGFIN,339,1887.51,552.55
ASTRAL,276,1812.51,1546.4
PIDILITIND,273,1863.49,1353
PREMIERENE,261,1541.26,1034.4
NBCC,300,1799.54,91.59
GODFRYPHLP,266,1612.99,2196.3
PHOENIXLTD,246,1540.48,1774.7
KALYANKJIL,300,1461.62,410.9
JUBLFOOD,252,1490.34,471.05
LICI,266,1476.81,797.7
IEX,269,1262.87,125.91
NHPC,248,1313.09,82.94
VMM,203,1226.92,123.58
MANKIND,195,998.86,2251.8
UNITDSPR,196,1041.00,1313
BAJAJHLDNG,160,826.27,10284
ALKEM,113,755.51,5320
NYKAA,93,772.69,264.55
FINNIFTY,28,432.49,25598.85
NIFTYNXT50,35,617.28,70190
TIINDIA,96,561.43,2900
