symbol,vol_cum,vol_val_cum,price
NIFTY,60054,938987.26,24032
BANKNIFTY,24603,404515.18,54715.6
M&M,27681,174005.52,3164.5
RELIANCE,20690,151610.79,1459.5
ICICIBANK,16607,146575.58,1252.2
PNB,15757,136643.99,107.52
HDFCBANK,32828,139727.04,773.2
BHEL,11351,113977.85,373.25
IDEA,12805,100797.35,10.82
LT,12199,86898.70,4057.5
KEI,9371,80628.38,5040
ABCAPITAL,7402,82524.16,360.75
SBIN,9407,74225.78,1065.5
MANAPPURAM,8253,75029.79,305.75
ADANIPORTS,8228,68120.26,1734.8
DIXON,11561,66171.55,11287
BSE,4199,58448.96,3721.8
BHARTIARTL,7229,62882.69,1811.5
CAMS,8881,51718.29,789.25
POLYCAB,5960,61610.17,8318.5
VEDL,15018,52074.12,302.55
HAL,7731,53893.98,4611.2
KOTAKBANK,7869,58759.79,373.75
AMBUJACEM,11913,54738.02,434.45
AXISBANK,6910,55023.62,1267.1
INFY,11224,52911.51,1173.5
MCX,2840,50291.44,2896.8
ADANIENT,6362,49032.22,2477.3
BAJFINANCE,6700,47545.32,955.65
GODREJPROP,8915,45298.57,1815.2
ADANIENSOL,4895,46722.62,1412.3
YESBANK,7430,47632.94,20.57
ADANIGREEN,5133,40668.48,1327.7
TATAPOWER,6878,44152.41,441.05
MARUTI,6211,41888.98,13472
DELHIVERY,4448,42099.69,457.45
ETERNAL,6556,39793.49,248.1
NATIONALUM,5110,39648.89,414.75
INDIGO,5856,37402.21,4240
ADANIPOWER,4732,38981.01,229.8
MIDCPNIFTY,1712,28654.63,13916.1
LAURUSLABS,4055,40300.48,1166.9
TCS,9256,39476.15,2424.8
PETRONET,6927,36853.82,282.5
ULTRACEMCO,6511,38565.51,11941
SHRIRAMFIN,4711,37140.32,963
JIOFIN,6310,37167.87,248.76
ITC,6591,32993.55,312.05
HINDALCO,4626,34064.68,1053.9
CGPOWER,4757,33262.15,830.9
VOLTAS,6390,33387.83,1389.6
BHARATFORG,3527,32681.68,1867
HYUNDAI,7055,34355.65,1822.7
INDUSTOWER,4502,31020.82,403.2
ASHOKLEY,3746,29968.77,160.49
BRITANNIA,4385,31718.31,5797
MARICO,3118,29509.81,765.95
CDSL,5021,29463.55,1251
BEL,4771,29533.03,431.6
TITAN,3856,29567.27,4358.8
HEROMOTOCO,3597,27382.23,5088
SUNPHARMA,4351,27681.87,1814.8
WAAREEENER,4816,26829.16,3176.2
FEDERALBNK,3631,26522.13,294.5
CHOLAFIN,2559,26424.52,1661.1
DRREDDY,3330,26494.37,1273.5
JINDALSTEL,3037,24192.15,1260.6
WIPRO,4569,26555.73,200.12
HDFCAMC,3068,25792.86,2808
PFC,4106,24289.21,459.25
HDFCLIFE,3755,24669.46,590.75
KFINTECH,5516,24160.85,890.85
INDIANB,2885,24141.72,839.7
ONGC,3535,23150.44,290
BAJAJ-AUTO,3062,23203.87,10043.5
BANDHANBNK,3033,22621.34,207.04
TATASTEEL,4011,23336.52,211.32
EICHERMOT,3173,23134.71,7294.5
AMBER,2760,22591.02,8234.5
HINDUNILVR,3187,22096.87,2319.4
COFORGE,4653,20378.38,1167.3
EXIDEIND,3151,20780.80,361.5
CANBK,2435,22157.89,134.61
UNIONBANK,3108,22512.60,163.36
KAYNES,4920,20590.27,4173.7
MAZDOCK,3924,20736.29,2625.5
ABB,2253,20519.72,7302.5
RBLBANK,1965,20774.95,332.75
INDUSINDBK,3221,20666.38,915.65
OFSS,2636,19290.24,9679
GLENMARK,2280,20591.65,2417.8
INOXWIND,5173,19502.33,104.14
LUPIN,2022,20202.37,2341.2
PAYTM,2346,18748.73,1095.1
DLF,3946,19697.44,597.45
POWERINDIA,2236,19100.10,34125
NTPC,3219,19277.01,399.7
HINDZINC,2414,18112.45,610.75
ANGELONE,2307,18084.92,312.9
VBL,3522,20100.36,506.2
TMPV,6948,19143.40,342.15
MUTHOOTFIN,2035,19229.72,3432.6
BANKBARODA,2480,19241.95,263.7
HINDPETRO,2443,18425.54,374.05
AUBANK,1855,18805.73,1010.2
POWERGRID,3020,18281.51,320.85
LTM,2906,18264.85,4272.2
GMRAIRPORT,2721,18431.64,97.1
BIOCON,1895,17342.81,367.15
RVNL,3960,18028.12,300.3
TRENT,4287,17703.63,4120
NESTLEIND,2508,18382.30,1474.2
MPHASIS,2926,18030.02,2203
PERSISTENT,3520,17095.47,4825.1
SUZLON,3312,16737.44,54.82
AUROPHARMA,2207,16975.21,1420
JSWSTEEL,1998,17023.55,1253.4
COALINDIA,2446,15709.30,472.6
RECLTD,3225,16117.92,356.55
BPCL,2663,15731.62,299.1
HCLTECH,3754,15759.21,1204.2
SAIL,1949,17255.04,186.99
DMART,2320,15094.95,4376.3
TECHM,1785,15635.29,1453.1
ASIANPAINT,2455,14988.58,2428
TVSMOTOR,2490,15331.41,3521.8
SRF,2905,14770.98,2520.1
IDFCFIRSTB,2213,14239.30,69.07
DABUR,2528,14412.33,457.05
LTF,2349,15089.70,289.9
SBILIFE,2022,13858.94,1826.1
IRFC,2624,11875.56,105.66
CUMMINSIND,1284,13570.14,5269.5
GRASIM,1890,13518.28,2873.6
APLAPOLLO,1967,12877.25,1853.4
CROMPTON,2496,12426.44,275.2
MOTHERSON,1689,12550.63,120.57
SONACOMS,1670,11808.98,575.25
SBICARD,2346,12056.06,644.5
HAVELLS,1929,11962.51,1240.8
GAIL,2338,12144.08,163.85
OIL,1697,11229.55,476.15
360ONE,2206,11862.48,1070.7
BLUESTARCO,1947,11419.48,1795.3
BAJAJFINSV,2381,10551.29,1788.9
CIPLA,2048,10204.76,1328.4
POLICYBZR,1799,10550.23,1668.8
UNOMINDA,1790,10699.05,1082.6
LODHA,2410,9972.66,910.65
APOLLOHOSP,1034,10010.36,7736
INDHOTEL,1488,9597.57,646.05
TATAELXSI,2153,9034.76,4198
JSWENERGY,1612,9120.55,563.3
BANKINDIA,1266,9145.22,138.54
PREMIERENE,1415,8345.76,1033.6
NUVAMA,1379,9206.87,1346
TORNTPHARM,1736,9274.79,4261.3
NAM-INDIA,1340,8705.76,1038.3
SWIGGY,2498,8963.07,273.15
PRESTIGE,1393,9102.42,1434.1
SHREECEM,1488,9137.39,24730
DALBHARAT,1393,8940.26,1969.1
PGEL,1570,8029.29,533.65
SAMMAANCAP,1313,8324.89,146
