symbol,vol_cum,vol_val_cum,price
NIFTY,30560,481415.08,24076.4
BANKNIFTY,15996,265898.49,54842.1
LT,24921,170526.19,3922
HEROMOTOCO,20107,154513.29,5055
COFORGE,28975,138909.71,1288
M&M,19653,129599.95,3256.7
SRF,18466,98811.25,2729.5
IDEA,9567,76789.21,11.23
ICICIBANK,8974,79662.98,1256.5
YESBANK,11093,74087.47,21.6
RELIANCE,9083,66417.01,1446.2
SBIN,8206,65533.00,1066.6
HDFCLIFE,10441,69085.58,603.75
TCS,15100,64352.11,2422.1
BSE,3830,54016.91,3804.9
BHEL,5774,57331.03,383.55
VEDL,14055,50784.43,311.1
HDFCBANK,12897,55535.72,775.7
LUPIN,5140,52588.94,2414.3
MIDCPNIFTY,2623,44642.87,14168.15
BAJFINANCE,6802,49915.21,969.5
INFY,10832,51156.72,1172.6
MARICO,4789,47800.10,824.7
CGPOWER,6813,47839.44,835.2
ADANIENT,5901,45611.12,2499
POLYCAB,4224,44669.68,8429.5
PNB,4970,43974.39,108.93
BAJAJ-AUTO,5194,39907.79,10209.5
INDIGO,5818,38280.07,4374.9
GLENMARK,4617,42004.70,2415
BIOCON,3955,37579.04,380.5
MCX,1981,35866.05,2956.9
BHARTIARTL,4160,36331.09,1832.4
PERSISTENT,7053,35177.21,5003.2
LAURUSLABS,3644,36620.56,1188.1
AXISBANK,4512,36009.53,1259.3
ABCAPITAL,3007,34433.14,367.35
SHRIRAMFIN,4343,35343.21,980.6
TITAN,4564,34749.10,4335
CDSL,5684,34111.49,1266.4
ADANIPOWER,4169,33649.02,226.94
AUROPHARMA,3920,31572.94,1472.1
ADANIGREEN,3694,29705.41,1327.2
BEL,4942,30951.34,437.8
LICHSGFIN,4918,28525.30,582.9
POWERINDIA,3515,29371.86,33315
AMBUJACEM,6363,29628.03,440.8
RBLBANK,2694,29097.20,335.95
ADANIPORTS,3234,26773.92,1729.2
ADANIENSOL,2788,26578.12,1407
ETERNAL,4370,26819.41,251.54
ABB,2958,26612.25,7219
INDUSTOWER,3679,25733.95,409.25
TRENT,5249,22384.67,4247.9
CANBK,2699,25045.99,135.67
KEI,2595,23488.34,5216.1
CUMMINSIND,2383,25359.47,5312
KOTAKBANK,3283,24579.73,370.45
HCLTECH,5765,24324.77,1194
LTF,3589,24015.02,296.8
JIOFIN,4055,24032.37,250.88
POLICYBZR,3987,23768.69,1710.2
BANKBARODA,2979,23509.19,265.4
MARUTI,3054,20731.08,13528
NATIONALUM,2855,22362.11,413.35
SUNPHARMA,3193,20587.17,1842.6
PIDILITIND,3057,21566.49,1419.4
EICHERMOT,2932,21417.88,7245.5
BHARATFORG,2206,20877.34,1876.7
HAL,2810,19677.66,4653
ULTRACEMCO,3404,20510.67,11984
TVSMOTOR,3159,19726.04,3556.2
AUBANK,1920,19627.55,1005.8
HINDALCO,2613,19523.28,1055.5
ASHOKLEY,2317,18830.92,161.16
FORCEMOT,3355,16797.80,20114
HINDUNILVR,2577,17830.91,2301.7
IDFCFIRSTB,2790,18179.13,68.91
FEDERALBNK,2501,18451.79,290.9
INDIANB,1981,17211.71,854.2
DRREDDY,2180,17495.79,1296.7
CROMPTON,3479,17737.35,282.1
ITC,3394,17007.37,310.1
DIXON,3094,17522.50,11269
WAAREEENER,2973,16773.88,3205
NTPC,2962,17733.91,396.55
PAYTM,2013,16241.87,1116.9
HINDZINC,2110,16143.80,621.95
ONGC,2409,15626.28,285.1
UNIONBANK,2223,16475.06,166
INDHOTEL,2459,16354.09,664.55
BLUESTARCO,2897,16758.86,1790.5
LTM,2578,16497.69,4307.9
CHOLAFIN,1459,15561.68,1699.1
MPHASIS,2513,15543.65,2209.8
NESTLEIND,2052,15185.42,1482.7
INDUSINDBK,2310,15095.98,923.1
TATASTEEL,2468,14546.51,213.17
BANDHANBNK,1833,13822.58,206.65
WIPRO,2489,14580.25,199.92
SAMMAANCAP,2324,14862.42,148.05
BRITANNIA,1972,14360.98,5802
UNITDSPR,2700,13972.79,1279.4
CAMS,2034,12284.91,807.1
ASTRAL,2085,13737.35,1568.8
SBILIFE,1972,13692.83,1854.9
TMPV,4773,13421.09,345.8
ANGELONE,1590,12581.08,315.55
MANAPPURAM,1412,13181.79,308.75
RECLTD,2521,12631.07,353
HDFCAMC,1502,12824.04,2823.3
AMBER,1549,12816.71,8193
TATAELXSI,2811,12057.99,4295.6
GODFRYPHLP,2018,12736.29,2305.2
COALINDIA,1845,11869.97,473.25
ASIANPAINT,1923,11909.40,2479.4
SUZLON,2391,11925.84,53.7
BAJAJFINSV,2506,11481.25,1812.6
VOLTAS,2288,11736.26,1368
ZYDUSLIFE,1399,11757.35,935.95
MAZDOCK,2117,11281.36,2649
CIPLA,2214,11242.36,1362.1
MANKIND,2070,10853.15,2336.3
NBCC,1899,11803.19,94.34
PFC,1854,11047.39,457.15
BANKINDIA,1561,11541.71,139.81
JSWSTEEL,1309,11198.61,1260
OFSS,1436,10376.56,9707
SBICARD,2043,10658.03,647.2
INOXWIND,2551,9750.81,106.33
DABUR,1746,10124.37,464.55
COCHINSHIP,1298,9114.20,1753.1
PIIND,1878,10137.17,3061
JINDALSTEL,1179,9344.94,1259.9
HINDPETRO,1224,9476.37,382.65
MUTHOOTFIN,1032,9947.37,3482
VBL,1706,9775.19,505.2
GODREJPROP,1810,9168.57,1830
SAIL,1132,10048.26,186.24
HYUNDAI,2008,9972.89,1822.2
TECHM,1012,8933.66,1464.9
GODREJCP,1631,9005.25,1088.9
TATAPOWER,1374,8847.50,442.05
NAM-INDIA,1309,8778.38,1086.5
KAYNES,1970,8356.92,4224.9
SIEMENS,1294,8640.19,3808.5
DELHIVERY,950,9180.85,464.45
MOTHERSON,1159,8817.37,123.14
BPCL,1321,7972.69,306.25
NMDC,1387,8442.48,88.77
SOLARINDS,1038,8215.68,15652
RVNL,1829,8312.96,301.65
GMRAIRPORT,1126,7666.38,96.36
KPITTECH,1992,6722.94,785.75
APOLLOHOSP,757,7401.89,7770
JUBLFOOD,1280,7453.82,466.35
TORNTPHARM,1352,7327.06,4332
BDL,1379,6830.82,1406
ICICIPRULI,1429,7219.94,546.3
ALKEM,955,6622.18,5604
DIVISLAB,1005,6737.84,6695.5
JSWENERGY,1223,6943.26,567.75
DMART,976,6399.27,4386.2
HAVELLS,1106,6917.57,1249.2
POWERGRID,1090,6597.31,316.75
PETRONET,1231,6595.29,281.2
IOC,888,6270.92,144.1
TATACONSUM,1028,6556.88,1149.1
PNBHOUSING,936,6461.00,1046.6
MFSL,996,6541.40,1631.1
LODHA,1526,6356.90,925.3
TIINDIA,1120,6545.02,2881.7
PATANJALI,1580,6536.47,456.5
GRASIM,855,6193.28,2889
EXIDEIND,892,5849.58,361.8
NUVAMA,889,6100.12,1391.9
IEX,1178,5658.52,129.24
DLF,1111,5533.23,598.1
NAUKRI,1479,5441.17,969.7
SHREECEM,861,5318.05,24860
LICI,930,5225.53,800.4
360ONE,935,5108.74,1080.9
PREMIERENE,805,4771.14,1033.8
KFINTECH,1049,4672.41,895.95
SWIGGY,1249,4518.81,275.5
MOTILALOFS,661,4421.01,866.45
NYKAA,524,4466.70,270.7
UPL,509,4488.16,646.9
SUPREMEIND,711,4575.10,3670.8
SONACOMS,605,4294.20,580
NHPC,788,4153.40,82.98
APLAPOLLO,587,3888.57,1884.4
UNOMINDA,666,4029.49,1101.1
BOSCHLTD,456,4138.46,36200
KALYANKJIL,692,3368.33,411.95
IRFC,717,3269.38,105.61
IREDA,801,3774.52,135.12
OBEROIRLTY,648,3787.43,1660.8
COLPAL,722,3526.31,2163.7
OIL,512,3394.77,470.45
PGEL,566,2908.21,536.3
BAJAJHLDNG,540,2905.22,10601
DALBHARAT,480,3079.75,1964.1
ICICIGI,494,2888.95,1801.7
CONCOR,447,2922.94,521.2
GAIL,554,2886.05,164.42
MAXHEALTH,520,2777.87,1016.35
PAGEIND,489,2760.22,37585
FORTIS,343,2528.09,949.5
PHOENIXLTD,340,2158.96,1811.2
PRESTIGE,301,1959.67,1440.2
FINNIFTY,76,1189.01,25904.35
VMM,205,1236.38,123.07
NIFTYNXT50,53,943.98,71003.8
