symbol,vol_cum,vol_val_cum,price
NIFTY,41518,654455.23,24168.55
BANKNIFTY,16131,270159.21,55411.65
BSE,16492,240545.65,3903
BRITANNIA,21034,146800.88,5505
SBIN,15534,125362.78,1081.4
LUPIN,11440,117702.54,2362.7
MCX,5106,97711.69,3101.5
HDFCBANK,24227,105190.16,779.65
PIDILITIND,11759,88062.40,1481.7
ICICIBANK,9167,81640.17,1262.3
COFORGE,13267,67021.82,1362.9
ADANIPORTS,7652,64299.17,1756.8
RELIANCE,9140,65426.40,1424.4
DABUR,9987,60167.75,488.35
BHARATFORG,5772,58282.06,2007.8
BHEL,5154,54976.88,402.2
MIDCPNIFTY,2363,41324.02,14477.25
ABB,5862,51876.00,7034
LT,7298,50596.65,3968.1
NUVAMA,5474,43073.64,1619.6
BIOCON,4709,46216.80,383.7
TCS,11207,46642.07,2377.9
TITAN,6106,45991.02,4281
BEL,7285,46010.89,438.1
IDEA,5624,45364.65,11.26
POLYCAB,3415,38950.91,9120.5
ANGELONE,4326,35765.22,327.4
INFY,8764,41193.97,1172.5
NBCC,6313,41228.90,101.15
APOLLOHOSP,3386,33961.78,8028.5
ASIANPAINT,5552,35793.93,2593
RBLBANK,3380,37230.25,341.8
ADANIENT,4695,36848.51,2511.5
BAJAJ-AUTO,4152,33292.03,10725
AXISBANK,4866,38934.88,1268.2
KOTAKBANK,5105,38615.57,377.85
PAYTM,3781,33171.19,1203.4
TATACONSUM,5345,34545.24,1186
BAJFINANCE,5084,36657.68,954.1
BHARTIARTL,3943,34313.14,1834.7
GLENMARK,3794,33585.14,2369.3
WAAREEENER,5440,31241.85,3246.7
HAL,3994,28791.06,4745.4
COALINDIA,4856,30031.14,456.6
DALBHARAT,4962,30504.17,1844
DIXON,5184,28965.03,11059
POWERINDIA,3423,29134.44,33615
M&M,4328,29026.83,3347.5
LAURUSLABS,2604,27263.54,1227.1
ITC,5730,28256.92,307.1
INDIGO,3839,26062.47,4514
PNBHOUSING,3700,25931.70,1093
AMBUJACEM,5395,25741.76,447.5
KPITTECH,7947,24265.86,726.45
INDUSINDBK,3937,26137.47,946.9
PERSISTENT,4342,22134.46,5105.6
TATASTEEL,3880,23059.49,215.75
KAYNES,5069,22376.43,4434
BANKBARODA,2954,23299.23,267.45
HEROMOTOCO,2588,20812.11,5349
ETERNAL,3669,22750.04,253.91
YESBANK,3225,22595.54,22.07
HCLTECH,5260,21995.94,1193.8
PFC,3746,22612.51,461.6
HINDUNILVR,3248,22274.25,2288.9
ASHOKLEY,2643,22328.78,167.49
SHRIRAMFIN,2613,21727.00,1005.75
CDSL,3699,22180.30,1258.4
ULTRACEMCO,3578,21439.77,11927
CGPOWER,2785,20467.51,862.7
VOLTAS,4227,21081.38,1327.7
PNB,2422,21039.48,107.87
DRREDDY,2623,21188.47,1296.6
SUNPHARMA,3134,20277.17,1850
ADANIPOWER,2590,21124.12,226.44
VEDL,5503,19233.91,298.75
AMBER,2189,19379.17,8791.5
WIPRO,3570,20791.86,197.42
FEDERALBNK,2838,20897.23,293.5
JIOFIN,3521,20731.20,249.02
GODFRYPHLP,2718,18131.46,2423.6
NATIONALUM,2739,20590.40,397.25
HINDPETRO,2515,20024.65,389.45
HDFCLIFE,2813,19361.99,623.5
ADANIENSOL,2003,18761.54,1368
HINDALCO,2433,17850.72,1038.2
NTPC,3051,18380.49,403.6
AUBANK,1715,17862.03,1042.8
HINDZINC,2120,16574.47,638
TECHM,1994,17496.85,1461.6
DLF,3437,17437.21,608.75
MOTHERSON,2167,17642.41,131.95
SOLARINDS,2057,16625.43,16011
CIPLA,3222,16393.41,1345.8
MANKIND,2658,14559.04,2440
INDUSTOWER,2436,16629.12,398.95
MARUTI,2147,14741.99,13713
ADANIGREEN,1810,14907.50,1359.2
BLUESTARCO,2795,15565.69,1705
OFSS,2032,14419.58,9325
SAIL,1785,15748.18,186.82
CANBK,1609,14723.70,134.43
HYUNDAI,3036,15233.49,1838.3
TMPV,5006,14436.60,355.6
SRF,2470,13831.30,2781.7
IDFCFIRSTB,2151,14129.99,70.54
TATAPOWER,2165,13774.36,436.25
MAZDOCK,2522,13520.81,2657
KALYANKJIL,2711,13106.05,408.85
DELHIVERY,1293,12953.71,477.8
COCHINSHIP,1797,13023.26,1785
CUMMINSIND,1198,13062.75,5439
CROMPTON,2505,13243.91,294.55
BDL,2331,11991.54,1441.9
KEI,1399,12584.34,5104.3
TRENT,2802,12111.11,4229.7
RECLTD,2399,12176.66,359.25
SUZLON,2429,12307.80,55.24
UNIONBANK,1706,12537.98,164.61
TATAELXSI,2795,12092.88,4323
AUROPHARMA,1405,11617.59,1488.9
BANDHANBNK,1602,11902.30,205.44
ONGC,1874,11891.83,279.5
SIEMENS,1630,10948.90,3795.6
INOXWIND,3222,12229.05,104.39
GMRAIRPORT,1642,11612.57,101.08
POLICYBZR,1965,11497.91,1644.6
GODREJCP,2197,11394.18,1042.1
NESTLEIND,1568,11640.12,1490
ABCAPITAL,986,11228.33,362.75
MUTHOOTFIN,1147,11196.63,3528.6
LTM,1703,10878.20,4321.4
ZYDUSLIFE,1306,11154.09,938.85
BOSCHLTD,1087,10437.54,38435
UNOMINDA,1665,10738.87,1177.6
RVNL,2402,11161.01,304.5
PREMIERENE,1823,10690.67,1018.5
BPCL,1737,10477.52,302.7
EICHERMOT,1396,10233.37,7332.5
JUBLFOOD,1880,11135.18,475
MPHASIS,1828,11102.62,2198.9
JSWENERGY,1923,10965.55,565.4
JINDALSTEL,1307,10232.61,1241.7
DMART,1478,9826.71,4403.9
GODREJPROP,1882,9672.22,1858.8
TVSMOTOR,1458,9457.01,3707
LODHA,2192,9549.25,965.85
SWIGGY,2508,9103.11,280.8
MANAPPURAM,999,9449.36,312.85
CHOLAFIN,913,9624.84,1685.3
GRASIM,1253,9288.15,2959.2
POWERGRID,1486,8865.48,313.65
HDFCAMC,986,8472.73,2866.4
FORTIS,1161,8675.02,951.65
BANKINDIA,1190,8664.21,139.41
IOC,1228,8741.09,144.83
ICICIGI,1482,8778.70,1809.8
SAMMAANCAP,1411,9130.09,148.11
INDIANB,993,8525.73,853.2
SBICARD,1629,8420.29,645.5
APLAPOLLO,1164,8094.45,1952.1
FORCEMOT,1536,8007.04,20825
LICHSGFIN,1407,8220.22,579.95
MOTILALOFS,1150,8012.17,887.25
IEX,1464,7286.00,133.54
NAUKRI,2219,8194.17,978.25
GAIL,1490,7864.28,166.4
CAMS,1098,6930.52,839.45
SBILIFE,1076,7568.25,1874
OBEROIRLTY,1137,6746.89,1691.1
SHREECEM,1095,6951.44,25460
EXIDEIND,1035,6802.93,361.8
MARICO,680,6788.22,828.5
ICICIPRULI,1323,6939.11,568.95
BAJAJFINSV,1415,6472.51,1810.6
UPL,733,6469.54,646.2
JSWSTEEL,775,6686.63,1275.7
ASTRAL,950,6408.93,1585
UNITDSPR,1278,6587.77,1276.7
NMDC,1059,6421.73,88.96
KFINTECH,1451,6680.14,922.35
NHPC,1258,6527.29,80.94
MAXHEALTH,1215,6503.38,1015.4
OIL,955,6071.37,453.85
TORNTPHARM,1169,6416.55,4371.2
