symbol,vol_cum,vol_val_cum,price
NIFTY,33046,520974.80,24224.55
BANKNIFTY,10414,174562.54,55606.85
BSE,13868,202115.58,3936
BRITANNIA,17871,124919.99,5570
MCX,4308,82294.62,3127.9
PIDILITIND,10616,79553.28,1480.9
HDFCBANK,17064,74172.30,782.5
LUPIN,6746,69896.71,2420.3
SBIN,7500,60660.16,1092.1
ADANIPORTS,6693,56263.17,1767.7
RELIANCE,7705,55143.51,1429.6
ICICIBANK,6413,57188.88,1266.8
COFORGE,8594,43181.30,1347.5
BHARATFORG,4634,46823.50,2027.7
BHEL,3989,42642.02,403.25
BIOCON,4089,40165.30,391.7
MIDCPNIFTY,1762,30830.75,14557
DABUR,6152,36842.27,476.75
NUVAMA,4384,34328.08,1624
IDEA,4753,38306.09,11.35
POLYCAB,2838,32354.13,9100.5
APOLLOHOSP,2855,28624.36,8041
LT,4923,34184.05,3983.7
BEL,5285,33430.66,441.85
NBCC,5144,33479.36,101.33
TCS,7905,32921.85,2380.9
INFY,6590,30976.31,1171.7
ADANIENT,3782,29709.58,2520.9
AXISBANK,3741,29942.33,1273.3
ASIANPAINT,3967,25487.42,2596.8
ANGELONE,2925,24102.82,331.3
WAAREEENER,4596,26416.25,3269
PAYTM,2780,24345.76,1217.2
BAJFINANCE,3691,26654.96,955.8
COALINDIA,4028,24918.45,460
ABB,2791,24808.87,7119
BAJAJ-AUTO,2834,22682.84,10722
LAURUSLABS,2259,23645.94,1227.6
GLENMARK,2836,25031.55,2363.6
KOTAKBANK,3248,24532.07,377.2
M&M,3245,21759.13,3355.5
INDUSINDBK,3537,23478.19,945
TITAN,2854,21514.60,4304.2
KPITTECH,6994,21330.92,729.05
POWERINDIA,2497,21331.67,33600
DIXON,3622,20274.67,11157
RBLBANK,1890,20901.40,347.5
BHARTIARTL,2403,20876.65,1827.1
HAL,2589,18724.74,4793.5
ITC,4177,20595.63,307.05
PNBHOUSING,2871,20107.42,1078.8
TATACONSUM,2975,19125.09,1169.6
HEROMOTOCO,2086,16768.56,5373.5
INDIGO,2702,18336.66,4540
ETERNAL,3013,18686.22,255.19
CDSL,3158,18933.58,1261.3
PERSISTENT,3232,16466.74,5088.8
PFC,2975,17954.45,464.6
TATASTEEL,2939,17450.55,216.46
AMBUJACEM,3701,17732.67,451.3
HCLTECH,3972,16603.23,1197.4
SHRIRAMFIN,2054,17078.40,1011.25
BANKBARODA,2040,16093.52,269.1
VOLTAS,3226,16127.06,1331.8
WIPRO,2788,16237.39,197.26
ASHOKLEY,1874,15853.61,168.56
CGPOWER,2050,15050.86,864.2
DRREDDY,1887,15246.96,1298.6
ADANIPOWER,1898,15529.54,227.62
FEDERALBNK,2086,15361.79,293.5
NATIONALUM,2049,15398.41,400
JIOFIN,2527,14882.38,249.9
VEDL,3917,13712.72,302.2
AMBER,1517,13425.30,8827
SUNPHARMA,2160,13961.37,1851.4
TECHM,1553,13629.06,1463.2
YESBANK,1952,13744.17,22.53
HINDPETRO,1751,13961.28,391.2
DALBHARAT,2168,13562.85,1885.6
ADANIENSOL,1415,13279.00,1379.4
MOTHERSON,1683,13704.12,131.62
MANKIND,2095,11463.04,2450
HDFCLIFE,1884,12958.83,622.7
PNB,1456,12667.01,108.13
SOLARINDS,1548,12522.60,16054
INDUSTOWER,1873,12790.10,399.05
HINDUNILVR,1799,12302.89,2280.7
BLUESTARCO,2176,12115.02,1710.5
AUBANK,1135,11806.14,1042.9
MARUTI,1585,10876.38,13691
HINDALCO,1527,11207.19,1044.7
ULTRACEMCO,1942,11675.66,11954
